drug,gene_name,mechanism,esm_lr_auroc,rank,total_genes,percentile,imputed_esm_lr_auroc,imputed_rank,imputed_total_genes,onehot_determinant,onehot_auroc,esm_minus_onehot,imputed_minus_onehot,prevalence,n_pos
cefazolin,ampC,mutation,0.8826656979624188,36,2788,98.74461979913917,0.6739301804835041,1146,2797,Omp (mutations),0.8151794005909668,0.06748629737145195,-0.14124922010746277,0.3488854328667704,566
cefazolin,ompK36,mutation,0.7948256557901471,414,2788,85.18651362984218,0.6120834702537112,1720,2797,Omp (mutations),0.8151794005909668,-0.02035374480081975,-0.2030959303372556,0.3198548470710212,521
cefazolin,ompK37,mutation,0.7538440623040512,642,2788,77.00860832137732,0.7577290431016371,495,2797,Omp (mutations),0.8151794005909668,-0.06133533828691562,-0.057450357489329695,0.9331259720062208,1419
cefazolin,ampH,mutation,0.7276898138767476,793,2788,71.59253945480631,0.7323417604459025,644,2797,Omp (mutations),0.8151794005909668,-0.08748958671421925,-0.08283764014506434,0.942457231726283,1432
cefazolin,ompK35,mutation,0.5873299928418039,2056,2788,26.291248206599715,0.8103971499013276,266,2797,Omp (mutations),0.8151794005909668,-0.22784940774916296,-0.0047822506896392225,0.5168481078278901,616
cefazolin,blaSHV-1,acquired,0.4995569339831635,2627,2788,5.810616929698709,0.5278733975826595,2564,2797,Bla ESBL (acquired),0.8712009286618829,-0.37164399467871945,-0.3433275310792234,0.1332296526697771,183
cefazolin,blaSHV-28,acquired,0.499092970521542,2635,2788,5.523672883787656,0.6296353159404051,1504,2797,Bla ESBL (acquired),0.8712009286618829,-0.3721079581403409,-0.2415656127214778,0.2337998963193364,441
cefazolin,blaSHV-11,acquired,0.4920828945388897,2753,2788,1.2912482065997155,0.5018226122432855,2671,2797,Bla ESBL (acquired),0.8712009286618829,-0.3791180341229932,-0.3693783164185974,0.19751166407465,289
cefazolin,blaTEM-1,acquired,0.4657247514390372,2773,2788,0.5738880918220945,0.6905159518974022,1010,2797,Bla ESBL (acquired),0.8712009286618829,-0.40547617722284574,-0.1806849767644807,0.3395541731467081,637
cefazolin,blaOXA-1,acquired,0.4622683142100617,2775,2788,0.5021520803443313,0.6216957297003194,1614,2797,Bla ESBL (acquired),0.8712009286618829,-0.4089326144518212,-0.24950519896156353,0.2192846034214619,412
cefazolin,blaCTX-M-15,acquired,0.4327174318775662,2782,2788,0.2510760401721712,0.7920049273379266,346,2797,Bla ESBL (acquired),0.8712009286618829,-0.4384834967843167,-0.07919600132395632,0.4660445826853291,893
cefepime,ampC,mutation,0.7523494909997978,26,2800,99.10714285714286,0.6490101858399695,593,2800,Omp (mutations),0.7317277512192766,0.020621739780521176,-0.08271756537930708,0.3373362445414847,455
cefepime,ampH,mutation,0.6454034561680535,723,2800,74.21428571428572,0.6477752058178028,604,2800,Omp (mutations),0.7317277512192766,-0.08632429505122308,-0.08395254540147379,0.9306768558951966,1077
cefepime,ompK36,mutation,0.5975282709786515,1200,2800,57.17857142857143,0.5660644766451881,1601,2800,Omp (mutations),0.7317277512192766,-0.1341994802406251,-0.16566327457408847,0.3018558951965066,304
cefepime,ompK37,mutation,0.5770548667341431,1418,2800,49.39285714285714,0.5862575346958376,1288,2800,Omp (mutations),0.7317277512192766,-0.1546728844851335,-0.14547021652343894,0.9213973799126638,1064
cefepime,ompK35,mutation,0.5677475091791795,1549,2800,44.714285714285715,0.6630180949829212,468,2800,Omp (mutations),0.7317277512192766,-0.1639802420400971,-0.06870965623635539,0.50382096069869,462
cefepime,blaOXA-9,acquired,0.5504655099449851,1850,2800,33.964285714285715,0.580018213576142,1362,2800,Bla ESBL (acquired),0.7335645130136658,-0.18309900306868065,-0.15354629943752374,0.1795851528384279,278
cefepime,blaCTX-M-15,acquired,0.4975994513031549,2717,2800,3.0000000000000027,0.6523359204224847,568,2800,Bla ESBL (acquired),0.7335645130136658,-0.23596506171051085,-0.08122859259118109,0.5158296943231441,729
cefepime,blaTEM-1,acquired,0.4959183673469387,2749,2800,1.8571428571428572,0.6259159862197605,819,2800,Bla ESBL (acquired),0.7335645130136658,-0.23764614566672704,-0.10764852679390524,0.3859170305676856,560
cefepime,blaSHV-28,acquired,0.4951806368699128,2757,2800,1.571428571428568,0.4974619586622099,2763,2800,Bla ESBL (acquired),0.7335645130136658,-0.23838387614375295,-0.23610255435145588,0.2352620087336244,282
cefepime,blaSHV-11,acquired,0.4931633407243163,2763,2800,1.3571428571428568,0.5375713572481687,2184,2800,Bla ESBL (acquired),0.7335645130136658,-0.24040117228934949,-0.19599315576549703,0.2352620087336244,308
cefepime,blaSHV-1,acquired,0.4929151348039215,2764,2800,1.3214285714285734,0.5019743575102452,2669,2800,Bla ESBL (acquired),0.7335645130136658,-0.24064937820974425,-0.23159015550342055,0.1266375545851528,136
cefepime,blaKPC-2,acquired,0.4896551724137931,2774,2800,0.9642857142857175,0.5558347132606255,1809,2800,Bla ESBL (acquired),0.7335645130136658,-0.24390934059987268,-0.17772979975304026,0.1626637554585152,240
cefepime,blaOXA-1,acquired,0.4895852433165866,2776,2800,0.8928571428571397,0.6247812979954818,826,2800,Bla ESBL (acquired),0.7335645130136658,-0.24397926969707917,-0.108783215018184,0.2587336244541485,407
cefotaxime,ampC,mutation,0.8741595177370739,21,2816,99.28977272727273,0.7158660186474598,493,2821,Omp (mutations),0.7657411683214038,0.10841834941567008,-0.04987514967394402,0.3794614902943018,454
