gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
gatC,0.7556144208983073,0.7182626949220312,0.9245968279354925,0.16898240703718514,0.9263100436681224,477,477,0.7769217592206229
pqqF,0.7057593629214981,0.7031853925096627,0.9426729308276687,0.23691356790617057,0.9252183406113536,480,480,0.7727497668398713
gyrA,0.7403871784619486,0.665692056510729,0.9311358789817406,0.19074870051979198,0.9339519650655022,483,483,0.7614072769385966
entF,0.7071171531387446,0.731907237105158,0.9346428095428496,0.22752565640410505,0.9323144104803494,479,479,0.7597594168141761
yegD,0.7386045581767294,0.6769875383180061,0.9351342796214847,0.19652972144475522,0.9328602620087336,483,483,0.7588026184211876
sbcB,0.7659019725443155,0.6818022790883647,0.9235722377715581,0.1576702652272426,0.9339519650655022,481,481,0.7560903475367018
hrpB,0.7147224443555912,0.7243852459016393,0.9367169798747168,0.22199453551912562,0.9312227074235808,481,481,0.7512770732950029
gspL,0.7690173930427829,0.7577802212448354,0.9304444888711183,0.16142709582833537,0.9175764192139738,478,478,0.751176049440196
paaH,0.7409202985472477,0.749458549913368,0.935500799680128,0.19458050113288028,0.933406113537118,483,483,0.7484410847912247
polB,0.7271008263361323,0.7612038517926163,0.925488138078102,0.19838731174196977,0.9284934497816594,480,480,0.7464476938010884
tssA1,0.7066006930561108,0.6970711715313875,0.9268126082900173,0.22021191523390649,0.8902838427947598,461,461,0.7459425745270547
mhpA,0.7149057043849127,0.6878831800613088,0.9285535785685726,0.21364787418365982,0.9317685589519652,479,479,0.745191484128274
benC,0.6923314007730241,0.7227025856324137,0.9342679594828734,0.24193655870984931,0.9274017467248908,478,478,0.7451029052410882
tadD,0.7240936958549914,0.7199203651872583,0.9238221378115421,0.1997284419565507,0.8722707423580786,449,449,0.7436651454523893
rne,0.7390793682526989,0.653896774623484,0.9378332000533119,0.198753831800613,0.9328602620087336,481,481,0.7430223994776042
pbpC,0.6892992802878848,0.727234106357457,0.9239387578302012,0.2346394775423164,0.9317685589519652,482,482,0.7416109937379851
ftsK,0.7316240170598427,0.7268675862988138,0.938166400106624,0.2065423830467813,0.9317685589519652,483,483,0.7406410183204565
aac(6')-Ib,0.7385712381713981,0.7208449953351993,0.7778805144608822,0.03930927628948411,0.4481441048034934,232,232,0.7404682528875985
