gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
gatC,0.6273368606701939,0.6509700176366844,0.7803350970017637,0.15299823633156984,0.950687146321746,332,332,0.7826857222035275
walK,0.5751763668430334,0.6091269841269842,0.863668430335097,0.2884920634920636,0.9417946645109136,333,333,0.7557420640419115
pflD,0.6958112874779542,0.7227513227513227,0.8536155202821869,0.15780423280423272,0.8270008084074374,286,286,0.7423378662813331
uxaB,0.6845238095238095,0.6179453262786596,0.8010141093474428,0.11649029982363324,0.931285367825384,325,325,0.742176210930541
yHI9,0.649294532627866,0.726851851851852,0.8399029982363316,0.19060846560846567,0.9409862570735652,329,329,0.7418660965841235
ybiB,0.732363315696649,0.6484567901234569,0.8535714285714285,0.1212081128747795,0.950687146321746,335,335,0.74181990934104
csiR,0.6900352733686067,0.6543650793650794,0.8319664902998236,0.1419312169312169,0.9514955537590946,335,335,0.7415526831489144
hIS2,0.6574074074074073,0.6698853615520283,0.8440476190476192,0.18664021164021183,0.9482619240097008,333,333,0.7410842125404963
malY,0.7192680776014109,0.6779100529100529,0.8596560846560847,0.1403880070546738,0.950687146321746,333,333,0.7403584130063277
eefC,0.6323192239858907,0.6640652557319223,0.8544532627865961,0.22213403880070537,0.952303961196443,335,335,0.7399130360194515
tssH,0.5870811287477954,0.7317460317460317,0.8547619047619048,0.26768077601410944,0.9304769603880356,325,325,0.7382964825115303
citF,0.6860229276895944,0.6867283950617284,0.8177248677248677,0.13170194003527336,0.7558609539207761,269,269,0.7377422355945288
priA,0.7095238095238096,0.6338183421516754,0.8121252204585537,0.10260141093474417,0.952303961196443,335,335,0.7366766299148174
dsd1,0.5792768959435626,0.6302469135802469,0.8439153439153438,0.26463844797178127,0.9393694421988682,328,328,0.7361487757081493
trpF,0.6391975308641975,0.6617724867724867,0.8503086419753086,0.21111111111111114,0.950687146321746,335,335,0.7356407160342313
gspJ,0.6651675485008819,0.5994268077601411,0.8041005291005292,0.13893298059964732,0.9498787388843978,335,335,0.7355285470153143
bioA,0.7552028218694885,0.7145502645502645,0.8885361552028219,0.13333333333333341,0.9377526273241714,326,326,0.7342583978305193
yraQ,0.5857142857142856,0.5855379188712522,0.8814814814814815,0.2957671957671959,0.9482619240097008,333,333,0.7336183746049342
dalD,0.5904761904761905,0.5693562610229277,0.8051587301587302,0.2146825396825397,0.9498787388843978,335,335,0.731493761423095
