gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
ggt,0.6477513227513227,0.6809964726631393,0.8320546737213403,0.1843033509700176,0.950687146321746,335,335,0.7313848914929696
cadC,0.7066137566137566,0.5986772486772488,0.816225749559083,0.10961199294532642,0.9442198868229588,324,324,0.7290722302500049
ydhJ,0.6608465608465608,0.6560846560846562,0.8027336860670193,0.14188712522045854,0.908649959579628,312,312,0.7289897530302131
arnD,0.680599647266314,0.6750440917107583,0.8257495590828925,0.14514991181657855,0.952303961196443,333,333,0.7280495127245854
yhhY,0.6849647266313932,0.6941358024691359,0.8304673721340388,0.14550264550264558,0.952303961196443,335,335,0.7280429145470021
polA,0.665652557319224,0.6456349206349206,0.7894620811287477,0.1238095238095237,0.952303961196443,335,335,0.7280066245702936
dsbD,0.5725308641975309,0.6322751322751322,0.7938271604938272,0.22129629629629632,0.9401778496362166,331,331,0.7278878573737935
zinT,0.6649911816578483,0.557716049382716,0.7603615520282189,0.09537037037037055,0.946645109135004,333,333,0.7276206311816675
helD,0.6113756613756614,0.670326278659612,0.8460758377425044,0.23470017636684304,0.952303961196443,335,335,0.7273929940550421
holD,0.6434303350970018,0.6466931216931217,0.8389329805996474,0.19550264550264562,0.952303961196443,335,335,0.726855242581999
garK,0.6302028218694885,0.6091710758377425,0.8303350970017638,0.20013227513227527,0.942603071948262,330,330,0.7260733585383718
tadD,0.6892416225749559,0.690299823633157,0.8767195767195767,0.18747795414462076,0.9296685529506872,325,325,0.72603047038408
sbcD,0.6774691358024693,0.6884038800705468,0.8103615520282187,0.13289241622574943,0.9514955537590946,333,333,0.7256675706169954
gspK,0.5831569664902998,0.6205908289241623,0.8423721340388008,0.25921516754850105,0.9514955537590946,335,335,0.7252716799619944
prpF,0.7306878306878307,0.7270282186948853,0.8877865961199294,0.15709876543209866,0.919967663702506,324,324,0.7248362002414933
pulA,0.6568783068783068,0.6759259259259259,0.8494708994708995,0.19259259259259265,0.9280517380759904,324,324,0.7246745448907013
dinD,0.6582451499118166,0.7127425044091711,0.7985449735449736,0.14029982363315696,0.872271624898949,312,312,0.7245953667597009
rbbA,0.6630070546737215,0.6762345679012345,0.8510141093474426,0.18800705467372114,0.9434114793856104,335,335,0.7234109938834894
mcrA,0.6571869488536156,0.618342151675485,0.6919753086419754,0.03478835978835981,0.4478577202910266,180,180,0.7231866558456553
pqqE,0.7038359788359788,0.6008818342151675,0.7916225749559084,0.08778659611992956,0.9442198868229588,332,332,0.7224872490218203
bcsC,0.545546737213404,0.5857142857142857,0.8693121693121694,0.3237654320987654,0.9498787388843978,334,334,0.7224608563114867
hofC,0.6627865961199294,0.6437830687830688,0.7881393298059965,0.12535273368606714,0.9474535165723524,335,335,0.7223156964046531
pqqF,0.6184744268077602,0.6029982363315696,0.8019400352733685,0.18346560846560833,0.9434114793856104,332,332,0.7221672374090277
pilT,0.5712522045855379,0.6311287477954145,0.8629629629629629,0.291710758377425,0.9377526273241714,331,331,0.721929703016027
sad,0.7309964726631395,0.6216490299823633,0.7525132275132276,0.021516754850088082,0.9450282942603072,333,333,0.720963070000066
ecpC,0.7292328042328042,0.6122134038800705,0.8316137566137566,0.10238095238095235,0.9296685529506872,326,326,0.7209201818457742
hutG,0.5945767195767195,0.6701499118165785,0.7677248677248678,0.17314814814814827,0.9110751818916734,319,319,0.7206793483639818
tus,0.6825396825396824,0.6770282186948854,0.8169753086419753,0.13443562610229287,0.952303961196443,335,335,0.7202636631762308
btuB,0.6804232804232804,0.6355820105820106,0.8585978835978836,0.1781746031746032,0.9498787388843978,335,335,0.7200591196711468
lpoA,0.6856261022927689,0.597663139329806,0.8375220458553793,0.15189594356261038,0.9514955537590946,335,335,0.7198776697876047
nanE,0.6190035273368606,0.5432539682539683,0.8084215167548501,0.18941798941798949,0.942603071948262,332,332,0.7194949754877703
