rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.979147089713117,0.9778834241529089,,
CARD top: OmpK35 (mut),CARD,0.749299317283507,0.7566557959403079,OmpK35 (mut),True
CARD all-determinant ceiling,CARD,0.928084401325508,0.9532402089767869,,
ESM OmpK36,ESM,0.8304060029849096,,OmpK36,True
BacF FT OmpK35,Bacformer,0.9823254657011774,,OmpK35,True
BacF FT mean ⊕ ESM OmpK36,Bacformer,0.9848681664916256,0.9858750065061552,OmpK36,True
BacF FT mean ⊕ BacF FT OmpK35,Bacformer,0.9828644077165442,0.9761247432083052,OmpK35,True
