rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.952076677316294,0.9723707499624225,,
CARD top: OXA,CARD,0.7097793833053798,0.774569483513766,OXA,True
CARD all-determinant ceiling,CARD,0.8230825054831634,0.8748128061090393,,
ESM OmpK36,ESM,0.7447002443149785,0.8183117438831924,OmpK36,True
BacF FT OmpK36,Bacformer,0.9388930652133058,0.9508205639240735,OmpK36,True
BacF FT mean ⊕ ESM OmpK36,Bacformer,0.9475286600263108,0.9690733124526828,OmpK36,True
BacF FT mean ⊕ BacF FT OmpK36,Bacformer,0.9442210110881414,0.9584590149517772,OmpK36,True
BacF FT mean ⊕ frozen BacF OmpK35,Bacformer,0.9465514001127606,0.9617680247686664,OmpK35,True
