gene_name,esm_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
estX,0.7847941092364884,0.8245782098941951,0.039784100657706656,0.416,404,404,0.8195081615196715
intI1,0.7811910208750357,0.8130504718329997,0.03185945095796405,0.412,381,381,0.8005259105560558
pspF,0.7101265370317416,0.9555654847011724,0.24543894766943086,0.731,577,577,0.772272899294001
comEC,0.7507184729768372,0.9715327423505863,0.22081426937374904,0.9095,734,734,0.7702015258880153
bcsC,0.7471153846153846,0.977820274521018,0.23070488990563343,0.917,742,742,0.7691753300139159
gatC,0.738250643408636,0.9767622247640836,0.2385115813554476,0.9155,738,738,0.7664823073154123
fimK,0.7271232484987132,0.9656312553617387,0.23850800686302542,0.8775,703,703,0.7636314995865557
mhpA,0.7470510437517873,0.9758650271661424,0.2288139834143551,0.914,737,737,0.7627619023891976
pgtC,0.7068272805261653,0.9630683442951101,0.25624106376894484,0.8765,698,698,0.7595777292954602
ftsK,0.7105626251072347,0.9752537889619675,0.2646911638547328,0.9155,742,742,0.7585574651894191
hypF,0.7049256505576209,0.971150271661424,0.26622462110380307,0.917,742,742,0.7566349791616988
rbbA,0.7184014869888475,0.9727552187589362,0.2543537317700887,0.9135,738,738,0.7562772935477786
gyrA,0.7289355161567057,0.9730018587360595,0.24406634257935378,0.919,743,743,0.7558223269377011
mnmC,0.7165677723763226,0.976361881612811,0.2597941092364884,0.92,743,743,0.7547124931339784
sul2,0.7152452101801545,0.7185408921933087,0.003295682013154222,0.286,261,261,0.754670377580764
tynA,0.73054403774664,0.972508578781813,0.24196454103517295,0.917,743,743,0.754520303848887
hrpB,0.7233807549327996,0.9695774949957106,0.24619674006291092,0.916,741,741,0.7543613324649225
fadJ,0.7060516156705748,0.9751822991135258,0.269130683442951,0.919,742,742,0.7543358258622714
uraD,0.7346761509865598,0.976075922219045,0.24139977123248524,0.917,743,743,0.7540617781779744
hofC,0.7377537889619674,0.9774592507863884,0.23970546182442098,0.9075,738,738,0.7534875830299235
dsbD,0.7279811266800115,0.971614955676294,0.2436338289962825,0.896,726,726,0.7531198134103039
tamB,0.7227409207892479,0.9734879897054618,0.2507470689162139,0.919,743,743,0.7526541696177212
sacC,0.7072240491850157,0.9682942522161853,0.26107020303116957,0.875,687,687,0.75247621657597
scsB,0.7247962539319417,0.9712575064340864,0.24646125250214468,0.8965,724,724,0.7523955445303759
entF,0.7216971690020018,0.9753002573634544,0.2536030883614526,0.915,738,738,0.7521381057966423
pbpC,0.7034922790963682,0.9757685158707464,0.2722762367743782,0.918,741,741,0.7514571388235406
menC,0.7281562768086932,0.9780704889905633,0.24991421218187004,0.92,743,743,0.7507933739778081
sbcB,0.7307585072919647,0.9718723191306833,0.2411138118387186,0.92,741,741,0.7507933739778081
cpdB,0.705408207034601,0.9707892479267944,0.2653810408921934,0.919,741,741,0.7502986645217393
pqqF,0.7180333142693737,0.9657706605661996,0.24773734629682598,0.911,736,736,0.7499854671682569
pgaA,0.7342221904489562,0.9727516442665142,0.23852945381755797,0.9135,735,735,0.7495743956418114
ppro0129,0.7006040892193308,0.9746461252502144,0.2740420360308836,0.9165,743,743,0.748694121261948
aph(3'')-Ib,0.7068523019731199,0.7101193880468973,0.0032670860737774587,0.29,253,253,0.7486549715927628
walK,0.6980626251072348,0.9740170145839291,0.27595438947669426,0.902,735,735,0.7483340629408045
tmcA,0.705822848155562,0.9728946239633972,0.26707177580783525,0.919,740,740,0.7481881414465684
paaD,0.7373748927652274,0.973166285387475,0.23579139262224758,0.92,743,743,0.7480570493724783
aac(6')-Ib,0.750940091507006,0.7854982842436374,0.03455819273663141,0.3635,354,354,0.7475006495286024
lpoA,0.7344545324563911,0.9721725764941378,0.23771804403774666,0.92,743,743,0.7472918512929475
ccmI,0.7249213611667142,0.9739919931369746,0.24907063197026036,0.9125,737,737,0.7472266018443052
cdsB,0.7080247354875607,0.9681476980268802,0.26012296253931944,0.8765,712,712,0.7469199294356872
ade,0.7228731770088647,0.9739919931369746,0.25111881612810993,0.918,740,740,0.7465035193179891
oxlT,0.7142622247640835,0.9695560480411782,0.2552938232770947,0.901,721,721,0.7459749987839875
zraR,0.7273126965970832,0.9737989705461824,0.24648627394909917,0.9185,742,742,0.7456890875635737
bglF,0.7060122962539319,0.9761045181584215,0.27009222190448956,0.919,743,743,0.7456629877841169
mdtO,0.7085394623963397,0.9680368887617959,0.25949742636545625,0.9095,727,727,0.7451374331341446
dsd1,0.7039140692021733,0.9668430082928225,0.2629289390906493,0.883,718,718,0.7450899789896775
pgaB,0.7201386903059765,0.9681512725193023,0.24801258221332578,0.9135,737,737,0.7450496429668806
rne,0.7385008578781813,0.9730054332284814,0.23450457535030012,0.9165,740,740,0.7449072805334794
polB,0.721908064054904,0.9729196454103518,0.25101158135544777,0.915,739,739,0.7448183040126037
cusA,0.6635115813554475,0.9608700314555334,0.2973584501000859,0.844,684,684,0.744777374813001
