gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
entF,0.810216681741319,0.8462778717212631,0.9778599237091509,0.16764324196783187,0.9414204250907204,523,523,0.8883950776899692
gspL,0.8211687443470055,0.839169845452043,0.9859510794761885,0.16478233512918306,0.9217210990150336,517,517,0.88752327646424
gatC,0.8302823547917733,0.879841912776751,0.9838373510558811,0.15355499626410785,0.9429756350440642,524,524,0.887250333547019
pqqF,0.7828955129969719,0.8032069684218806,0.9838471823508592,0.2009516693538873,0.9367547952306896,523,523,0.8859152476328487
dsbD,0.7724448464351725,0.7977702622989501,0.9768964568012899,0.20445161036611736,0.9217210990150336,515,515,0.8811692730919585
pbpC,0.7847143025679344,0.8733237642062213,0.9880549766015179,0.20334067403358347,0.9434940383618456,526,526,0.8803836643664044
paaH,0.8313932911243069,0.8860847850878918,0.9870521845137442,0.15565889338943728,0.9455676516329704,527,527,0.8782512978256147
hrpB,0.8296924770930828,0.8459337763970272,0.9865212945849227,0.15682881749183986,0.9434940383618456,525,525,0.8771864613130351
gyrA,0.8609461638286995,0.8831943843643085,0.9867572456643989,0.12581108183569945,0.9460860549507516,527,527,0.8767707620673989
paaZ,0.7973475166148885,0.849591018128908,0.9862066931456211,0.1888591765307327,0.9450492483151892,527,527,0.8757831396695595
cdsB,0.7953910889142317,0.8653997404538126,0.9771029139958316,0.1817118250815999,0.8885432866770347,493,493,0.8753467901374231
ftsK,0.8075622320972118,0.8468677494199537,0.9910338589799048,0.18347162688269303,0.9429756350440642,525,525,0.8749661065949833
polB,0.8178555979393607,0.864288804121279,0.9885367100554485,0.17068111211608783,0.9409020217729394,524,524,0.8736355098735306
tssH,0.7704785874395376,0.8016241299303943,0.9778599237091511,0.20738133626961353,0.9082426127527216,500,500,0.8735924136234429
xynB,0.8001789295686028,0.8601989854103582,0.9854693460222581,0.1852904164536553,0.9372731985484708,518,518,0.8733482015396135
benC,0.8146505957764756,0.8284537339258327,0.9858920917063195,0.17124149592984395,0.9388284085018144,521,521,0.8729486633877603
oxlT,0.7826497306225177,0.8279425065869677,0.9761984348578394,0.19354870423532167,0.9315707620528773,512,512,0.8729145455231075
mhpA,0.8090369263439379,0.8670120728302333,0.9899229226473711,0.18088599630343327,0.9440124416796268,523,523,0.8726784139861696
sbcB,0.7624267568524126,0.8230760155727714,0.9938849345235754,0.23145817767116283,0.9466044582685328,525,525,0.872596710678712
fimK,0.7723268708954343,0.8319340123481065,0.9782236816233434,0.2058968107279091,0.8973561430793157,492,492,0.8721271411204665
hofC,0.7690137244877896,0.8709249282315468,0.9882122773211688,0.2191985528333792,0.9331259720062208,523,523,0.8710156170036255
pat,0.7851075543670613,0.887559479334618,0.9787742341421212,0.1936666797750599,0.9466044582685328,526,526,0.8702937548146592
hypF,0.7921959180463252,0.8582425577097015,0.9889791183294664,0.19678320028314122,0.944530844997408,526,526,0.8680294060079765
fadJ,0.8125172047662119,0.833310393645051,0.9804848794683236,0.1679676747021117,0.9460860549507516,526,526,0.8679988794974978
pgtC,0.7958236658932714,0.8073656061976483,0.9659640567855597,0.17014039089228838,0.8921721099015034,490,490,0.8679441113463449
cpdB,0.8335660073144834,0.8412737425773723,0.9859314168862322,0.15236540957174882,0.9460860549507516,526,526,0.8677833982470602
bcsC,0.8353258091155766,0.8681918282276142,0.9859510794761885,0.1506252703606119,0.942457231726283,525,525,0.8677295279344506
pgaA,0.8033151126666405,0.8339789217035669,0.9856168154469307,0.18230170278029023,0.9383100051840332,518,518,0.8672913827252273
msyB,0.840526564159031,0.869981123913642,0.9863246686853593,0.14579810452632824,0.9409020217729394,524,524,0.8672411037667918
ynjC,0.7897479255967597,0.8260942231310708,0.9780467183137362,0.18829879271697658,0.9206842923794712,509,509,0.8669753435579187
dgcQ,0.8189665342718941,0.8405855519289,0.9871504974635259,0.16818396319163176,0.9372731985484708,521,521,0.866803856396112
gspK,0.8295646702583666,0.8573380785717095,0.9861083801958395,0.1565437099374729,0.9455676516329704,527,527,0.8666691806145886
tadD,0.7870541507727398,0.8425321483345788,0.9741731880923354,0.18711903731959567,0.8729911871435977,484,484,0.8659266681391218
lpoA,0.8395237720712572,0.8798517440717291,0.9787742341421212,0.139250462070864,0.9460860549507516,527,527,0.8636928458429177
entD,0.7749518266546069,0.8591077116677809,0.9766113492469228,0.2016595225923159,0.9440124416796268,526,526,0.8632142978992374
rbbA,0.8233709544221164,0.8030300051122734,0.9866982578945299,0.16332730347241353,0.9388284085018144,524,524,0.8631765886804108
tmcA,0.804249085689567,0.8416178379016085,0.9898934287624366,0.1856443430728696,0.9460860549507516,525,525,0.8629162155027985
aNKYR,0.8153682803098825,0.7704589248495812,0.9771520704707224,0.16178379016083988,0.9248315189217212,515,515,0.8629081349559071
tssM,0.7950371622950175,0.7943588029415234,0.9506370679145858,0.15559990561956827,0.7801969932607569,426,426,0.8628803019610588
ccmI,0.8054583349718825,0.7608537496559047,0.9791871485312045,0.17372881355932202,0.9393468118195956,521,521,0.8625193708665758
ybiB,0.8139820677179599,0.8797730937119038,0.988507216170514,0.17452514845255407,0.9455676516329704,527,527,0.8618217503182837
