gene,source,n_carriers,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,is_causal,delta_ft_minus_esm
hrpB,bakta_nonamr,601,0.8644229171725433,0.881497054200161,0.9833156542742852,False,0.11889273710174197
gatC,bakta_nonamr,599,0.8556174677623423,0.8730047158357508,0.9775965851725944,False,0.12197911741025214
comEC,bakta_nonamr,597,0.8547548148810816,0.9059005457078226,0.9877567191074418,False,0.13300190422636016
zraR,bakta_nonamr,602,0.8541605428962132,0.8795225376052755,0.9852901708691706,False,0.13112962797295735
rbbA,bakta_nonamr,600,0.8539624522345904,0.7932380794151852,0.9864339846895088,False,0.13247153245491838
lpoA,bakta_nonamr,603,0.8508249517553388,0.889855202116375,0.9853093409331988,False,0.13448438917786
bcsC,bakta_nonamr,601,0.8498600585325954,0.895861822178486,0.9817564890666736,False,0.13189643053407818
dgcQ,bakta_nonamr,595,0.8491443761422162,0.8451761728884173,0.9801078635602642,False,0.13096348741804809
ftsK,bakta_nonamr,599,0.8488312650964254,0.8693943537771417,0.9905108183061332,False,0.14167955320970782
xynB,bakta_nonamr,594,0.8439556788119672,0.8652152798190347,0.981360307743428,False,0.13740462893146077
gspK,bakta_nonamr,603,0.8395976842562655,0.8964369240993265,0.9858716628113536,False,0.14627397855508817
fadJ,bakta_nonamr,602,0.8393676434879292,0.8660076424655258,0.9822165706033458,False,0.14284892711541652
tmcA,bakta_nonamr,601,0.839137602719593,0.8757779850984702,0.981494498191624,False,0.142356895472031
hpxW,bakta_nonamr,596,0.8368947052283155,0.8685380909172238,0.9838140759390136,False,0.14691937071069805
ynjC,bakta_nonamr,586,0.8359170319628867,0.8548826153079352,0.9812005572098612,False,0.14528352524697452
GyrA,chromosomal,603,0.8356804238706079,0.90143614054657,0.9866564417177917,False,0.15097601784718373
ParC,chromosomal,587,0.8232083100948132,0.9065602342442832,0.987137479085332,False,0.1639291689905188
OmpK36,chromosomal,597,0.8210750139431121,0.8803402119353039,0.9848577802565534,True,0.16378276631344124
CTX-M,acquired,291,0.8033254322364751,0.8042735638594534,0.8040783602900166,True,0.0007529280535414351
OmpK35,chromosomal,595,0.7926380368098159,0.9139570552147238,0.9898633575013944,True,0.1972253206915785
SHV-OKP-LEN,acquired,562,0.7847322922476296,0.8664528722810931,0.9852063580591188,True,0.2004740658114892
Sul,acquired,294,0.7687744004461796,0.7933073061907416,0.8110708310094814,False,0.04229643056330179
AAC(6'),acquired,257,0.7573898494143892,0.7633853876185164,0.7624163413273843,False,0.00502649191299509
OXA,acquired,233,0.7428750697155604,0.7398842721695482,0.7404419966536531,True,-0.0024330730619073204
TEM,acquired,199,0.6885039040713887,0.693941717791411,0.7087353597322924,True,0.020231455660903674
ANT(3''),acquired,191,0.6862730061349693,0.6863915225878415,0.7034300055772449,False,0.017156999442275556
PmrB,chromosomal,603,0.676770775237033,0.8948410485220301,0.985345789180145,False,0.30857501394311204
Dfr,acquired,198,0.675292805354155,0.6922127718906859,0.7001882320133853,False,0.02489542665923028
Cat,acquired,163,0.6673800892359176,0.6686001115448968,0.6687395426659231,False,0.0013594534300054306
MphA,acquired,155,0.6623675404350251,0.6601505856107083,0.6605967651979922,False,-0.001770775237032951
AAC(3),acquired,157,0.6615518683770217,0.6593627997769103,0.6637618516452871,False,0.002209983268265381
Mrx,acquired,150,0.6559955382041271,0.6546569994422755,0.6548522030117122,False,-0.0011433351924149404
StrB,acquired,163,0.6497420524261015,0.6617401003904072,0.6645705521472393,False,0.014828499721137756
StrA,acquired,160,0.6448968209704405,0.6571249302844394,0.6619980479643056,False,0.01710122699386507
KPC,acquired,125,0.6275097601784718,0.6272796988287787,0.6279698828778584,True,0.0004601226993865559
APH(3'),acquired,117,0.6081497490239821,0.6077663134411599,0.6091745677635247,False,0.0010248187395426323
TetA,acquired,129,0.6025027886224205,0.6009481316229782,0.6274261015058561,False,0.024923312883435633
QnrB,acquired,118,0.5998047964305633,0.5981246514221974,0.6065253764640268,False,0.006720580033463541
Arr,acquired,48,0.5356246514221975,0.5359802007808143,0.535366703848299,False,-0.0002579475738985204
NDM,acquired,39,0.5321109871723368,0.5318809258226436,0.5318809258226436,True,-0.00023006134969327796
ArmA,acquired,36,0.5306957612939208,0.5304656999442275,0.5304656999442275,False,-0.00023006134969327796
MphE,acquired,37,0.5295315114333519,0.5295315114333519,0.5295315114333519,False,0.0
MsrE,acquired,37,0.5295315114333519,0.5293014500836587,0.5295315114333519,False,0.0
QnrS,acquired,41,0.5254322364751813,0.5258784160624652,0.5261642498605689,False,0.000732013385387531
CmlA,acquired,33,0.5234662576687117,0.523452314556609,0.5238008923591746,False,0.0003346346904629094
APH(4),acquired,17,0.513127440044618,0.513127440044618,0.513127440044618,False,0.0
TetD,acquired,59,0.5090421081985499,0.5165504740658114,0.5685164528722811,False,0.05947434467373125
ANT(2''),acquired,12,0.506866982710541,0.506866982710541,0.506866982710541,False,0.0
RmtF,acquired,8,0.5010596765197992,0.5033324037925264,0.5033324037925264,False,0.002272727272727204
