gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_rrna,is_noncoding
AGly_acquired,AGly (acquired),acquired_hgt,0.9391291069247091,0.001472846943750194,0.9538014242796437,0.0014742292501253057,47,1859,True,False,False
__ALL_Kleborate__,__ALL_Kleborate__,all,0.9391291069247091,0.001472846943750194,0.9538014242796437,0.0014742292501253057,47,1859,False,False,False
