gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
bcsC,0.7890590125881617,0.7998950986519061,0.9403289884831711,0.15126997589500946,0.960285132382892,561,561,0.7700878985166257
hutG,0.7210628515311133,0.8010222301580217,0.8928890277653779,0.17182617623426466,0.9073319755600816,535,535,0.7696679632045333
fimK,0.750100437460941,0.8146482456923488,0.914170609766985,0.16407017230604404,0.9236252545824848,531,531,0.7693314193019345
msyB,0.7643179180430318,0.7936233372020355,0.9208887599321489,0.15657084188911707,0.959266802443992,561,561,0.769198390148695
hrpB,0.7819949111686457,0.8110771359700029,0.9023859476832427,0.12039103651459693,0.960285132382892,560,560,0.7687685272878532
gspJ,0.7963351486474421,0.7843384519239354,0.9074970984733506,0.11116194982590843,0.960794297352342,562,562,0.7674134168835836
entF,0.7838139451834658,0.7652664940630299,0.8987478796536024,0.11493393447013656,0.9582484725050916,558,558,0.7674044820897095
hrpA,0.742467190429426,0.7636929738416213,0.9242813141683779,0.1818141237389519,0.959266802443992,559,559,0.7659312338553239
cdsB,0.7076935095080796,0.80694804035354,0.9159115257566288,0.2082180162485492,0.9343177189409368,542,542,0.764834239718534
hpxW,0.7262632800642801,0.791960539237568,0.9184671011516828,0.19220382108740275,0.9521384928716904,556,556,0.7644222464454411
pgtC,0.7145790554414784,0.7571310597268102,0.8963373805910186,0.18175832514954027,0.9332993890020368,537,537,0.7641353402865886
pgaB,0.7835126328006428,0.7379363449691992,0.9068051959646461,0.12329256316400339,0.9567209775967414,557,557,0.7637481658853685
benC,0.7087760021426658,0.7407932327470761,0.9213351486474421,0.21255914650477636,0.9557026476578412,558,558,0.7637114339549964
atsA,0.732713597000268,0.7812806892241764,0.9159784840639229,0.18326488706365496,0.9256619144602852,531,531,0.7629023387319345
rbbA,0.7916815462905099,0.7301245424515669,0.9264016605660209,0.134720114275511,0.9536659877800407,561,561,0.762367243854351
paaD,0.7587157396661012,0.7692728327827872,0.9063811266851174,0.14766538701901621,0.9623217922606924,562,562,0.762291794483857
thiK,0.8049727702883671,0.8184648692081065,0.9206655655745022,0.11569279528613508,0.9623217922606924,562,562,0.7620386419907514
fadJ,0.7435385233461298,0.8124163021158826,0.9276961878403714,0.18415766449424165,0.960285132382892,561,561,0.7618083228597694
rfaQ,0.7581465940541022,0.8109432193554147,0.8992165878046603,0.14106999375055806,0.9623217922606924,562,562,0.7606884953608566
rne,0.7840594589768771,0.7933778234086243,0.9106664583519328,0.1266069993750557,0.960285132382892,560,560,0.7606458069012348
treR,0.7864141594500491,0.7558142130166949,0.9156436925274529,0.1292295330774038,0.9618126272912424,562,562,0.7602844441267629
oxlT,0.67462726542273,0.7237635032586376,0.9187460940987412,0.2441188286760112,0.9480651731160896,550,550,0.7601613425222724
comEC,0.8103740737434157,0.8344567449334881,0.9195384340683868,0.10916436032497101,0.9572301425661914,559,559,0.7594912329816995
aac(6')-Ib,0.717993929113472,0.7192661369520579,0.723707704669226,0.005713775555753919,0.5168024439918534,314,314,0.7588648046556231
cadC,0.7512275689670564,0.761260155343273,0.8949089367020802,0.1436813677350237,0.9536659877800407,546,546,0.7585689637028962
trpF,0.756450316935988,0.7369096509240246,0.9123180965985179,0.15586777966252996,0.9613034623217924,562,562,0.7583584996694126
cueO,0.7561490045531649,0.7165096866351218,0.9055329881260602,0.14938398357289528,0.9623217922606924,561,561,0.7577767453127079
pbpC,0.6410811534684402,0.7656794036246763,0.9135010266940452,0.272419873225605,0.959775967413442,561,561,0.7561972723067057
phnS,0.7311958753682706,0.8262208731363271,0.9170609766985091,0.18586510133023848,0.9546843177189408,556,556,0.7548788938328082
yegD,0.6874721007052942,0.7593183644317472,0.9067159182215873,0.21924381751629307,0.9618126272912424,562,562,0.7548252850695624
paaH,0.7639831265065619,0.7756561914114812,0.9174738862601554,0.1534907597535935,0.9613034623217924,562,562,0.7545691543118322
iroE,0.7412842603338987,0.73655253995179,0.8886371752522098,0.14735291491831104,0.9348268839103868,541,541,0.7540499435122476
phnX,0.728919292920275,0.7970940094634408,0.9088920632086421,0.1799727702883671,0.9562118126272912,557,557,0.7532607033866838
zraR,0.81805195964646,0.7983550575841443,0.9183443442549772,0.1002923846085172,0.9613034623217924,560,560,0.7523999849101259
