gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_rrna,is_noncoding
__ALL_Kleborate__,__ALL_Kleborate__,all,0.9801546986839066,0.0011573914886730899,0.9911114119976818,0.0003998340612138114,247,2017,False,False,False
Bla_Carb_acquired,Bla Carb (acquired),acquired_hgt,0.8402312783806665,0.0014267750484655518,0.9013501972080158,0.0008183116759575916,23,1032,True,False,False
Bla_ESBL_acquired,Bla ESBL (acquired),acquired_hgt,0.8317719156468868,9.96619416914722e-05,0.8980024546447546,0.00016840990302534738,22,996,True,False,False
Omp_mutations,Omp (mutations),porin_truncation,0.7657411683214038,0.004599594143416082,0.863467379064119,0.002041727940860645,95,825,False,False,True
Bla_acquired,Bla (acquired),acquired_hgt,0.7460613407219273,0.0012545529150955275,0.8439687209842007,0.00047902239944881865,25,772,True,False,False
Bla_chr,Bla chr,chromosomal_coding,0.7189255753097823,0.00527490031174638,0.8304625215417246,0.003699648209322281,63,1795,True,False,False
SHV_mutations,SHV (mutations),chromosomal_mutation,0.5644712537520203,0.015573467063585585,0.7473266138031437,0.004409700381340587,15,1070,False,False,True
Bla_inhR_acquired,Bla inhR (acquired),acquired_hgt,0.508525744631725,0.001678957707589505,0.7040487539969489,0.0007075658535858232,4,18,True,False,False
