rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9874072003230516,0.9673043451180128,,
CARD top: KPC,CARD,0.8190369077195104,0.7519599744949713,KPC,True
CARD all-determinant ceiling,CARD,0.9638070085125748,0.9450088857186426,,
ESM KPC,ESM,0.8108781412108221,,KPC,True
BacF FT PmrB,Bacformer,0.988252104494766,,PmrB,False
BacF FT mean ⊕ ESM KPC,Bacformer,0.9875252384058648,0.9656434143154828,KPC,True
BacF FT mean ⊕ BacF FT PmrB,Bacformer,0.9885068182524152,0.9790803719622164,PmrB,False
BacF FT mean ⊕ frozen BacF OmpK36,Bacformer,0.9824744509676016,,OmpK36,True
