rung,family,auroc,gene,causal
FT Bacformer mean,Bacformer,0.9898309981222012,,
CARD top: TEM,one-hot,0.8032884017182641,TEM,True
ESM AAC(6'),ESM,0.861057345081612,AAC(6'),False
FT PmrB,FT_gene,0.9948577206413404,PmrB,False
concat: FT mean ⊕ ESM AAC(6'),mix,0.9903221146901632,AAC(6'),False
concat: FT mean ⊕ FT PmrB,mix_ft,0.994164379604218,PmrB,False
