config,mean,ingredient,gene,auroc,delta_vs_its_mean
frozen_mean_only,frozen_mean,none,,0.8528720799417643,0.0
frozen_mean+esm_gene,frozen_mean,esm,AAC(6'),0.9239130434782609,0.07104096353649658
frozen_mean+frozen_bac_gene,frozen_mean,frozen_bac,AAC(6'),0.9452385679306466,0.09236648798888236
frozen_mean+ft_bac_gene,frozen_mean,ft_bac,PmrB,0.9613692012441267,0.10849712130236244
ft_mean_only,ft_mean,none,,0.9606247104758124,0.0
ft_mean+esm_gene,ft_mean,esm,AAC(6'),0.9635695850704784,0.0029448745946659693
ft_mean+frozen_bac_gene,ft_mean,frozen_bac,AAC(6'),0.9699391171993912,0.00931440672357875
ft_mean+ft_bac_gene,ft_mean,ft_bac,PmrB,0.9664151942293694,0.005790483753556952
