gene_name,region,site,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_variants,n_genomes_with_variant,embeddable,is_rrna,is_noncoding
__ALL_WHO_one_hot__,all,__ALL_WHO_one_hot__,0.9257379453403183,0.0009072175217114642,0.7751686562643233,0.0027999056868836377,36,3013,False,False,False
gyrA,coding,gyrA,0.9104451696581733,0.0008932374866488312,0.74778907285211,0.002624881508419875,14,2825,True,False,False
gyrB,coding,gyrB,0.5218589180369022,0.002008111881355575,0.1826756813668347,0.0012273402903155834,22,245,True,False,False
