gene,source,n_carriers,esm_lr_auroc,ft_lr_auroc,is_causal,delta_ft_minus_esm
gspL,bakta_nonamr,645,0.8151686555839139,0.9748637649168792,False,0.15969510933296527
pgaA,bakta_nonamr,643,0.8024073946333723,0.9678209284679588,False,0.16541353383458646
fadJ,bakta_nonamr,652,0.7980064841001587,0.97189763399324,False,0.1738911498930813
mhpA,bakta_nonamr,649,0.7969717872663309,0.9746844174656824,False,0.17771263019935146
OmpK35,chromosomal,643,0.7885114360704912,0.980434945631796,False,0.19192350956130477
sbcB,bakta_nonamr,650,0.7839484031178865,0.9658274125681174,False,0.18187900945023094
mhpB,bakta_nonamr,646,0.7834793405532179,0.97660205559771,False,0.19312271504449208
GyrA,chromosomal,652,0.7832245969253843,0.970933633295838,False,0.18770903637045377
ade,bakta_nonamr,649,0.7828930123473823,0.9687659515761882,False,0.18587293922880588
scsB,bakta_nonamr,642,0.7826722770228323,0.9654411257501552,False,0.1827688487273229
benC,bakta_nonamr,647,0.7826032972339105,0.96883493136511,False,0.18623163413119947
comEC,bakta_nonamr,641,0.7824860315927433,0.97780230392495,False,0.19531627233220672
yegD,bakta_nonamr,652,0.7824860315927433,0.9717734703731804,False,0.18928743878043708
treA,bakta_nonamr,652,0.7824653376560666,0.9756501345105884,False,0.19318479685452172
bcsC,bakta_nonamr,651,0.7821618265848106,0.9752362557770572,False,0.1930744291922466
bglF,bakta_nonamr,652,0.781996275091398,0.96741394771332,False,0.185417672621922
cpdB,bakta_nonamr,651,0.780796026764158,0.977209077740222,False,0.19641305097606399
OmpK36,chromosomal,643,0.776572928383952,0.9637195350581178,False,0.18714660667416583
AAC(6'),acquired,349,0.7631796025496814,0.8843869516310461,True,0.12120734908136466
ParC,chromosomal,638,0.7287739032620921,0.979482564679415,False,0.25070866141732284
PmrB,chromosomal,652,0.7172328458942632,0.9776377952755906,False,0.2604049493813274
Cat,acquired,177,0.7152230971128608,0.750761154855643,False,0.03553805774278218
Dfr,acquired,226,0.7078065241844769,0.7928533933258343,False,0.0850468691413574
ANT(3''),acquired,212,0.6995800524934381,0.7599400074990624,True,0.0603599550056243
ArmA,acquired,58,0.6828421447319085,0.6830146231721035,True,0.0001724784401949675
SHV-OKP-LEN,acquired,620,0.6468916385451818,0.9593325834270716,False,0.3124409448818898
NDM,acquired,74,0.6413498312710911,0.6563479565054368,False,0.014998125234345627
MphA,acquired,170,0.6335058117735284,0.6866966629171354,False,0.053190851143607
MphE,acquired,46,0.6269141357330333,0.6256917885264341,False,-0.0012223472065991947
MsrE,acquired,46,0.6231496062992126,0.6259917510311211,False,0.00284214473190858
Mrx,acquired,169,0.620824896887889,0.6965429321334833,False,0.07571803524559428
Sul,acquired,338,0.6172703412073492,0.8289088863892013,False,0.2116385451818521
OXA,acquired,264,0.5925159355080614,0.7649418822647169,False,0.17242594675665557
APH(3'),acquired,122,0.5853468316460443,0.6869741282339707,True,0.10162729658792646
KPC,acquired,164,0.5747506561679788,0.640352455943007,False,0.06560179977502822
AAC(3),acquired,206,0.5747356580427447,0.6754555680539933,True,0.10071991001124858
TetA,acquired,162,0.5615298087739032,0.649111361079865,False,0.08758155230596176
QnrB,acquired,184,0.5372853393325834,0.6900337457817773,False,0.15274840644919396
StrB,acquired,247,0.5313835770528684,0.7614998125234346,True,0.23011623547056614
Arr,acquired,85,0.5310611173603299,0.5941357330333709,False,0.06307461567304096
RmtB,acquired,16,0.5303787026621671,0.518177727784027,True,-0.012200974878140092
StrA,acquired,242,0.5274240719910012,0.7517360329958755,True,0.22431196100487438
VEB,acquired,15,0.5242219722534683,0.5171203599550056,False,-0.007101612298462734
CMY,acquired,10,0.5159955005624297,0.5194150731158605,False,0.0034195725534308385
TEM,acquired,299,0.5115260592425946,0.8217697787776529,False,0.31024371953505825
RmtF,acquired,8,0.5092763404574427,0.5163929508811398,True,0.007116610423697045
QnrS,acquired,79,0.5088113985751781,0.5722684664416948,False,0.06345706786651673
Erm,acquired,9,0.5086464191976003,0.508676415448069,False,2.999625046862242e-05
CmlA,acquired,31,0.5032020997375328,0.5295838020247469,False,0.026381702287214037
ANT(2''),acquired,21,0.5020472440944882,0.5152905886764154,True,0.013243344581927219
LAP,acquired,11,0.4992350956130483,0.4852718410198725,False,-0.013963254593175822
TetD,acquired,93,0.4895988001499813,0.599220097487814,False,0.10962129733783271
CTX-M,acquired,363,0.480262467191601,0.8534983127109111,False,0.37323584551931016
FloR,acquired,29,0.4733483314585677,0.4946156730408699,False,0.0212673415823022
APH(4),acquired,13,0.4733408323959505,0.4868466441694787,True,0.01350581177352822
