gene_family,amr_source,n_carriers,prevalence,esm_lr_auroc,esm_lr_auprc,frozen_lr_auroc,frozen_lr_auprc,ft_lr_auroc,ft_lr_auprc,delta_ft_minus_esm
Cat,acquired,158,0.25732899022801303,0.6491187488716375,0.7734106369990097,0.6493444213756996,0.7753834620859057,0.6503599476439791,0.7926169586198142,0.001241198772341634
AAC(3),acquired,158,0.25732899022801303,0.5774113107059036,0.6974194441101477,0.5595944665102004,0.7118962796552005,0.6634997291929952,0.7842831270297623,0.08608841848709159
KPC,acquired,144,0.23452768729641693,0.6731077360534393,0.8035522934676089,0.6752121321538184,0.8044830050791241,0.6733390503701029,0.8032014185823644,0.00023131431666356672
TetA,acquired,130,0.21172638436482086,0.47993771438887883,0.610677250113904,0.47790102003971835,0.6137892879415032,0.6176148673045677,0.7310088369085279,0.13767715291568888
QnrB,acquired,120,0.19543973941368079,0.4862678281278209,0.6113676232482131,0.5264488174760787,0.6622576292077864,0.612187443581874,0.732688720407398,0.12591961545405317
APH(3'),acquired,116,0.18892508143322476,0.5733886983209966,0.7040248613399798,0.5755833634230005,0.722780229407057,0.5986132424625382,0.741243817582785,0.025224544141541627
TetD,acquired,59,0.09609120521172639,0.5278254197508576,0.6535204420184038,0.536660498284889,0.6659291661398281,0.5543419389781549,0.6933185536103681,0.026516519227297253
Arr,acquired,51,0.08306188925081433,0.5383868929409641,0.6732366516501984,0.5373713666726846,0.6805532102772885,0.5527735150749232,0.6889051032726504,0.014386622133959137
QnrS,acquired,47,0.07654723127035831,0.4735624661491244,0.604939113684623,0.5000451345008124,0.6317969827760798,0.5452699043148583,0.6680841861289207,0.07170743816573394
ArmA,acquired,45,0.0732899022801303,0.5443333634230005,0.6753332023514392,0.5411062466149125,0.6735537484905505,0.5453150388156707,0.6838332353120105,0.0009816753926701338
NDM,acquired,43,0.07003257328990228,0.547656391045315,0.6857898062262415,0.5499356833363422,0.6866066743421272,0.5501049377143888,0.6871958260974295,0.0024485466690737923
CmlA,acquired,36,0.05863192182410423,0.523949494493591,0.6620995832437835,0.5273402238671241,0.6628685381040782,0.5292922910272612,0.6654659346124013,0.005342796533670202
MsrE,acquired,35,0.057003257328990226,0.5359496298970934,0.6681981964651392,0.5372585304206535,0.6710520902314815,0.5354305831377505,0.6673291761560219,-0.0005190467593428894
MphE,acquired,35,0.057003257328990226,0.5355208521393754,0.6666188486852197,0.5364348257808269,0.6715909899948541,0.5346632966239393,0.6716303343975372,-0.0008575555154360925
APH(4),acquired,19,0.030944625407166124,0.5122991514713847,0.6405278989634648,0.5116672684600109,0.6431885961156099,0.5135516338689294,0.6466767440250495,0.0012524823975447186
ANT(2''),acquired,18,0.029315960912052116,0.5056079617259432,0.628348698534245,0.5106066076909189,0.636985961171179,0.5177604260696876,0.6421772149813055,0.012152464343744396
VEB,acquired,13,0.021172638436482084,0.5059126196064272,0.6285927178398601,0.5000564181260155,0.6251960937291884,0.5024372630438707,0.631061655302257,-0.0034753565625564864
RmtF,acquired,10,0.016286644951140065,0.5102737407474274,0.6377109582561659,0.5094274688571945,0.637710958256166,0.5094161852319914,0.6372063083589786,-0.0008575555154359815
CMY,acquired,9,0.014657980456026058,0.4976191550821448,0.6259492936206481,0.4949223686586026,0.6190587752209091,0.5001805380032497,0.6263611006920731,0.00256138292110486
FloR,acquired,9,0.014657980456026058,0.4956558042968045,0.6193133630718088,0.49308877956309805,0.6197761785154274,0.4956840133598122,0.6193213458091832,2.820906300771142e-05
