gene_name,annotation,prevalence,lr_auroc_isoniazid,n_train,n_pos,kept_filtered
vapB35,,0.999,0.5038334318851928,1991,997,False
vapB42,,0.9915,0.5038327760767025,1980,991,False
parD2,,1.0,0.5038305440515093,1989,997,False
ansP2,,0.95,0.5038230316741577,1894,967,False
pgsA2,,0.997,0.503802723482045,1989,993,False
hemW,,0.982,0.5037816321314017,1970,988,False
mazE9,,0.999,0.503758268794359,1995,998,False
modF,,0.994,0.5037476340311257,1989,997,False
iunH,,0.9875,0.5037446942856141,1969,986,False
rdgB,,0.983,0.5037283619095474,1971,988,False
sapB,,0.9905,0.5037272878779049,1978,997,False
glgE,,0.9925,0.5037113716468196,1977,989,False
kshA,,0.998,0.5037001677047189,1994,997,False
ydcJ,,0.979,0.5036791150886584,1956,980,False
cydB,,0.99,0.5036575394493937,1982,991,False
hns,,0.9895,0.5036398318280909,1976,988,False
dcd,,0.9945,0.5036288153621535,1989,996,False
tpiA,,0.9855,0.5036154621588088,1980,992,False
pPE42,,0.975,0.5035707502374169,1947,972,False
mbtK,,0.996,0.5035561437669872,1986,996,False
lepB,,0.9885,0.5035466099617609,1979,992,False
tlyA,,0.989,0.5035399728997291,1974,984,False
rpsE,,0.9875,0.5035328187097345,1982,993,False
vapC33,,0.995,0.5035190984617381,1986,994,False
khtT,,0.9955,0.5035034894050254,1994,997,False
prrA,,0.9965,0.5034974854614133,1997,999,False
mce,,0.985,0.5034710876280079,1973,986,False
hemB,,0.989,0.5034644126455368,1987,996,False
mnmA,,0.9865,0.5034594291253219,1980,995,False
pptH,,0.9965,0.5034484672357773,1991,996,False
sodC,,0.997,0.5034387227889953,1989,995,False
egtC,,0.9955,0.5034169912277509,1989,996,False
espF,,0.999,0.5034140497645241,1995,997,False
fadD30,,0.6215,0.5033799429634624,1238,501,False
holA,,0.9875,0.5033779805412079,1985,992,False
ylaK,,0.9835,0.5033653846153846,1968,988,False
acs,,0.99,0.5033514154837841,1981,994,False
nuoL,,0.99,0.5033342769165601,1982,994,False
vapB46,,0.984,0.5033306804865363,1957,978,False
lipB,,0.974,0.5033267587113741,1950,975,False
frdD,,0.1175,0.5033267087185691,234,71,False
rpsT,,0.989,0.5033177937882182,1991,996,False
rsgA,,0.9785,0.5032859220241029,1961,983,False
cyp140,,0.985,0.5032695922759624,1969,982,False
vapB45,,0.9685,0.5032647615621172,1933,952,False
kdpB,,0.9895,0.5032484476354726,1981,993,False
hadB,,0.996,0.5032421561874378,1993,997,False
mftF,,0.995,0.5032285611855647,1993,996,False
mddA,,0.998,0.5032128417283883,1996,997,False
nucS,,0.987,0.5031553488027282,1971,984,False
yfcH,,0.9925,0.5031540296738444,1982,993,False
vapB14,,0.996,0.50310946788812,1985,992,False
vapC35,,0.998,0.5030727076023983,1989,995,False
cmaA2,,0.998,0.5030718554554592,1986,993,False
hisD,,0.9845,0.5030467170153935,1969,984,False
pgpB,,0.994,0.5030405329647591,1981,994,False
pepA,,0.9715,0.5030402349373797,1941,969,False
wbbL,,0.9895,0.5030252654136199,1978,984,False
glyQS,,0.9955,0.5030241997009368,1983,993,False
ribF,,0.9875,0.5030201102854988,1981,991,False
vapB33,,0.9975,0.5030100361446512,1991,997,False
mntH,,0.9915,0.5029815745393635,1985,995,False
metB,,0.9965,0.5029564891551274,1982,993,False
manA,,0.9895,0.5029532730877186,1980,991,False
mutY,,0.94,0.5029385457699397,1882,938,False
mbtC,,0.9725,0.5029369270837767,1939,971,False
aofH,,0.8985,0.5029350065787841,1796,926,False
pPE51,,0.996,0.5029327542233781,1990,995,False
arc,,0.994,0.5029311179649099,1983,991,False
ilvB1,,0.9805,0.5029308532997058,1951,975,False
guaB1,,0.9945,0.5029255937635866,1989,995,False
nadD,,0.991,0.5029201563372419,1985,995,False
xth,,0.9915,0.5029071188263182,1982,994,False
lppM,,0.998,0.5028697437148142,1984,994,False
choD,,0.9965,0.5028430253271149,1988,996,False
relB,,0.9975,0.5028301336876361,1995,998,False
yajQ,,0.994,0.5028218458191476,1991,997,False
hadA,,0.996,0.5028154787826002,1992,996,False
lprI,,0.996,0.5027549920658249,1990,997,False
glgC,,0.9815,0.5027511757050341,1964,985,False
rpsH,,0.9875,0.5027348279860843,1983,995,False
tcrX,,0.9925,0.5027148779775427,1986,994,False
wag31,,0.9995,0.5027139809236948,1988,996,False
msrA,,0.9585,0.5026751827192089,1921,980,False
ctaA,,0.9945,0.5026492206291671,1984,993,False
gloA,,0.9795,0.5026478991736639,1960,984,False
sRAP,,0.9955,0.5026452703998128,1991,998,False
pitA,,0.9895,0.5026424811075905,1977,993,False
rpiB,,0.987,0.5026185090479937,1976,992,False
etfB,,0.9955,0.5026113516428683,1992,997,False
trxB,,0.986,0.5026059069962726,1974,993,False
hisH,,0.99,0.5026051150177099,1983,994,False
sigA,,0.982,0.5025894756311847,1962,979,False
clpB,,0.989,0.50258265985003,1984,991,False
proW,,0.982,0.5025734310296536,1960,977,False
aspS,,0.927,0.5025607868220288,1858,924,False
yceI,,0.9875,0.5025585649885761,1975,988,False
icd,,0.989,0.502550306506601,1979,993,False
vapC18,,0.999,0.5025493197450177,1993,998,False
pptT,,0.996,0.5025262013850169,1990,996,False
purR,,0.9905,0.5025212180456488,1982,995,False
lpqS,,0.9705,0.5025083603098367,1934,963,False
cdh,,0.9735,0.5024805328292713,1942,981,False
pQQ,,0.972,0.5024443738080102,1943,968,False
tyrS,,0.987,0.502420363392234,1977,991,False
ftsE,,0.9895,0.5023916516267499,1984,996,False
rpsG,,0.99,0.5023589306721836,1986,996,False
thiC,,0.9915,0.5023523190539361,1989,997,False
yggU,,0.992,0.5023285035415745,1978,994,False
trmD,,0.9855,0.5023212146818495,1975,992,False
mmpS2,,0.996,0.5023182479375833,1983,993,False
fabG1,,0.9945,0.5023142822546467,1991,996,False
mcr,,0.994,0.5023126767440442,1983,995,False
tatC,,0.99,0.5023065167304532,1990,997,False
ald,,0.9755,0.5023047552061092,1955,968,False
rnd,,0.966,0.5022905101940524,1935,963,False
ssuE,,0.994,0.5022187550656508,1987,995,False
yraN,,0.9885,0.5022173243401137,1979,991,False
lppH,,0.996,0.5022120675862404,1990,996,False
udg4,,0.9625,0.5022093453414993,1923,961,False
catC1,,0.9815,0.5022079251352536,1957,977,False
ybbJ,,0.996,0.5021995635146645,1992,997,False
sRPBCC,,0.997,0.502195968536102,1987,991,False
rimP,,0.988,0.5021946778426546,1983,995,False
hpf,,0.982,0.5021917271245286,1964,986,False
lysG,,0.985,0.5021901716049229,1964,986,False
thrB,,0.9605,0.5021707965314506,1930,965,False
cut6,,0.9985,0.5021476468121482,1992,996,False
elaA,,0.993,0.5021403725999722,1982,994,False
chsH2,,0.997,0.5021306330851043,1991,995,False
parE2,,0.9995,0.5021057116860166,1988,997,False
cydD,,0.969,0.5020655897980418,1938,967,False
cysH,,0.9915,0.5020641447536407,1979,993,False
gatB,,0.988,0.5020602001945209,1987,995,False
ctaD,,0.991,0.5020364715386844,1984,995,False
rsmH,,0.989,0.5020337890798607,1990,996,False
hycE1,,0.922,0.5020220959618336,1840,919,False
fhaB,,0.9965,0.5020110481897044,1994,997,False
pdxT,,0.991,0.5020105675226156,1986,996,False
pemK,,0.9955,0.5020065220787993,1992,997,False
aroC,,0.951,0.5019973055269558,1911,955,False
ybfO,,0.9805,0.5019955989634235,1951,973,False
vapC4,,0.9965,0.5019903460381143,1989,997,False
mazF6,,1.0,0.5019708249496981,1994,1000,False
vapC21,,0.977,0.5019648397104447,1952,967,False
tcrA,,0.921,0.5019467040938773,1839,898,False
ppro0129,,0.994,0.5019423924741574,1983,989,False
cmaA1,,0.906,0.5019377846524018,1807,945,False
rapZ,,0.989,0.5019308586128274,1985,994,False
vapB1,,0.998,0.5019169846550686,1994,997,False
vapC28,,0.998,0.5019148850464749,1993,998,False
tagH,,0.994,0.5019051874185698,1987,994,False
htm,,0.9965,0.5019030513727526,1986,994,False
rip3,,0.993,0.5018857407409308,1974,991,False
echA6,,0.8865,0.5018707619531877,1772,903,False
pduO,,0.9905,0.5018662059663159,1974,987,False
gpm2,,0.998,0.5018557677039133,1995,997,False
alpha-E,,0.996,0.5018284413445704,1991,999,False
fieF,,0.9755,0.5018214878646533,1948,975,False
yrvD,,0.9975,0.5018193413237702,1991,997,False
panD,,0.992,0.501816892895102,1986,998,False
rpoZ,,0.988,0.5018095454665429,1985,994,False
hom,,0.992,0.5018042635063912,1977,990,False
suhB,,0.992,0.5018033209208647,1982,993,False
yraQ,,0.898,0.5017876573915747,1794,919,False
typA,,0.985,0.5017707539401953,1980,993,False
vapB21,,0.9935,0.5017420329402592,1985,992,False
rpsN,,0.988,0.5017388928980597,1981,993,False
yggT,,0.993,0.5017159408061271,1986,994,False
rplQ,,0.9875,0.5016976224112659,1981,994,False
grpE,,0.987,0.5016565520524563,1983,994,False
murC,,0.9845,0.5016481942013856,1977,987,False
purC,,0.989,0.5016238929734619,1984,995,False
lprP,,0.9425,0.5016076662017404,1882,947,False
rpe,,0.988,0.5015308818264703,1986,997,False
rplN,,0.9895,0.5015049997462058,1985,995,False
pruA,,0.988,0.5014797774020591,1974,993,False
fcoT,,0.998,0.5014173172784686,1992,997,False
pPE41,,0.992,0.5014111035380641,1980,986,False
mmpR5,,0.991,0.5014107362738622,1981,984,False
rph,,0.993,0.5014103584052527,1993,998,False
canA,,0.997,0.5014080509403336,1990,997,False
mcrA,,0.994,0.5013858235903134,1990,995,False
nagD,,0.314,0.501360103626943,633,440,False
cadC1,,0.995,0.5013274202336987,1991,996,False
hadC,,0.9945,0.5013257254369591,1990,996,False
pdhA,,0.988,0.501310803014643,1981,994,False
echA17,,0.9785,0.501238863325874,1954,972,False
purQ,,0.989,0.5012338393042798,1981,993,False
frr,,0.9895,0.5012263336886452,1985,995,False
sugC,,0.997,0.5012260095659018,1991,996,False
purM,,0.9905,0.5012227880175911,1985,996,False
clpP2,,0.995,0.5012157074237789,1992,997,False
sugB,,0.9985,0.5012154963192716,1993,998,False
relF,,0.999,0.5012048192771085,1991,996,False
rfbA,,0.9935,0.5012028011543663,1991,996,False
vapC3,,0.993,0.5011728981450966,1980,997,False
pE5,,0.972,0.5011623310720581,1935,965,False
proZ,,0.986,0.5011562036860124,1968,985,False
prmC,,0.9885,0.5011466585992795,1985,997,False
vapC11,,0.9985,0.5011417039529489,1995,999,False
csoR,,0.9915,0.5011350991560432,1984,995,False
frnE,,0.998,0.5011116610731503,1994,998,False
vapC13,,0.9995,0.5011034103310934,1996,999,False
ppiB,,0.991,0.501091829400514,1985,996,False
pbpA,,0.996,0.501041818924109,1992,995,False
gpgS,,0.9975,0.5010171338620816,1991,995,False
ilvB2,,0.995,0.5010152159585399,1977,989,False
adhA,,0.995,0.501015136042385,1989,995,False
dyp,,0.998,0.5010136535835067,1984,992,False
trmB,,0.9895,0.501012137528882,1985,996,False
ribBA,,0.9905,0.501011650078468,1978,993,False
coaE,,0.988,0.5010065335494195,1981,991,False
fdxE,,0.9945,0.5010060362173038,1978,994,False
nrdH,,0.995,0.501005539322306,1988,997,False
mazF4,,0.998,0.5010010010010011,1996,997,False
mshD,,0.9945,0.5009974112989188,1985,995,False
ppa,,0.9935,0.5009954516679234,1992,998,False
ppiA,,0.998,0.500989930674672,1994,997,False
mdh,,0.989,0.5009734470922342,1982,993,False
thiS,,0.99,0.5009669944069489,1986,995,False
acoA,,0.9935,0.5009448169748716,1980,994,False
efp,,0.9875,0.5009342492200165,1982,994,False
kdpF,,0.995,0.5009180823807049,1989,998,False
vapB2,,0.993,0.5009169388802451,1982,994,False
relJ,,0.9965,0.500909090909091,1985,995,False
gap,,0.985,0.5009089003736817,1978,993,False
secA,,0.9575,0.5009029223031565,1921,960,False
mshB,,0.997,0.5008863412540088,1990,995,False
cmrA,,0.994,0.5008823314645485,1986,998,False
ptbB,,0.985,0.5008436222262763,1970,983,False
prrB,,0.994,0.5008302601718269,1987,995,False
rpmI,,0.989,0.5008266417145222,1981,994,False
lppU,,0.999,0.5008241156334736,1995,998,False
lppT,,0.9725,0.5008241113883025,1937,972,False
mmr,,0.996,0.500819677098737,1990,994,False
desA2,,0.9995,0.5008160804020101,1995,1000,False
ag85B,,0.9965,0.5008155110401445,1992,996,False
menF,,0.989,0.5008117605081579,1978,989,False
lppX,,0.9995,0.5008107397159047,1996,998,False
mfpA,,0.995,0.50077822558451,1981,994,False
mazF9,,0.999,0.5007366789748001,1995,998,False
hspR,,0.965,0.5007362832164133,1925,974,False
glf,,0.9925,0.5007353000712527,1988,996,False
pPE45,,0.9845,0.5007339960881168,1965,976,False
dnaA,,0.9865,0.5007325902677731,1980,994,False
trpA,,0.9875,0.500727641153173,1977,990,False
tag,,0.992,0.5007109439500963,1981,991,False
sigK,,0.9965,0.5007045276634429,1990,995,False
pE_PGRS44,,0.3335,0.5006968641114983,667,287,False
cutS,,0.9965,0.5006954376863592,1990,994,False
glmM,,0.965,0.5006554389143751,1935,974,False
treS,,0.995,0.5006553866831884,1991,997,False
vapC23,,0.999,0.5006205727432342,1991,996,False
esxQ,,0.895,0.5006192243599454,1781,861,False
csm2,,0.9955,0.5006176878902595,1981,994,False
cfp21,,0.9725,0.5006154988679502,1939,963,False
adk,,0.992,0.5006151946999859,1985,994,False
vapB28,,0.9985,0.5006131735225738,1994,997,False
nuoK,,0.9935,0.5006123283456406,1988,996,False
chsH1,,0.9995,0.5006064238762332,1996,997,False
mpt63,,0.998,0.5006040277994912,1985,994,False
mbtN,,0.9955,0.5005996842169187,1988,998,False
adhB,,0.997,0.5005992689223089,1987,996,False
cobH,,0.956,0.5005775005775006,1916,962,False
istA,,0.894,0.5005668165623423,1785,894,False
ppnN,,0.9925,0.500539672551134,1982,993,False
coaBC,,0.9555,0.5005365813959797,1920,955,False
leuD,,0.9895,0.5005234038476043,1981,994,False
gmk,,0.9885,0.5005192444992536,1986,994,False
vapC19,,1.0,0.5005190933905794,1995,999,False
nat,,0.997,0.5005186413511892,1992,995,False
vapB10,,0.9985,0.5005130970801852,1992,995,False
rplB,,0.9885,0.5005050648904116,1983,997,False
rplW,,0.987,0.5004994484618214,1979,995,False
xseB,,0.9915,0.5004857621440536,1985,995,False
rpsM,,0.988,0.500466941649061,1984,993,False
ygfZ,,0.9715,0.5004142861986539,1943,967,False
vapC32,,0.9975,0.5004142196928417,1991,996,False
bcpB,,0.999,0.5004087253586251,1997,998,False
rnc,,0.989,0.5004077147790491,1981,994,False
rpsJ,,0.9895,0.5004038410676866,1983,995,False
ppx1,,0.9975,0.5003815812605493,1984,993,False
tagG,,0.9945,0.5003790347720123,1988,994,False
srp102,,0.9945,0.5003107624513512,1983,994,False
acpS,,0.9875,0.5003106035020929,1977,987,False
ureB,,0.996,0.5003101674501416,1993,997,False
oprA,,0.999,0.5003050440344194,1990,997,False
lipX,,0.9955,0.5003043529071038,1984,995,False
parE1,,0.9985,0.5003025179187576,1990,996,False
jefA,,0.991,0.5002902767985684,1980,991,False
dapE,,0.9765,0.5002794453794177,1955,971,False
menA,,0.978,0.5002412658624471,1957,975,False
nadA,,0.9905,0.5002342685143116,1986,994,False
esxG,,0.999,0.5002183962435847,1989,996,False
iscA,,0.9935,0.5002179756212813,1984,995,False
vapB32,,0.999,0.5002077448068828,1994,998,False
cuvA,,0.993,0.5002048741705654,1981,990,False
mbtL,,0.998,0.5002044289584193,1993,998,False
cysO,,0.9735,0.5001899501979313,1939,984,False
lexA,,0.9875,0.5001412305066082,1977,991,False
guaB3,,0.95,0.5001407607534538,1896,944,False
lmeA,,0.985,0.5001350617092293,1966,991,False
pyrR,,0.978,0.5001150563463727,1960,981,False
rplJ,,0.989,0.5001126300596889,1981,992,False
sigL,,0.999,0.5001124494604936,1996,999,False
rpmA,,0.989,0.5001118955099384,1983,995,False
pstB,,0.9885,0.5001112750597532,1984,996,False
mazE3,,0.9995,0.5001071423181976,1994,999,False
mrx1,,0.9975,0.5001047094188378,1998,1000,False
ndk,,0.9895,0.5001004016064257,1986,996,False
mtrA,,0.9955,0.500098788828798,1992,995,False
cutB,,0.9545,0.5000549958203175,1907,955,False
thrS,,0.9875,0.5000493857331236,1982,995,False
lipG,,0.993,0.5000461902673554,1985,992,False
vapB27,,0.999,0.5000361806863476,1995,998,False
moaE2,,0.9895,0.5000139285250002,1969,987,False
octT,,0.997,0.5000045499125406,1989,995,False
clpP1,,0.9975,0.5000040200762608,1995,997,False
mbtH,,0.996,0.5000025353941017,1986,996,False
aph,,0.958,0.5000005470992251,1912,951,False
hsaG,,0.821,0.5,1640,825,False
phnB,,0.9815,0.49999481437000304,1964,971,False
thyX,,0.986,0.4999681457322474,1973,986,False
alkB,,0.991,0.49994433350505607,1988,997,False
chsH3,,0.9985,0.4999265600210864,1994,997,False
cysQ,,0.993,0.49992175273865413,1984,994,False
acr2,,0.998,0.49991465897727316,1996,998,False
esxT,,0.9975,0.4999115294783778,1989,995,False
vapB8,,0.9865,0.4999075192976398,1973,989,False
pgeF,,0.987,0.49990377419009946,1982,987,False
vapB9,,0.998,0.4999028207168105,1993,998,False
fer,,0.994,0.49988391889800343,1982,994,False
vapB17,,0.6585,0.49988215318162366,1315,529,False
exoIX,,0.7415,0.4998798432416445,1477,805,False
ipdC,,0.9775,0.4998746783060283,1953,974,False
pmt,,0.99,0.4998494628959434,1973,986,False
cof,,0.984,0.4998214812400068,1966,985,False
vapC39,,0.998,0.49981470478645734,1993,998,False
acpP,,0.985,0.4998088720367459,1973,990,False
ctaF,,0.9915,0.49979818365287587,1976,991,False
trpB,,0.988,0.4997908357489254,1980,993,False
dgt,,0.9745,0.4997884603271254,1952,970,False
dapB,,0.9885,0.4997196989464758,1981,992,False
espD,,0.999,0.4997185712547158,1986,996,False
cysD,,0.9945,0.4997184701729743,1991,998,False
recO,,0.986,0.4997121210271685,1983,996,False
ylxP,,0.9975,0.49970995238554017,1986,995,False
pyc,,0.957,0.4997073740643886,1914,959,False
mmpS4,,0.996,0.4997057723223765,1989,995,False
thiG,,0.9765,0.4997047842775343,1953,973,False
rpmC,,0.989,0.4997017421914378,1984,996,False
relG,,0.998,0.49969899628391723,1990,997,False
coaD,,0.9905,0.49969646025964326,1985,996,False
frmR,,0.9925,0.4996950340961045,1982,993,False
aroE,,0.828,0.49969492790202574,1654,849,False
nahD,,0.9875,0.49968511939180116,1970,989,False
rplP,,0.988,0.49968128382540866,1982,995,False
mmsA,,0.9815,0.49967721782590585,1960,980,False
pfkA,,0.9905,0.4996660122679396,1982,994,False
kasB,,0.9965,0.4996487968001036,1988,996,False
serC,,0.9915,0.49962754054292036,1988,997,False
mku,,0.9975,0.4996156972579698,1994,998,False
pE_PGRS36,,0.4525,0.49960916242022463,903,493,False
corA,,0.9895,0.4996061113649054,1985,995,False
mftB,,0.9965,0.49960040160642566,1996,1000,False
vapB31,,0.9635,0.49959580768475387,1920,963,False
prpC,,0.9665,0.4995893223819301,1929,974,False
glyA1,,0.976,0.4995850622406639,1949,985,False
lysA,,0.989,0.49952248552406703,1980,995,False
eccA5,,0.9955,0.49951068473681537,1985,995,False
cysT,,0.9935,0.49950708981784064,1989,997,False
atl1,,0.997,0.4995035160501364,1996,998,False
dfrA,,0.9945,0.4994974854007352,1987,991,False
tuf,,0.987,0.4994964825416579,1977,991,False
sigE,,0.994,0.49949547437493197,1993,997,False
lpqV,,0.975,0.4994898261285152,1945,972,False
higA3,,0.948,0.49946755714997865,1896,944,False
ctaG,,0.995,0.4994437926653577,1987,993,False
argG,,0.9865,0.4994362226920366,1979,990,False
cysA,,0.9865,0.4994336359438645,1970,986,False
hemC,,0.9835,0.4994250806633922,1973,988,False
mbcA,,0.9915,0.4994161413132471,1977,992,False
iscU,,0.993,0.4994156038353477,1983,994,False
vapC47,,1.0,0.49941055513344673,1995,999,False
dksA,,0.9805,0.4994000053978753,1963,982,False
vapB13,,0.999,0.49939899739096527,1995,999,False
rubB,,0.9965,0.4993987975951904,1993,998,False
ilvN,,0.9895,0.4993967825026441,1988,995,False
mazE7,,0.994,0.49939577039274924,1978,993,False
argR,,0.956,0.49938745293978914,1914,956,False
pknE,,0.9955,0.4993401390377806,1985,993,False
ldtMt2,,0.9965,0.4993348592345982,1990,998,False
cas2,,0.6825,0.499333898241002,1360,567,False
nrdI,,0.9885,0.49930037646895403,1979,993,False
merT,,0.9945,0.49929688908881287,1987,993,False
ugd,,0.9945,0.49927437609528136,1986,994,False
esxC,,0.9865,0.4992635040543279,1972,991,False
mazE4,,0.9975,0.49925327083454774,1995,997,False
rplM,,0.9835,0.4992280592259241,1974,988,False
vapB4,,0.998,0.499208681320343,1992,997,False
norV,,0.9945,0.499206793768402,1989,997,False
modB,,0.9885,0.4992000808081633,1980,991,False
vapB51,,1.0,0.49919990060130204,1998,999,False
mftA,,0.9975,0.49919799317389674,1995,999,False
vapC8,,0.995,0.4991959669053514,1990,999,False
malE,,0.9955,0.49919506482033077,1987,996,False
mihF,,0.995,0.4991948673934957,1988,994,False
zwf1,,0.9945,0.49918582317135063,1985,996,False
bpa,,0.999,0.4991537722461417,1995,999,False
clpA,,0.9835,0.499139789629565,1964,987,False
csdA,,0.99,0.4991248517564307,1978,990,False
sufE,,0.9935,0.49911035270112714,1988,996,False
bluB,,0.99,0.49910428309965027,1979,992,False
pdtaR,,0.9925,0.4990965998008252,1984,994,False
tACO1,,0.9935,0.4990942524543327,1987,997,False
vapC22,,0.983,0.4990892056243641,1957,971,False
fetB,,0.994,0.49904589965959895,1982,993,False
ung,,0.9895,0.49903388761984296,1977,993,False
sugA,,0.9995,0.4990140924419119,1994,998,False
espC,,0.9985,0.49900154550432324,1988,997,False
mosR,,0.998,0.49900002424183654,1990,996,False
vapB44,,1.0,0.4989979959919839,1997,998,False
vapB11,,0.998,0.49899749297792373,1994,998,False
menC,,0.9655,0.4989971618602324,1926,962,False
carD,,0.994,0.4989969909729188,1991,997,False
ricR,,0.996,0.4989969909729187,1993,996,False
sigB,,0.9925,0.49899345210903,1985,995,False
stbD,,0.995,0.4989924425585773,1986,992,False
groES,,0.989,0.4989914109880819,1984,996,False
vapB12,,0.985,0.4989821875051744,1966,984,False
glpQ2,,0.968,0.49896473647054773,1928,956,False
echA14,,0.9735,0.498922494773888,1944,969,False
espG5,,0.9965,0.49891602701127086,1988,996,False
garA,,0.999,0.4989068611456861,1993,996,False
icl,,0.992,0.49890326065906293,1981,991,False
ilvC,,0.9805,0.49889331426175737,1973,989,False
bfrA,,0.9905,0.49889245882303723,1980,991,False
fadE26,,0.9965,0.4988647599516608,1983,996,False
esxR,,0.3675,0.49886039886039885,726,375,False
srmB,,0.957,0.4988570046329993,1916,958,False
smpB,,0.9885,0.4988423971533956,1983,994,False
hupB,,0.9945,0.49882595166138527,1982,994,False
rsuA,,0.9945,0.4988222361809046,1987,995,False
blaC,,0.9995,0.49881651001391264,1989,997,False
lprJ,,0.998,0.49880193464621536,1992,996,False
rpsB,,0.9805,0.4988012678956902,1967,984,False
whiB1,,0.996,0.4987979971980068,1995,997,False
lCB5,,0.9865,0.4987962792222428,1976,990,False
fdx,,0.9945,0.4987943751013131,1987,992,False
acpM,,0.9965,0.4987941643609475,1991,998,False
pup,,0.9965,0.49879093168307187,1985,993,False
emrE,,0.9865,0.49878403071490174,1974,994,False
vapB7,,0.982,0.4987784188716655,1964,982,False
sixA,,0.972,0.49876172588082607,1947,970,False
ilvG,,0.9925,0.4987546801320059,1982,993,False
hinT,,0.786,0.4987430176606423,1575,792,False
yfmG,,0.9955,0.49870529449115697,1989,996,False
fadE10,,0.992,0.49870224553779163,1982,991,False
higB3,,0.9935,0.49869914086561845,1987,995,False
tsaD,,0.9765,0.4986985647917704,1964,980,False
pE13,,0.9955,0.49869548974462063,1985,996,False
fadA5,,0.9825,0.49868600987596845,1962,976,False
vapC2,,1.0,0.49863927799495067,1991,997,False
dR0291,,0.996,0.4986149234032906,1988,996,False
vapC51,,0.8655,0.49861270934657004,1730,867,False
vapC15,,0.999,0.4986103928702116,1992,999,False
esxN,,0.718,0.49860528896303036,1431,713,False
rplT,,0.9865,0.4986011055927091,1976,992,False
betP,,0.853,0.49859231677413496,1705,847,False
arfB,,0.9945,0.49859195332638395,1990,996,False
vapC5,,0.9915,0.498587792328517,1981,989,False
pPE13,,0.2905,0.4985817370457405,581,279,False
eccB5,,0.996,0.49856885531845135,1982,991,False
ftsQ,,0.99,0.4985591085902152,1983,992,False
ftsB,,0.969,0.4985535972286943,1939,966,False
pepP,,0.9745,0.4985506054779734,1948,976,False
pPE50,,0.3155,0.4985395943544598,629,283,False
fadD10,,0.992,0.49853431977234774,1980,993,False
kanY,,0.998,0.4985005150863977,1994,998,False
ahpE,,0.998,0.49849851364960074,1991,997,False
stf3,,0.85,0.49848595848595845,1694,875,False
amiB2,,0.991,0.49848432852894076,1979,987,False
aosR,,0.9985,0.49843129126517904,1989,995,False
mscS,,0.257,0.4984200984200985,516,351,False
rpmE,,0.992,0.4984033329103752,1993,999,False
miaE,,0.996,0.49840151717678083,1995,998,False
lsr2,,0.98,0.49839930409980987,1956,973,False
vapC20,,0.998,0.4983986196040443,1991,996,False
infA,,0.988,0.4983928825478121,1984,994,False
vapC26,,0.9945,0.4983884132240466,1985,994,False
egtD,,0.993,0.4983870153982765,1991,996,False
ybdK,,0.9925,0.4983595790502665,1982,987,False
drrA,,0.995,0.4983545870053787,1990,995,False
whiB7,,0.97,0.4983529952504979,1939,976,False
yidH,,0.9305,0.49834252152920405,1856,957,False
vapC7,,0.9895,0.49832755937036566,1979,988,False
cmtR,,0.939,0.4983271991606948,1874,947,False
cobIJ,,0.9505,0.49831300662939176,1891,954,False
tatA,,0.991,0.49830023612036084,1991,996,False
rplX,,0.987,0.4982743647868489,1981,992,False
argF,,0.953,0.49823434183229753,1911,953,False
scpB,,0.9845,0.4982325361030267,1975,993,False
ahpC,,0.992,0.49823056099270946,1987,996,False
clgR,,0.996,0.49822687722143366,1994,997,False
esxO,,0.396,0.4982203221316366,791,321,False
yiiM,,0.995,0.4982060352113032,1988,993,False
rsrA,,0.995,0.49819508959532915,1992,996,False
rsfB,,0.9955,0.49819278574673853,1986,994,False
mtnN,,0.506,0.49818797855447067,1017,573,False
folE,,0.99,0.4981848710832097,1985,994,False
crgA,,0.995,0.4981325023457469,1989,997,False
mec,,0.9755,0.4981121298439261,1943,984,False
ldtMt3,,0.999,0.4980972032563554,1993,996,False
prpD,,0.993,0.4980940053804376,1985,995,False
tgs2,,0.9585,0.4980094053139368,1913,966,False
atpE,,0.99,0.49800664350952206,1988,996,False
pE25,,0.9995,0.49800252460789185,1995,998,False
htrA,,0.986,0.4979984823202718,1967,981,False
desA1,,0.9955,0.4979940104563221,1985,995,False
rpsP,,0.9905,0.49799350538716164,1986,994,False
fadA6,,0.996,0.49794912582055134,1992,996,False
yqfA,,0.994,0.4979195915502155,1980,992,False
vapC41,,0.998,0.49791081788077796,1992,997,False
rpsS,,0.988,0.4978795800866681,1983,995,False
tcmP,,0.896,0.49783205159016264,1788,912,False
vapC43,,0.999,0.4978274864835957,1991,997,False
hycG,,0.977,0.49781009100825047,1952,971,False
rplF,,0.989,0.497801270557309,1986,998,False
vapB30,,0.9965,0.49779166918932016,1991,996,False
iscR,,0.9915,0.4977915583278595,1988,997,False
usfY,,0.995,0.49779076468863437,1989,995,False
prp1,,0.9405,0.4977803171727155,1870,936,False
mmcO,,0.991,0.49776946536761096,1977,992,False
miaA,,0.9845,0.49776672294251667,1976,988,False
ruvC,,0.9925,0.4977151999806064,1990,997,False
mce2R,,0.9945,0.49770114592469866,1985,992,False
baiE,,0.999,0.497700055756224,1990,996,False
mhuD,,0.995,0.4976962857052852,1984,993,False
rpsC,,0.9455,0.49769464878407726,1897,946,False
ydbS,,0.989,0.4976887993766996,1974,987,False
