gene_name,annotation,prevalence,lr_auroc_isoniazid,n_train,n_pos,kept_filtered
pqqL,,0.2475,0.4976876234364713,497,217,False
sirA,,0.997,0.4976847798693761,1988,997,False
mazE,,0.657,0.49766386909227306,1308,688,False
pPE46,,0.205,0.4976036334437418,408,162,False
mazE5,,0.9975,0.4975966205066813,1989,997,False
nuoC,,0.9965,0.49759287924134576,1991,997,False
cdiI,,0.997,0.4975913656462345,1991,994,False
mpg,,0.978,0.4975899007359681,1954,975,False
ppnK,,0.9875,0.49757525478027065,1975,986,False
vapB40,,0.992,0.4975261451898966,1981,996,False
proP,,0.979,0.4975231177427298,1952,963,False
steA,,0.996,0.49752123573941137,1991,997,False
sigD,,0.997,0.49751932115833836,1988,994,False
cbrC,,0.997,0.4975051109872084,1990,996,False
mazE2,,0.9905,0.4974849094567404,1981,994,False
hspX,,0.9985,0.49748439779542875,1987,995,False
vapB26,,0.989,0.49747270739556443,1974,985,False
lpqE,,0.9965,0.49746380310822447,1994,998,False
aftC,,0.982,0.4974580105244723,1959,991,False
end,,0.879,0.49745299632257733,1758,860,False
orn,,0.996,0.4974298395177452,1990,998,False
pimA,,0.995,0.4974206301010494,1988,992,False
clpS,,0.993,0.4974156444509154,1989,996,False
fmdB,,0.995,0.4974125331973054,1988,996,False
def,,0.9875,0.4974064402232633,1981,993,False
add,,0.995,0.4974048599711987,1993,998,False
ift,,0.9975,0.49736684903805983,1991,997,False
argA,,0.947,0.49736614390979317,1894,942,False
ybeY,,0.9895,0.4973314043256782,1987,996,False
ackA,,0.9935,0.4973036600167809,1982,994,False
vapB15,,0.9945,0.497288955622289,1983,999,False
rplS,,0.989,0.49728584054936914,1982,994,False
dprE2,,0.9995,0.4972786226547511,1996,999,False
smtB,,0.9965,0.4972229948814989,1985,994,False
yliI,,0.9965,0.49722228956065706,1990,996,False
stf0,,0.9975,0.4972156527876939,1986,994,False
bglX,,0.987,0.4972135110581883,1974,989,False
mpt83,,0.999,0.4972094407781881,1991,996,False
yqgV,,0.9935,0.4971990578006189,1990,996,False
pPE21,,0.7945,0.49717968932168183,1588,791,False
mpt53,,0.999,0.4971567970242385,1992,997,False
mhpE,,0.9955,0.49715267781194783,1978,992,False
degV,,0.971,0.49714272105675383,1944,970,False
pgk,,0.987,0.49712882473703496,1977,991,False
ipdB,,0.9975,0.49710273653935627,1993,994,False
rbpA,,0.9965,0.49709358171438744,1989,998,False
nuoE,,0.9885,0.4970780591687906,1978,991,False
mntR,,0.902,0.497055948041229,1806,938,False
cobU,,0.975,0.49705031195791327,1950,979,False
rsmD,,0.967,0.49702702990542724,1938,968,False
glbO,,0.9985,0.49702059429480205,1996,998,False
atpC,,0.99,0.4970173850238549,1983,998,False
deoC,,0.988,0.4970157035946509,1978,990,False
argD,,0.952,0.4970038880420616,1903,948,False
etfA,,0.9535,0.4969997045998651,1905,949,False
trm112,,0.9985,0.49699248802438667,1992,996,False
mctB,,0.994,0.49698239842279485,1986,992,False
bfrB,,0.998,0.4969309336460084,1991,997,False
ybjN,,0.9595,0.49692751496629056,1920,974,False
hemE,,0.9575,0.496911450328502,1917,956,False
scoA,,0.998,0.4969019222049489,1988,996,False
prs,,0.988,0.4968792553299596,1984,994,False
papA5,,0.9945,0.49687287345760717,1986,993,False
enc,,0.998,0.4968069538126402,1986,993,False
aceF,,0.994,0.496794443161141,1987,996,False
nmtR,,0.998,0.4967937074932898,1991,995,False
cpfC,,0.994,0.49679028947554676,1989,995,False
appC,,0.9945,0.4967885655525327,1988,996,False
tpx,,0.989,0.4967304357783157,1978,992,False
copG,,0.988,0.4967281089081057,1981,993,False
pyrE,,0.9875,0.49672199018173757,1983,994,False
purK,,0.9655,0.4966976264189886,1934,965,False
canB,,0.9975,0.4966948973323531,1993,995,False
mltG,,0.9945,0.49660648673722246,1983,996,False
pilT,,0.994,0.49660144014982727,1991,999,False
mbcT,,0.993,0.49659808415201073,1980,998,False
vapB37,,0.998,0.4965852565767031,1982,995,False
rplR,,0.9875,0.49656938538848083,1983,995,False
aroB,,0.97,0.4965407893957722,1945,968,False
vapB20,,0.9995,0.4965105914640527,1994,998,False
rpfD,,0.998,0.4964945010989721,1990,998,False
rraA,,0.992,0.4964929859719439,1989,991,False
yvlD,,0.991,0.49649057021755716,1984,993,False
ynfA,,0.9905,0.4964774390306305,1977,990,False
rplI,,0.987,0.4964564200311905,1981,995,False
dmpA,,0.9675,0.4964407570405502,1929,962,False
gcvT,,0.9865,0.4964208326884383,1982,994,False
rplU,,0.9895,0.49638374056517404,1983,995,False
tB22.2,,0.999,0.49632865797524434,1995,999,False
pafA,,0.996,0.4963106864970012,1987,995,False
mazG,,0.9925,0.4963012481326592,1988,994,False
menG,,0.996,0.4962963263451678,1986,994,False
panC,,0.948,0.49628526172876747,1899,947,False
ybjQ,,0.4775,0.4962425973217637,947,398,False
rplY,,0.9955,0.49622939169266594,1992,997,False
coaX,,0.9925,0.49620907261752334,1984,994,False
vapC30,,0.998,0.4962062679576019,1994,996,False
prcB,,0.9945,0.49618118940408096,1986,996,False
rimM,,0.988,0.496153540677262,1982,994,False
yeaQ,,0.997,0.4961232589373293,1994,999,False
folB,,0.989,0.4961184947860832,1985,993,False
ribH,,0.993,0.49611032245800935,1989,996,False
ycaQ,,0.9675,0.4960931574168046,1935,965,False
cobA,,0.734,0.49606937500478515,1463,619,False
fadD12,,0.995,0.49606194708197077,1987,996,False
pdxH,,0.9945,0.49602521626166907,1993,998,False
cnoX,,0.9955,0.4959995367619661,1993,995,False
arfC,,0.985,0.49598905816303707,1970,983,False
cysA1,,0.938,0.4959657551120965,1856,902,False
esxA,,0.793,0.49591202688226893,1586,754,False
iniB,,0.8985,0.4958921708876849,1792,914,False
ppx2,,0.993,0.49588393303986356,1979,985,False
vapC17,,0.996,0.49578948325338557,1990,997,False
mftE,,0.9795,0.4957890857753832,1963,978,False
ypbQ,,0.9955,0.4957878533727414,1992,998,False
prfA,,0.988,0.49575595473288553,1987,997,False
iniC,,0.9695,0.49568046888923756,1936,969,False
eccB3,,0.962,0.4956314029580415,1917,956,False
menJ,,0.9745,0.4956205153769867,1942,965,False
echA20,,0.997,0.4955555107533656,1992,995,False
coxG,,0.9945,0.49554606757007913,1990,994,False
nuoB,,0.9935,0.49550471390183537,1988,995,False
nadR3,,0.994,0.4955037100977066,1987,991,False
ufaA1,,0.996,0.4954470022552233,1987,993,False
pdxS,,0.9895,0.4954418301850326,1983,993,False
hisN,,0.9925,0.4954332545560861,1985,992,False
ecfT,,0.969,0.49542457402305884,1940,968,False
mraY,,0.986,0.4953902474859605,1980,992,False
rsbW,,0.993,0.4953878012048193,1988,996,False
mymT,,0.9445,0.49532936540034334,1887,951,False
lmbE,,0.9945,0.49531635677797053,1984,993,False
mmaA3,,0.9975,0.4953154159184309,1994,995,False
mbtD,,0.9935,0.49529992777726917,1983,990,False
espR,,0.9955,0.49529593806545263,1992,995,False
rsdA,,0.991,0.4952620967741936,1982,990,False
vapC42,,0.995,0.49519392319993527,1988,990,False
gpgP,,0.998,0.4951893323903043,1984,993,False
vbhA,,0.9975,0.49518765078087557,1989,998,False
esxW,,0.3635,0.49517586760045385,724,305,False
metZ,,0.992,0.4951280272452069,1983,992,False
mftC,,0.97,0.4951027760118669,1943,968,False
cspC,,0.9915,0.49508099031933206,1985,993,False
regX,,0.9955,0.49507872019342325,1986,998,False
esxS,,0.6835,0.4950471986982083,1360,752,False
accA3,,0.9975,0.49504285950220145,1993,996,False
lprG,,0.996,0.49504116756997474,1988,995,False
rsmI,,0.9735,0.4950273224043716,1951,976,False
ycjU,,0.983,0.4949659308901567,1963,979,False
qdoI,,0.995,0.49496473284687814,1986,995,False
panB,,0.976,0.49495747063050416,1957,976,False
higA2,,0.9855,0.49494518182574687,1961,985,False
kstR,,0.9965,0.4949100007243402,1994,998,False
rplK,,0.985,0.494896115627823,1974,990,False
paaD,,0.9925,0.4948824414697026,1984,993,False
lprN,,0.997,0.4948554297836507,1988,996,False
chaA,,0.995,0.49485162435948327,1990,993,False
atpD,,0.9875,0.49484709115709724,1986,995,False
hsaC,,0.998,0.4948189395425576,1994,995,False
tsaE,,0.989,0.4947941706046495,1988,997,False
fbpD,,0.9965,0.49472387111792593,1988,995,False
sthA,,0.9775,0.4947079235339532,1953,961,False
frmB,,0.9205,0.4947035877929408,1839,921,False
asd,,0.968,0.4946072679658539,1940,968,False
glbN,,0.9975,0.4945060632800204,1995,998,False
mmpS5,,0.9965,0.4944965418343384,1993,996,False
gpmA,,0.989,0.4944684119358107,1979,992,False
cdd,,0.993,0.4944077113282102,1990,996,False
ephG,,0.9975,0.4943708492209793,1990,995,False
espH,,0.9975,0.49436260588995906,1993,997,False
vapB5,,0.992,0.49435627720188763,1981,990,False
pnbA,,0.986,0.4943282954978226,1966,984,False
egtE,,0.9855,0.4943141820265692,1970,983,False
pxpC,,0.9935,0.4941114305553863,1985,996,False
bkdB,,0.9955,0.4940946474179439,1989,998,False
yncE,,0.8935,0.4940425478600782,1787,907,False
lprH,,0.999,0.4940232343617197,1993,997,False
ureF,,0.9935,0.4939748915014899,1988,996,False
vapB41,,1.0,0.49395031942674866,1996,999,False
yigB,,0.991,0.49392154424475676,1981,989,False
hemL,,0.967,0.49387020457096215,1940,968,False
vapB29,,0.9995,0.49381947077337857,1997,999,False
drrC,,0.999,0.49370104300878587,1995,997,False
pabB,,0.952,0.49362206636479206,1908,949,False
vapC14,,0.999,0.4936156558205805,1991,997,False
purA,,0.9885,0.49359284750804133,1983,997,False
sepH,,0.9965,0.49357491311610185,1995,998,False
vapB36,,0.999,0.49349454195399867,1991,998,False
vapB24,,0.9935,0.49324340753528745,1987,996,False
mtnP,,0.9805,0.49322151082215476,1960,977,False
mazF5,,0.993,0.4930915116584237,1983,994,False
ftsZ,,0.989,0.493082713920197,1988,996,False
ideR,,0.9955,0.49299005888633646,1989,997,False
purS,,0.988,0.49284545571536253,1979,993,False
sigJ,,0.981,0.4928191956996809,1955,971,False
adoK,,0.9885,0.4926899195663939,1968,982,False
dinP,,0.955,0.49259592899835236,1907,954,False
meaB,,0.993,0.49258034122224026,1987,995,False
ftsX,,0.9925,0.4925371472641942,1988,997,False
pcrA,,0.9895,0.49250437134359587,1979,992,False
tauD,,0.996,0.49249419474061734,1987,996,False
darT,,0.9985,0.49243326332022763,1996,998,False
glfT2,,0.9975,0.49240268640766205,1990,997,False
rbfA,,0.984,0.4923341984501583,1977,988,False
caeA,,0.9965,0.49231353918278287,1988,994,False
yjbQ,,0.992,0.4922632314799806,1987,995,False
aroK,,0.9635,0.4921777748962655,1924,960,False
pyrF,,0.927,0.4918259872080089,1858,928,False
fbiB,,0.979,0.4918053675573604,1957,976,False
kstR2,,0.996,0.49170899704746857,1991,998,False
trpS,,0.988,0.4916930768879716,1986,995,False
serS,,0.987,0.49168703160638644,1982,992,False
yaeI,,0.9925,0.4915492114153916,1985,993,False
mazE6,,0.9965,0.49150177806145706,1987,997,False
vapB18,,0.672,0.49127657632995714,1342,562,False
mtp,,0.9935,0.4912363067292645,1984,990,False
argB,,0.9895,0.4912312613813735,1984,992,False
mycP,,0.182,0.49120959619082505,364,163,False
sbm,,0.9925,0.49118931550960654,1985,994,False
nadE,,0.988,0.4911384096024006,1981,992,False
mbtJ,,0.998,0.49085524448471296,1990,997,False
aceAa,,0.313,0.4907633158289572,623,279,False
atpG,,0.989,0.4907544318688898,1986,996,False
gatC,,0.9865,0.49039285096686913,1983,993,False
pyrB,,0.9785,0.4903372361340198,1960,988,False
lppB,,0.648,0.4902088014495226,1292,533,False
pE_PGRS34,,0.8025,0.49016094614183414,1604,818,False
argJ,,0.983,0.4898852284322438,1972,988,False
era,,0.9905,0.48961650472224494,1992,999,False
dnaC,,0.14,0.4895915264013424,280,117,False
vapB50,,0.974,0.48955882539965156,1943,956,False
pE_PGRS20,,0.1305,0.48943960300169453,261,108,False
pcaA,,0.998,0.4893962273679957,1990,995,False
plcB,,0.927,0.4890638515512125,1843,946,False
sbcC,,0.952,0.4890450544685387,1904,953,False
atpFH,,0.9965,0.4888076065637677,1985,996,False
recG,,0.987,0.4886252448682359,1979,993,False
yloV,,0.521,0.4885181706033478,1040,593,False
espL,,0.993,0.48840105893383506,1979,993,False
ftsI,,0.9895,0.48839810822656426,1981,991,False
alkX,,0.9885,0.4881400494518541,1977,993,False
mraZ,,0.99,0.4879775382938791,1991,995,False
truA,,0.9895,0.4870386634322062,1986,994,False
rseA,,0.9945,0.4867585662451229,1988,995,False
metXA,,0.956,0.48534990717572035,1902,949,False
asnB,,0.9885,0.4853069765970711,1980,993,False
clpX,,0.9895,0.4848044573996478,1988,998,False
spoIVCA,,0.381,0.4846000426296398,759,267,False
furA,,0.997,0.4838597528205201,1988,991,False
ycgM,,0.991,0.4836327925721865,1980,990,False
fadE28,,0.987,0.48293845694457316,1971,981,False
mtb12,,0.9955,0.48192188914734113,1984,993,False
cyp130,,0.9805,0.4808921750000261,1958,987,False
cysG2,,0.255,0.4807889344262295,510,366,False
pspE,,0.959,0.47981432516983646,1915,964,False
pE_PGRS18,,0.119,0.4795752212389381,238,125,False
menB,,0.9925,0.47479072213299983,1985,994,False
higA,,0.9945,0.4747630653134096,1988,994,False
pirG,,0.119,0.4714894847148948,238,137,False
phoP,,0.9935,0.4713407290143522,1993,996,False
cobB,,0.319,0.4696167065576188,642,443,False
erfK,,0.103,0.469569493006993,207,64,False
yprB,,0.108,0.4695469948278937,215,89,False
