gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_rrna,is_noncoding
__ALL_Kleborate__,__ALL_Kleborate__,all,0.9843434959349594,0.0017864049965834689,0.9984206956884603,0.0001590324931960025,208,2236,False,False,False
Bla_ESBL_acquired,Bla ESBL (acquired),acquired_hgt,0.8900000000000002,0.0006836730616846203,0.9804560007886641,8.433162240922311e-05,20,1572,True,False,False
Omp_mutations,Omp (mutations),porin_truncation,0.8263170731707318,0.002789002184658294,0.9694004607987413,0.0004174603839348073,58,1324,False,False,True
Bla_chr,Bla chr,chromosomal_coding,0.7792154471544717,0.02099802513845101,0.9670429804837607,0.003064418541926316,71,1879,True,False,False
Bla_Carb_acquired,Bla Carb (acquired),acquired_hgt,0.7178048780487806,0.0007712872341874103,0.9498319783197829,0.0001371177305222386,17,832,True,False,False
Bla_acquired,Bla (acquired),acquired_hgt,0.6584024390243902,0.0015962504931716682,0.941849709026745,0.00023061730880319012,18,693,True,False,False
SHV_mutations,SHV (mutations),chromosomal_mutation,0.647079268292683,0.009317526942267387,0.9385851975181727,0.0009633570634668778,18,831,False,False,True
Bla_inhR_acquired,Bla inhR (acquired),acquired_hgt,0.5231158536585367,0.0100227814777652,0.9155014274418913,0.0008135294047777884,6,62,True,False,False
