rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9804574428196476,0.9412554833633472,,
CARD top: AAC(6'),CARD,0.7089460784313725,0.3053618390156852,AAC(6'),True
CARD all-determinant ceiling,CARD,0.8974626782531195,0.751547603732972,,
ESM OmpK35,ESM,0.7885114360704912,0.4681667483034148,OmpK35,False
BacF FT OmpK35,Bacformer,0.980434945631796,0.9315677278291816,OmpK35,False
BacF FT mean ⊕ ESM OmpK35,Bacformer,0.9826621672290964,0.9466522572636632,OmpK35,False
BacF FT mean ⊕ BacF FT OmpK35,Bacformer,0.983427071616048,0.9465992817603794,OmpK35,False
BacF FT mean ⊕ frozen BacF OmpK35,Bacformer,0.9814623172103488,0.943412334140604,OmpK35,False
