gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_rrna,is_noncoding
__ALL_Kleborate__,__ALL_Kleborate__,all,0.9777349424147241,0.0005892648746576291,0.9897596405864405,0.00023536639640979028,329,4133,False,False,False
Bla_ESBL_acquired,Bla ESBL (acquired),acquired_hgt,0.882888190885546,0.0020201774614232644,0.9253532334894566,0.0010056120243186865,28,2278,True,False,False
Bla_chr,Bla chr,chromosomal_coding,0.8015641152807625,0.003118261003083686,0.8852541040843652,0.0018903529731892986,97,3547,True,False,False
Omp_mutations,Omp (mutations),porin_truncation,0.7942092907918662,0.0013642550919021339,0.8725651323186008,0.0008074184415452976,123,1878,False,False,True
Bla_Carb_acquired,Bla Carb (acquired),acquired_hgt,0.723429106739406,0.0005425693027078714,0.824559630246972,0.0003323889950230283,26,1338,True,False,False
Bla_acquired,Bla (acquired),acquired_hgt,0.68213721276244,0.0004311758518832627,0.7974386781099619,0.001177019284488824,27,1280,True,False,False
SHV_mutations,SHV (mutations),chromosomal_mutation,0.6317496004849287,0.008215462986541846,0.7677136957176691,0.0019432017977081442,22,1935,False,False,True
Bla_inhR_acquired,Bla inhR (acquired),acquired_hgt,0.5132881468011242,1.1491900087240784e-16,0.6939462463471936,1.1491900087240784e-16,6,72,True,False,False
