rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9606247104758124,0.9622141410397296,,
CARD top: AAC(6'),CARD,0.8707958147493621,0.8720787690149756,AAC(6'),True
CARD all-determinant ceiling,CARD,0.9081157021702336,0.9194475653967096,,
ESM AAC(6'),ESM,0.8591754351134935,0.8827481100531891,AAC(6'),True
BacF FT PmrB,Bacformer,0.9614188339620144,0.9652637820753196,PmrB,False
BacF FT mean ⊕ ESM AAC(6'),Bacformer,0.9635695850704784,0.9683328489757732,AAC(6'),True
BacF FT mean ⊕ BacF FT PmrB,Bacformer,0.9664151942293694,0.971230282885525,PmrB,False
BacF FT mean ⊕ frozen BacF AAC(6'),Bacformer,0.9699391171993912,0.9792560520071458,AAC(6'),True
