drug,ceiling_auroc,ceiling_auprc,ft_auroc,ft_auprc,concat_auroc,concat_auprc
rifampicin,0.966581111296031,0.9391640628243818,0.9046,0.8558,0.9769,0.9535
pyrazinamide,0.854428236195633,0.7290923435793117,0.8986665034230152,0.7454384974197573,0.9275490306153394,0.7919030881400729
isoniazid,0.9581492962419704,0.9383908843562322,0.8911828876790997,0.873947446842498,0.9397762072645748,0.9275309229630232
ethambutol,0.9354272802969602,0.7822790071288284,0.8806545067473639,0.6582949001100113,0.9385273930378036,0.8044900510827052
streptomycin,0.9081418894334355,0.8465526106724016,0.8336387554485124,0.7457360314533985,0.8631679611650486,0.7501492499915605
kanamycin,0.8985241596874007,0.7735772454889674,0.832809622675227,0.557813653257423,0.8315035645890665,0.5333479970092597
levofloxacin,0.9155687283957232,0.795938964986167,0.8265475496416201,0.561022454072545,0.9158894634516356,0.8094858536551962
moxifloxacin,0.9257379453403184,0.7751686562643233,0.791577306707796,0.4740753923963926,0.9204480882317057,0.7679171907874954
ethionamide,0.8706444277604234,0.718845031157042,0.7742005732872186,0.4741596654951059,0.7722828009673215,0.4402012389235487
