rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9831572795836456,0.976432364215926,,
CARD top: AAC(3),CARD,0.8848351585454266,0.8473570076555867,AAC(3),True
CARD all-determinant ceiling,CARD,0.941120374963432,0.9385094792511548,,
ESM AAC(3),ESM,0.8700657169320337,,AAC(3),True
BacF FT PmrB,Bacformer,0.987915141357562,,PmrB,False
BacF FT mean ⊕ ESM AAC(3),Bacformer,0.98117805319102,0.9735269213923436,AAC(3),True
BacF FT mean ⊕ BacF FT PmrB,Bacformer,0.9880474573280996,0.98274066687481,PmrB,False
