gene_name,site,category,mut_auroc,mut_auroc_sd,mut_auprc,mut_auprc_sd,n_determinants,n_genomes_with_determinant,embeddable,is_rrna,is_noncoding
__ALL_Kleborate__,__ALL_Kleborate__,all,0.8744229562026172,0.002447960610199973,0.92028441617756,0.002069631829088265,281,2406,False,False,False
Bla_ESBL_acquired,Bla ESBL (acquired),acquired_hgt,0.7335645130136658,0.01798424508003869,0.7897868250879844,0.0166824860896606,24,1611,True,False,False
Omp_mutations,Omp (mutations),porin_truncation,0.7317277512192766,0.009913507942302722,0.8202827496975976,0.006411278470042675,97,1298,False,False,True
Bla_Carb_acquired,Bla Carb (acquired),acquired_hgt,0.6801372591626831,0.0005723430800622258,0.7641099369741601,0.0003036296350198107,22,758,True,False,False
Bla_acquired,Bla (acquired),acquired_hgt,0.6217290791443334,0.007472249860367597,0.7203058207410267,0.0036632808894701747,25,835,True,False,False
SHV_mutations,SHV (mutations),chromosomal_mutation,0.6180905644888696,0.004294067344740828,0.7304060156965344,0.0017376695894328054,21,1054,False,False,True
Bla_chr,Bla chr,chromosomal_coding,0.6109638321502728,0.008613775751364145,0.6995044824195581,0.006627791065568029,87,1993,True,False,False
Bla_inhR_acquired,Bla inhR (acquired),acquired_hgt,0.5144230769230768,1.1491900087240784e-16,0.6484780556866447,1.1491900087240784e-16,5,61,True,False,False
