gene_name,annotation,prevalence,lr_auroc_pyrazinamide,n_train,n_pos,kept_filtered
punA,,0.997,0.5126021279920161,1992,997,False
plcD,,0.364,0.5125365915743922,723,291,False
espG1,,0.997,0.5124785574458639,1991,996,False
aroQ,,0.9925,0.5124578113844357,1986,992,False
amt,,0.9785,0.5123840959483976,1952,984,False
senX3,,0.999,0.5122974344720911,1993,996,False
pitA,,0.9915,0.5122588696048931,1984,993,False
msrB,,0.99,0.5122578618900956,1987,995,False
sucD,,0.988,0.512238453635148,1981,989,False
cmaA2,,0.9985,0.5122351857228109,1992,996,False
lppV,,0.9965,0.5122259662392021,1990,994,False
cyp126,,0.983,0.5121443872041355,1960,991,False
lppQ,,0.996,0.5121373485870829,1987,996,False
mmpL11,,0.9955,0.5121113225537968,1990,996,False
mdh,,0.99,0.5120320256041749,1981,991,False
cyp142,,0.967,0.5120178672716958,1930,946,False
nuoJ,,0.9955,0.5119918711468008,1993,999,False
psd,,0.995,0.5119650287898582,1992,996,False
clpA,,0.99,0.5119610365891609,1980,991,False
cinA,,0.9935,0.5119496472260291,1985,995,False
degV,,0.987,0.5118947655845809,1974,988,False
cas6,,0.9965,0.511872953157898,1985,991,False
secA,,0.9865,0.511813424192471,1979,993,False
frdD,,0.1085,0.5118130457113508,217,99,False
ldtMt5,,0.9955,0.5118002250939241,1988,996,False
dnaG,,0.9935,0.511716503810678,1986,995,False
pntB,,0.9945,0.511680008080604,1990,995,False
ctpJ,,0.998,0.5116662847586543,1995,999,False
alr,,0.99,0.5116662411502723,1987,996,False
darT,,0.9985,0.5116045928951514,1993,997,False
ripD,,0.987,0.5115961443705347,1974,990,False
vapC10,,0.9975,0.5115400948403991,1989,995,False
cas1,,0.6995,0.5114736145069275,1394,576,False
cobS,,0.9945,0.5113891178395675,1990,994,False
rplO,,0.991,0.5113708433886298,1987,994,False
alkX,,0.987,0.5113360298923431,1973,996,False
zupT,,0.994,0.5113097827795576,1986,993,False
rpoA,,0.9885,0.5112916679381936,1983,993,False
folK,,0.99,0.511266428192494,1982,993,False
comFC,,0.994,0.5112576869668718,1988,994,False
cas2,,0.7025,0.5112466521593572,1404,580,False
putA,,0.992,0.5111266795131311,1987,994,False
trpC,,0.991,0.5110912450509508,1986,994,False
pyk,,0.9895,0.511078084669634,1984,990,False
gabP,,0.99,0.5110192076241004,1977,993,False
cspA,,0.9955,0.5109755826836645,1991,994,False
hisS,,0.9895,0.5109515234781478,1984,992,False
recA,,0.987,0.510933633523995,1986,996,False
yoaK,,0.9945,0.5109047240209061,1993,998,False
fadD12,,0.9985,0.5108799873092751,1996,997,False
tB22.2,,0.9995,0.5108446785123462,1998,999,False
lipZ,,0.9975,0.5107523575752383,1992,995,False
aroC,,0.983,0.5107299363267189,1971,987,False
echA8,,0.9935,0.5106999722476165,1980,992,False
cobIJ,,0.98,0.5106538019881648,1954,986,False
choD,,0.9995,0.5106348375142244,1993,995,False
cmr,,0.9915,0.5106342166186608,1980,993,False
glpK,,0.958,0.5106286208030706,1920,941,False
ycjR,,0.987,0.5106030650600825,1973,982,False
pnp,,0.986,0.5104926634168684,1978,992,False
lprB,,0.9965,0.5104912622377058,1992,996,False
whiA,,0.9905,0.5104429289588167,1984,993,False
mycP3,,0.9955,0.5103860220331422,1984,993,False
jefA,,0.9915,0.510324761896996,1981,989,False
ethR,,0.9945,0.5103037893808092,1986,991,False
vapB22,,0.9985,0.5102592415660968,1988,994,False
cyp141,,0.9665,0.5102471319476839,1925,944,False
sigI,,0.992,0.5101731194667897,1989,993,False
mprA,,0.9985,0.5101638847503851,1990,995,False
lppC,,0.9925,0.5101279664723773,1983,993,False
dinP,,0.989,0.5101122510213979,1973,989,False
lprJ,,0.998,0.5100542450362573,1994,998,False
nadE,,0.989,0.5100171241603555,1981,995,False
xerC,,0.987,0.5100166543812064,1978,989,False
murB,,0.9885,0.5100133559026662,1980,993,False
ilvX,,0.9855,0.5100083097332723,1955,978,False
hyfE,,0.9955,0.5099847115290908,1985,993,False
cysD,,0.9965,0.5099741997075564,1993,996,False
hsaA,,0.9965,0.5099447084111092,1990,994,False
pruA,,0.99,0.5099393020500991,1980,991,False
idsA2,,0.995,0.5098233178810377,1981,988,False
log,,0.9975,0.5098169337308994,1990,994,False
holB,,0.9915,0.5098131787972119,1987,995,False
coaBC,,0.989,0.5098006936547762,1984,993,False
ruvX,,0.9865,0.5097839453214366,1979,992,False
accA1,,0.9845,0.5097497295498045,1961,985,False
pasT,,0.9985,0.5097424405348177,1996,997,False
nuoL,,0.9925,0.5097119051382117,1987,996,False
cyp135B1,,0.995,0.5096888089383932,1985,991,False
fetB,,0.9915,0.5096500401596602,1981,993,False
clpX,,0.9895,0.5096300365182541,1983,993,False
cuvA,,0.9985,0.509597637132503,1992,995,False
fadD21,,0.997,0.5095189900012222,1990,993,False
mfpA,,0.996,0.5094617925884827,1984,993,False
ppsE,,0.995,0.5093776947398678,1988,994,False
vapC43,,0.9995,0.509376579799115,1993,994,False
hflX,,0.9885,0.5093492336460742,1985,994,False
cydC,,0.9925,0.509347470639583,1984,991,False
yhaK,,0.9975,0.5092298049915092,1994,998,False
rpsK,,0.99,0.5091663894658273,1986,994,False
gAF,,0.948,0.5091522136394723,1889,955,False
zwf1,,0.994,0.5090913894740479,1984,993,False
lppK,,0.999,0.5090848881009524,1995,996,False
lprC,,0.9985,0.5090753404006416,1995,996,False
mazG,,0.989,0.5090664465033788,1981,991,False
fadD30,,0.6465,0.5090473062419769,1291,512,False
rsmH,,0.99,0.5090453083586528,1990,998,False
gabD1,,0.9595,0.5090186108666601,1919,945,False
vapB27,,0.9995,0.5090140290742096,1996,997,False
sodC,,0.9935,0.509009802284332,1988,995,False
vapB35,,1.0,0.5089676841119425,1993,995,False
pQQ,,0.9965,0.5088617556075039,1995,998,False
ureF,,0.993,0.5088473586462018,1988,995,False
mbtJ,,0.998,0.5088166104739923,1993,996,False
nicT,,0.997,0.5087415162994011,1991,994,False
irtB,,0.999,0.5087352773958379,1992,994,False
aceAa,,0.2905,0.5087350134573037,579,244,False
echA14,,0.9965,0.5087218219612117,1991,995,False
lppD,,0.655,0.5086941283674853,1309,635,False
pgpB,,0.9945,0.5086722794965729,1984,995,False
mmpS1,,0.883,0.5086180317718062,1765,902,False
lprD,,0.999,0.5086071640768975,1993,995,False
ask,,0.998,0.5085733975181211,1994,995,False
sufR,,0.957,0.5085253221255958,1910,961,False
pgeF,,0.9915,0.508486092434001,1989,995,False
pgsA,,0.9895,0.5084643435857522,1988,997,False
miaB,,0.9565,0.5084562577393494,1919,955,False
lppU,,0.997,0.5084287955032983,1992,996,False
espG2,,0.965,0.5083708908881358,1929,953,False
frmB,,0.917,0.5083392229517536,1832,913,False
sppA,,0.991,0.5082909339217582,1987,993,False
vapB19,,0.9915,0.5082728360916263,1979,991,False
pE15,,0.9965,0.5082506041788999,1986,993,False
tlyA,,0.9985,0.5082406538252031,1995,998,False
yejR,,0.995,0.5082331856192543,1987,993,False
acn,,0.9955,0.5082068966213849,1990,997,False
menD,,0.9925,0.5081579118344541,1985,993,False
dut,,0.993,0.5081018775972418,1989,995,False
upp,,0.99,0.5079979370662804,1983,994,False
ctpC,,0.998,0.5079934644062901,1997,999,False
ybfO,,0.996,0.5079798589313875,1986,991,False
espG3,,1.0,0.507972209802097,1993,996,False
fgd2,,0.9915,0.507915654512681,1983,996,False
srmB,,0.99,0.5078632090087739,1981,992,False
pckG,,0.9975,0.5078538920063493,1996,999,False
ackA,,0.992,0.5078500474116293,1986,995,False
mbtE,,0.991,0.5078352248586462,1979,992,False
pPE51,,0.9965,0.5078031157864085,1989,993,False
fixC,,0.995,0.5077425236905303,1986,994,False
rpe,,0.9895,0.5077340916651116,1986,998,False
ycjD,,0.994,0.5076934712341227,1985,993,False
hinT,,0.792,0.507667329167224,1585,781,False
nusG,,0.9885,0.5076632230396146,1983,992,False
nei2,,0.9915,0.5076617907350518,1983,995,False
purB,,0.9895,0.507644444173455,1984,996,False
recO,,0.9875,0.5075747584389189,1978,991,False
thiL,,0.994,0.5075249170785641,1984,992,False
tsaB,,0.9795,0.5075080447039767,1964,987,False
orn,,0.996,0.5075023433775343,1990,996,False
pgl,,0.993,0.5074415605972277,1988,996,False
pgi,,0.99,0.5074327010305075,1981,995,False
phaC,,0.9905,0.50742016120804,1980,990,False
rsfS,,0.99,0.5074130734316745,1987,995,False
tcrX,,0.9935,0.5074125969062933,1987,996,False
mgtC,,0.9965,0.5073952752660541,1990,996,False
nuoE,,0.9955,0.5073847419892575,1994,997,False
ylaK,,0.978,0.5073807733283199,1957,985,False
fbpA,,0.9935,0.5073531802809573,1984,992,False
rpsQ,,0.9895,0.5072922635376681,1986,995,False
htrA,,0.989,0.5072850051886045,1978,993,False
radA,,0.987,0.5072345323036331,1980,993,False
tgs1,,0.999,0.5071976499112177,1994,995,False
cbrC,,0.9975,0.5071880709209584,1994,998,False
tcmP,,0.8775,0.5071683954109697,1749,909,False
treY,,0.9905,0.5071173851768578,1982,984,False
mtb12,,0.9945,0.5070985964058253,1986,990,False
cfp6,,0.998,0.507092302559073,1989,994,False
phoH,,0.988,0.5070824860420583,1978,991,False
ephA,,0.9505,0.5070605572968984,1890,939,False
hisE,,0.996,0.507036182918601,1993,998,False
fieF,,0.978,0.5070264456482845,1961,984,False
mltG,,0.9935,0.5070144067109742,1987,995,False
tpiA,,0.989,0.5069982249887542,1987,996,False
fprB,,0.994,0.5068967440634049,1986,991,False
eccCa1,,0.9955,0.5068820737495436,1986,996,False
mazE4,,0.9985,0.5068811296266206,1997,999,False
metZ,,0.995,0.5068496879082596,1992,996,False
lprI,,0.9975,0.506825586981385,1995,997,False
mshD,,0.9985,0.5068238715182988,1989,993,False
truB,,0.987,0.5068119489101289,1983,996,False
pgm,,0.993,0.5068072215918301,1987,995,False
csm5,,0.706,0.5067837182414299,1407,578,False
appC,,0.9925,0.5067763211217378,1987,995,False
bluB,,0.9965,0.5067657792655074,1993,997,False
ugd,,0.995,0.5067482427241949,1988,993,False
raaS,,0.997,0.5067230625489256,1990,995,False
gabD2,,0.9885,0.5066721183319961,1972,990,False
cyp125,,0.9965,0.5066678775403121,1991,996,False
rarA,,0.993,0.5066626694357433,1989,998,False
hdeD,,0.997,0.506604149798794,1993,997,False
fabH,,0.97,0.5065686129223473,1944,980,False
galU,,0.9885,0.5065610882696311,1985,995,False
mce2R,,0.996,0.5065331688624208,1989,994,False
ybeY,,0.989,0.5064691753565279,1985,993,False
mbtD,,0.998,0.5064485625551354,1993,996,False
nuoC,,0.997,0.5064206569451529,1996,998,False
nrdB,,0.877,0.5063989586723072,1753,875,False
mmpS,,0.145,0.5062811660912927,290,132,False
fadE28,,0.9965,0.5062326771876238,1990,996,False
aceF,,0.9915,0.5062274349924952,1986,996,False
cut4,,0.983,0.5060621553518606,1958,973,False
hemD,,0.9925,0.506049949850773,1983,994,False
metXA,,0.986,0.506045101324348,1963,982,False
esxF,,0.9725,0.5060386077001513,1944,953,False
devS,,0.995,0.5060230466383396,1987,993,False
rplE,,0.9895,0.506016967869655,1987,994,False
regX,,0.9975,0.5060130139161203,1992,997,False
yqeY,,0.995,0.5059286441540812,1990,996,False
fmdB,,0.995,0.5059208428851204,1988,995,False
echA13,,0.9925,0.5059110676289653,1976,985,False
garA,,0.999,0.5059089061657451,1994,996,False
nei1,,0.999,0.5059000767065193,1996,998,False
bioB,,0.991,0.5058829262152126,1985,994,False
pcnB,,0.995,0.5058527340816419,1992,997,False
lipE,,0.996,0.5058484037357277,1993,999,False
hsaD,,0.8905,0.5058363714618462,1778,908,False
vapB14,,0.997,0.5058224826652726,1987,991,False
cpsY,,0.998,0.5057524648344865,1985,992,False
ilvB1,,0.995,0.5057432212493083,1983,992,False
coaX,,0.996,0.5057286432160804,1990,995,False
lpqL,,0.997,0.5057262238978241,1992,997,False
prp1,,0.977,0.5057250859106529,1945,975,False
amiB2,,0.9955,0.5056831421560583,1987,994,False
atpFH,,0.998,0.50561307543755,1989,995,False
frr,,0.989,0.5055930793882601,1986,996,False
nadC,,0.9935,0.5055862451402545,1990,997,False
mpt64,,0.9915,0.5055282228711179,1978,982,False
rfbD,,0.9925,0.5054527365399641,1988,994,False
tyrS,,0.987,0.505443178390868,1978,993,False
fadA4,,0.9795,0.5054298833143771,1949,965,False
nuoH,,0.9955,0.5054289374146536,1993,996,False
pcrA,,0.9895,0.5054112046166906,1980,992,False
prrB,,0.999,0.505406709314525,1997,999,False
vapC29,,0.999,0.5053530702438308,1994,997,False
yaeI,,0.995,0.5053505587184087,1991,997,False
espF,,0.9995,0.5053334527152168,1994,997,False
lipA,,0.9885,0.505324581190473,1985,994,False
mmsA,,0.992,0.5052908275013059,1982,993,False
mut7-C,,0.9975,0.5052890058505496,1991,994,False
mftE,,0.997,0.5052889128306765,1995,998,False
chsH3,,0.9965,0.5052882556382471,1990,996,False
sapB,,0.9905,0.5052641503664367,1981,995,False
argC,,0.9885,0.5052494252639718,1983,995,False
rpsE,,0.99,0.505245397714237,1985,994,False
glgX,,0.9955,0.5052342958523812,1992,995,False
def,,0.9865,0.5051759993443563,1976,990,False
ppnN,,0.991,0.5051582559671539,1979,990,False
hemA,,0.991,0.5051432743941706,1986,995,False
paaX,,0.998,0.5051038951650797,1996,998,False
sirB,,0.9785,0.5050921400043449,1957,981,False
cysS,,0.9835,0.5050900774153517,1970,987,False
vapC9,,0.9995,0.5050596688873242,1997,999,False
rpsP,,0.989,0.5050357404692082,1982,992,False
asd,,0.99,0.5050301810865192,1984,994,False
coaA,,0.9945,0.5050195646239245,1989,995,False
dapF,,0.993,0.5050125275424668,1993,997,False
mtnN,,0.5225,0.5050003390060344,1043,602,False
mftC,,0.9955,0.5049873388628363,1992,994,False
pra,,0.9745,0.5049517474348385,1940,981,False
ftsW,,0.9765,0.5049410218018479,1958,985,False
lmbE,,0.997,0.5048962443328641,1993,994,False
esxD,,0.9885,0.5048317864240784,1976,986,False
lsr2,,0.9965,0.5048233092810166,1986,991,False
lmeA,,0.9895,0.5048186512508228,1972,980,False
cofD,,0.9935,0.5048136092758129,1988,996,False
ag85B,,0.997,0.5047914925328043,1993,998,False
moaE1,,0.972,0.50476353154692,1936,950,False
dciA,,0.9965,0.5047435653735399,1989,992,False
glnE,,0.9955,0.5047304892544837,1991,994,False
cadC1,,0.99,0.5046658694658483,1980,988,False
hbhA,,0.9945,0.5046622842308217,1988,995,False
drrA,,0.992,0.5046582383444963,1984,991,False
recG,,0.9845,0.5046569090401419,1974,992,False
glmM,,0.9835,0.5045920902334207,1976,991,False
qcrC,,0.996,0.5045791297433548,1991,997,False
purE,,0.99,0.504568444099246,1981,994,False
viuB,,0.9965,0.5045660992408709,1989,993,False
thiE,,0.988,0.504549594727362,1977,992,False
lppY,,0.9975,0.5045367963790647,1988,992,False
atpC,,0.9915,0.5045125000506566,1987,996,False
moaE2,,0.992,0.5044442763200943,1978,992,False
cobA,,0.764,0.5044345645234838,1523,663,False
vapB46,,0.997,0.504410916739759,1985,992,False
vapC11,,0.9985,0.5044056092200525,1996,997,False
tmk,,0.992,0.5043969849246231,1991,996,False
hsaC,,0.999,0.5043934408435728,1995,997,False
cdh,,0.98,0.5043862941209585,1959,993,False
hmp,,0.997,0.5043487174951709,1995,997,False
ygfZ,,0.9965,0.504338404673514,1988,994,False
clgR,,0.996,0.504331404676807,1991,994,False
glnB,,0.9975,0.5043312081323281,1990,994,False
tatD,,0.9875,0.5043170258212235,1976,991,False
fcoT,,0.9985,0.5043109227179025,1992,995,False
trpA,,0.99,0.5042367278016825,1983,993,False
ansP2,,0.961,0.5042267816217396,1915,980,False
cmrA,,0.997,0.5042159437671743,1988,995,False
sbm,,0.991,0.5042140151515151,1982,992,False
sigD,,0.999,0.504200037297823,1992,995,False
cobH,,0.981,0.5041537887116514,1964,994,False
rplD,,0.987,0.5041296747428827,1981,995,False
vapC44,,0.998,0.5041288524207159,1993,996,False
asnB,,0.9915,0.5041227035260953,1984,993,False
mddA,,0.9985,0.5041204695166581,1996,999,False
relF,,0.999,0.5041094107271513,1991,994,False
kmtR,,0.9975,0.5041069525020248,1984,993,False
lpqH,,0.9945,0.5040651023024626,1989,996,False
purM,,0.9915,0.5040221124728168,1984,994,False
gap,,0.9895,0.5040104863900046,1986,996,False
guaB1,,0.9975,0.5040019798633412,1994,998,False
mobA,,0.9945,0.5039646537959064,1992,996,False
pbpA,,0.999,0.5039561535130563,1993,995,False
cyp123,,0.8105,0.5039216228846911,1615,768,False
vapC4,,0.997,0.5039212204016476,1991,994,False
qcrB,,0.9955,0.503913763139962,1992,998,False
mctB,,0.9995,0.5039083166332665,1998,998,False
ctaA,,0.994,0.5038907802756253,1986,993,False
rpsG,,0.99,0.5038895698194482,1988,997,False
catC1,,0.9975,0.5038327353680314,1990,994,False
canB,,0.998,0.5038275630912838,1992,995,False
pdxT,,0.9895,0.5038203854834498,1984,991,False
adhA,,0.995,0.5038007397236451,1989,998,False
fadE2,,0.9985,0.5037718078800243,1997,999,False
corA,,0.989,0.5037514473727128,1981,992,False
aph,,0.9955,0.503737140585448,1986,992,False
adhB,,0.9975,0.5037258803593023,1989,993,False
cmaA1,,0.8885,0.5037246078519105,1769,895,False
murI,,0.9955,0.5037240234760506,1993,996,False
gpgP,,0.999,0.5037219228673487,1991,995,False
cysA1,,0.9605,0.5037067221067221,1900,925,False
glfT2,,0.9995,0.5036874442422746,1992,995,False
pks11,,0.9955,0.5036508145566542,1987,995,False
mutM,,0.989,0.5036473718455885,1982,993,False
pE_PGRS8,,0.815,0.5036442751007121,1627,769,False
ephG,,0.997,0.5036389946578623,1984,993,False
trmD,,0.984,0.5036349074807045,1970,992,False
tpx,,0.9835,0.5036225784464281,1974,986,False
espC,,0.9995,0.5036111212220483,1989,993,False
gatB,,0.9885,0.5035617927859724,1984,995,False
rpmF,,0.991,0.5035485195908909,1986,995,False
cysH,,0.992,0.5035221516259399,1986,995,False
yeaQ,,0.998,0.5035170440982064,1997,999,False
mftF,,0.997,0.5035145476469448,1996,999,False
tehA,,0.9945,0.5035109892898837,1985,995,False
mpg,,0.9955,0.5035100159188061,1990,994,False
ilvG,,0.996,0.5035049655361891,1990,996,False
uvrA,,0.9895,0.5034773099163918,1982,991,False
rplK,,0.9845,0.5034615400392147,1975,991,False
pstB2,,0.965,0.5034613224779949,1929,938,False
mmaE,,0.9985,0.5034535768108345,1992,995,False
vapC15,,0.9995,0.5034179805393919,1994,996,False
yceI,,0.991,0.5033891083740027,1981,988,False
mcr,,0.993,0.5033714360417849,1979,991,False
lCB5,,0.993,0.5033352245096451,1987,995,False
cyp139,,0.9975,0.5033253818815879,1991,998,False
pyc,,0.981,0.503311289309846,1960,987,False
udg4,,0.9925,0.5032922632832122,1981,992,False
ldtMt2,,0.996,0.5032789769349301,1989,993,False
rseA,,0.9935,0.5032681289999353,1990,998,False
lysG,,0.986,0.5032655580552845,1967,976,False
bacA,,0.9955,0.50324560427894,1989,994,False
phoP,,0.991,0.503235575066561,1984,994,False
rpsF,,0.9885,0.5032348611745598,1985,995,False
pknI,,0.998,0.5032272042714245,1990,993,False
tsaC,,0.9945,0.5032266992316325,1990,997,False
arc,,0.997,0.5032091248620233,1992,995,False
vapB29,,0.998,0.5031854357040972,1992,997,False
ilvB2,,0.998,0.5031837550985673,1987,993,False
pyrF,,0.954,0.5031731442577031,1912,960,False
rsmD,,0.9885,0.5031337029626348,1982,995,False
yncE,,0.8785,0.5031064935064935,1755,880,False
vapC19,,0.9995,0.5031014888352432,1995,997,False
aofH,,0.9085,0.5030767527208302,1814,936,False
lig,,0.9925,0.5030744982790736,1984,991,False
sufE,,0.9945,0.5030711971754086,1989,996,False
nadA,,0.9925,0.5030540209337692,1989,997,False
paaY,,0.9975,0.50304736534076,1991,996,False
mmpR5,,0.993,0.5030323724045981,1984,988,False
cwlM,,0.999,0.5030290811853938,1997,998,False
efp,,0.9885,0.5030211480362539,1984,991,False
fhaB,,0.9985,0.5030170894552924,1993,995,False
lppX,,0.9975,0.5030049847631733,1991,996,False
atl1,,0.998,0.5029984849443224,1996,999,False
trmI,,0.997,0.5029918872276253,1992,996,False
bpa,,0.9995,0.5029518496452364,1997,999,False
meaB,,0.996,0.5029430087539263,1992,998,False
comEC,,0.97,0.5029392924095996,1934,967,False
aftC,,0.972,0.5028979083829427,1940,977,False
fbpD,,0.9975,0.5028915979697075,1988,993,False
gpm2,,0.998,0.5028859180465606,1995,999,False
sigC,,0.998,0.5028705768142387,1993,994,False
ipdA,,0.998,0.5028292709453663,1993,997,False
mazE9,,0.9985,0.502818818628925,1991,994,False
vapC47,,0.998,0.5028095250119946,1990,995,False
csdA,,0.9935,0.502779802028299,1988,998,False
rip3,,0.995,0.5027561081730326,1979,993,False
spoIVCA,,0.412,0.5027558203179694,823,301,False
cutB,,0.988,0.5027416126240314,1975,988,False
purR,,0.99,0.5027161057814323,1985,995,False
cpfC,,0.9955,0.5027022827124541,1991,998,False
sRPBCC,,0.997,0.5026692385469688,1986,993,False
mutT3,,0.9905,0.5026595744680851,1979,992,False
ctaF,,0.993,0.5026322888692365,1986,998,False
vapC26,,0.9985,0.5026177931384516,1993,996,False
kstR2,,0.9945,0.5026044902077835,1990,997,False
adk,,0.992,0.5026038365389003,1986,995,False
ftsE,,0.9905,0.5025894057814222,1989,995,False
pPE50,,0.2905,0.5025507707364816,579,244,False
ccdA,,0.9935,0.5025425175598336,1984,992,False
argB,,0.9915,0.5025333529402817,1986,995,False
ttfA,,0.9865,0.5025298422641549,1972,985,False
aroK,,0.99,0.5025206657900907,1981,991,False
yajQ,,0.9905,0.5025196475833346,1988,995,False
parE2,,0.9995,0.5025125628140703,1992,995,False
rpsT,,0.991,0.5025120577763187,1990,995,False
vapB28,,0.9995,0.5025080245742232,1996,997,False
canA,,0.998,0.5025034812617304,1991,995,False
crgA,,0.9975,0.5025030055180808,1994,995,False
yrvD,,0.996,0.5025004591238504,1991,997,False
mntH,,0.991,0.5024566000655094,1983,994,False
serS,,0.988,0.5024487802703486,1987,998,False
nirD,,0.9935,0.5024310009097891,1987,994,False
mrx1,,0.998,0.5024048096192385,1998,1000,False
dprE2,,0.998,0.5023879300987735,1995,999,False
gloA,,0.987,0.5023423884449706,1973,992,False
rph,,0.9925,0.5023242901878809,1996,999,False
sugB,,0.998,0.5023233684958296,1991,994,False
purC,,0.9915,0.5023220943426812,1987,995,False
espR,,0.997,0.5023178186470882,1991,997,False
ldtMt1,,0.9995,0.5023134730825642,1992,995,False
rpfD,,0.997,0.5023072234813091,1991,994,False
ybbJ,,0.9955,0.5022966514902,1991,999,False
fadD13,,0.9955,0.5022544908002231,1990,996,False
proW,,0.9835,0.5022471234954425,1965,974,False
cobC,,0.995,0.5022322691167083,1990,994,False
mce3R,,0.999,0.5022244757926178,1991,995,False
nadR3,,0.997,0.5022195099354289,1993,997,False
vapC13,,0.9995,0.5021997903622877,1996,998,False
thrS,,0.986,0.5021986594362926,1978,994,False
cfa,,0.888,0.502179033336166,1776,899,False
yHI9,,0.995,0.5021733221912118,1986,994,False
valS,,0.99,0.502168269035739,1986,996,False
mbtC,,0.9965,0.5021246959669664,1990,996,False
ynfA,,0.988,0.5021201939804041,1980,991,False
espG5,,0.9975,0.5021121705105002,1989,994,False
cysM,,0.954,0.5020435256119312,1908,967,False
murF,,0.9925,0.5020399896858446,1985,994,False
pptH,,0.995,0.5020359289947556,1985,994,False
ddn,,0.9975,0.5020261769971451,1992,996,False
pPE46,,0.2,0.5020178197064991,399,159,False
rpmI,,0.9905,0.5020161372026958,1987,996,False
dfrA,,0.995,0.5020135921267788,1987,993,False
rpiB,,0.992,0.5020120806050454,1985,995,False
mshC,,0.9965,0.5020100583724991,1990,993,False
ribH,,0.997,0.5020045110300924,1994,996,False
zur,,0.998,0.5020024746849827,1990,995,False
ppk2,,0.995,0.5019444651863033,1991,994,False
blaC,,0.998,0.5019388399282847,1990,995,False
ydbS,,0.9905,0.5019296306530349,1977,990,False
csoR,,0.9925,0.5019201954000585,1985,993,False
panD,,0.992,0.5019133918197313,1988,994,False
vapB33,,0.999,0.5019108530410508,1993,996,False
prpR,,0.979,0.5018400802944128,1956,980,False
mazE6,,0.995,0.5018242654717406,1985,994,False
yiiM,,0.9935,0.501823765291102,1985,995,False
whiB3,,0.9965,0.5018204926502854,1989,991,False
gpgS,,0.9985,0.5018183939984446,1994,997,False
icl,,0.9925,0.501815654935211,1985,996,False
esxB,,0.993,0.5018087578741361,1981,985,False
trpB,,0.9905,0.5018064999482262,1985,994,False
iscU,,0.9925,0.5017993191765278,1987,995,False
proC,,0.9895,0.5017795703500176,1987,996,False
egtD,,0.9975,0.5017650602409639,1996,996,False
sigK,,0.9915,0.5017620833270076,1988,995,False
glgC,,0.986,0.5017535296656322,1973,988,False
pyrH,,0.9905,0.5017431081122155,1987,997,False
fbaA,,0.994,0.5017285221287158,1991,996,False
yraN,,0.994,0.5017227562083233,1992,997,False
dxr,,0.995,0.501718771845575,1987,994,False
cobU,,0.9885,0.5017175859329712,1978,991,False
thiG,,0.9885,0.5017130062723327,1978,993,False
hadA,,0.997,0.5017127611520621,1994,997,False
higB,,0.996,0.50171177820693,1989,995,False
rplJ,,0.9905,0.501710573067357,1985,995,False
add,,0.9965,0.5017035107396552,1995,999,False
yggU,,0.989,0.5016498648662536,1973,978,False
rplC,,0.9885,0.5016274612620523,1984,996,False
treS,,0.994,0.5016268563755784,1989,992,False
brkB,,0.9915,0.5016246180289327,1982,993,False
prrA,,0.998,0.5016172344689379,1998,1000,False
lprG,,0.998,0.5016165163165224,1991,995,False
lipX,,0.9965,0.501609357270222,1987,995,False
cysO,,0.978,0.501602260927325,1951,987,False
mshB,,0.9975,0.501601284656699,1992,996,False
vapB4,,0.9965,0.5015979459021576,1990,993,False
sugC,,0.998,0.5015938707011927,1996,997,False
yjbM,,0.9885,0.5015780105111373,1970,989,False
mutY,,0.9685,0.5015559177798006,1944,974,False
desA2,,0.998,0.5015251370963443,1994,997,False
ipdB,,0.9985,0.5015105497032724,1994,997,False
pafA,,0.997,0.5015080432342801,1989,994,False
mpt83,,0.9975,0.5015075559797698,1989,991,False
vapC5,,0.9955,0.5015065255785474,1988,995,False
sigB,,0.9905,0.5015054580514429,1979,992,False
relG,,0.999,0.5015050180723256,1991,994,False
mku,,0.9985,0.5015025035024915,1995,997,False
fadA5,,0.995,0.5014958866915221,1987,995,False
vapB17,,0.7055,0.5014645858343337,1408,575,False
ctaE,,0.9925,0.5014538052986057,1986,997,False
ung,,0.9915,0.5014307192148694,1983,991,False
yraQ,,0.9005,0.5014130690325056,1799,930,False
scpB,,0.99,0.5014121024591496,1985,993,False
menJ,,0.9975,0.5014095617884011,1990,994,False
cspC,,0.992,0.5014082509320797,1987,995,False
pth,,0.988,0.5014081564006645,1981,995,False
cdiI,,0.997,0.5014046219326871,1991,993,False
mazF9,,0.999,0.501403708613277,1992,995,False
ppro0129,,0.9945,0.5013656966978103,1987,994,False
sigE,,0.9935,0.5013586075538986,1987,995,False
acpP,,0.9825,0.5013295397683334,1967,988,False
aspC,,0.971,0.50132525033691,1937,961,False
cadI,,0.9925,0.5013245996492321,1976,988,False
gmk,,0.989,0.5013205562697207,1984,995,False
wag31,,0.9995,0.50131399222794,1992,995,False
etfB,,0.997,0.5013100423515036,1995,998,False
vapB10,,0.9975,0.501307847082495,1989,994,False
pE5,,0.9985,0.5013075427388197,1990,995,False
mmpS2,,0.9985,0.5013052208835341,1991,996,False
bssS,,0.1405,0.5012987012987014,278,110,False
lpqE,,0.9975,0.5012929596262929,1995,996,False
whiB7,,0.9735,0.5012771392081736,1947,990,False
vapC7,,0.9945,0.5012274652942783,1989,995,False
holA,,0.989,0.5012184278317777,1984,995,False
