gene_name,annotation,prevalence,lr_auroc_pyrazinamide,n_train,n_pos,kept_filtered
pncA,,0.931,0.8780005219303106,1865,873,True
rpoB,,0.9865,0.8503500046053237,1977,990,True
embB,,0.9965,0.8407141244259142,1992,998,True
katG,,0.995,0.8191053954247574,1990,994,True
rsmG,,0.9725,0.7065561917253091,1951,967,False
pE_PGRS30,,0.401,0.6931537598204265,801,405,False
pE_PGRS26,,0.4735,0.6873003764966186,947,479,False
fadD15,,0.9825,0.6864797197356295,1961,982,False
gyrA,,0.988,0.6829009586734033,1988,996,False
espK,,0.9585,0.6819392880541603,1914,964,False
rpsL,,0.9885,0.6809309507469778,1985,997,False
lysX,,0.9955,0.6754117499853686,1991,998,False
mbtB,,0.982,0.6683912708814412,1961,981,False
pdtaS,,0.9985,0.664789498837354,1996,998,False
pPE59,,0.78,0.6643001102345473,1553,801,False
pPE18,,0.5595,0.6630122507806869,1118,575,False
ponA1,,0.829,0.661936503573392,1655,856,False
csa3,,0.9935,0.6593085130657806,1986,993,False
fadE17,,0.9865,0.6575606548944941,1964,978,False
eccD3,,0.9915,0.6567847659323367,1976,992,False
dusB,,0.9855,0.6566661413196988,1977,989,False
proX,,0.9895,0.6550662646664706,1979,987,False
plcA,,0.9205,0.6539567682884537,1829,906,False
papA2,,0.99,0.6538237343004077,1976,990,False
wecE,,0.9975,0.6533446912631568,1989,994,False
lhr,,0.968,0.6532767762233882,1936,974,False
mmpL9,,0.9625,0.65311004784689,1921,931,False
opcA,,0.9975,0.652792509584671,1988,994,False
aftB,,0.99,0.6527581793719031,1975,992,False
carA,,0.99,0.6496898039235611,1984,995,False
accD1,,0.9965,0.6495296219263487,1988,995,False
pPE38,,0.541,0.6483178886242329,1074,565,False
bioF2,,0.9385,0.6479209317215271,1874,951,False
ytxK,,0.9935,0.6478154220726697,1989,997,False
lldD,,0.9965,0.6469018438887826,1993,998,False
crtC,,0.9935,0.6454538590569787,1980,986,False
cobN,,0.9765,0.6448578030907184,1955,978,False
ctpF,,0.942,0.6447421201490305,1879,952,False
sufB,,0.978,0.6432955849100522,1962,986,False
mmpL10,,0.997,0.6432024306643883,1989,994,False
plsB1,,0.9625,0.641941813700052,1924,984,False
nodJ,,0.9935,0.6419034937633893,1983,994,False
pPE20,,0.9925,0.6405743799458282,1979,988,False
narL,,0.995,0.6401114042446273,1987,991,False
ethA,,0.9715,0.6393041121996248,1940,946,False
mmaA2,,0.998,0.637930307438833,1996,997,False
amyA,,0.991,0.6376916707525233,1983,994,False
desA,,0.9815,0.6376272692544056,1963,987,False
fadD28,,0.9885,0.6372162083209901,1972,984,False
nlpC,,0.9655,0.6367202272492867,1930,944,False
pPE1,,0.9705,0.636166927069993,1936,972,False
pknA,,0.897,0.6359684776650196,1790,909,False
mftG,,0.998,0.6358903994174535,1997,999,False
lipF,,0.985,0.6353008984047888,1967,985,False
leuS,,0.987,0.635267031326683,1980,993,False
atsD,,0.9945,0.6352550180581339,1989,996,False
pknB,,0.9915,0.6349127068237251,1986,995,False
argS,,0.989,0.6345186503637208,1982,994,False
ramB,,0.992,0.6342515232667447,1985,994,False
narS,,0.995,0.6339575903712109,1987,992,False
eno,,0.982,0.6336156840962975,1972,985,False
ctpD,,0.9715,0.6333791290462316,1941,973,False
bkdC,,0.996,0.6328888495960117,1984,993,False
rpfE,,0.9895,0.631385940615093,1979,992,False
pyrD,,0.991,0.6312262508561922,1981,992,False
lprF,,0.996,0.6304978282319672,1983,990,False
pE23,,0.9835,0.6286655051542116,1964,990,False
pimE,,0.9975,0.6282627994354052,1989,993,False
mhpF,,0.189,0.628081685980459,379,163,False
accD6,,0.997,0.6273857956877611,1994,996,False
guaB,,0.983,0.6273645546372817,1969,990,False
gcvH,,0.99,0.6272125213593116,1989,995,False
cyp121,,0.9425,0.626800213693314,1882,951,False
rskA,,0.9965,0.6266159013564297,1992,996,False
lipU,,0.9955,0.6260843559779955,1983,992,False
polA,,0.988,0.6259481344027482,1978,993,False
csm4,,0.997,0.6257250871525825,1985,991,False
pPE17,,0.9625,0.6256655439033739,1920,941,False
esxJ,,0.1695,0.6252328787540055,339,126,False
cyp138,,0.994,0.6252197543609285,1988,995,False
trmL,,0.989,0.6250982456247103,1986,993,False
preP,,0.916,0.6250203285087006,1830,946,False
mmpL5,,0.984,0.6249936612904061,1966,981,False
ponA2,,0.9815,0.6249531099165903,1962,983,False
lysS,,0.9895,0.6248814780975586,1985,995,False
ybbP,,0.9875,0.6244217547258867,1968,979,False
adnA,,0.9845,0.624281133348603,1969,987,False
pks13,,0.991,0.6241311306967738,1977,988,False
obgE,,0.989,0.6239755980099665,1980,994,False
maf,,0.9955,0.6232702749158266,1989,995,False
ltp2,,0.9875,0.6230999650615534,1973,993,False
hddA,,0.9935,0.6226567187327814,1980,982,False
sdhD,,0.9965,0.6226559504349055,1991,996,False
lipQ,,0.9985,0.622008032128514,1996,996,False
uvrC,,0.989,0.6218774086243966,1986,996,False
spmT,,0.977,0.6213709292205876,1952,971,False
kefB,,0.998,0.6212329468556353,1996,998,False
yprA,,0.9935,0.6210628519579441,1983,992,False
sigG,,0.9945,0.6207550142875757,1990,997,False
ephB,,0.9985,0.6203660407760073,1988,992,False
lipL,,0.997,0.6202297775162097,1994,999,False
ggtA,,0.9975,0.6202058797359822,1989,992,False
fadD23,,0.9905,0.6188621953955517,1976,989,False
chiZ,,0.997,0.6187800167841219,1989,995,False
aRO8,,0.995,0.6183449781439732,1994,999,False
galK,,0.979,0.6180327134867903,1960,981,False
eRF1,,0.996,0.6179317978888658,1981,993,False
pafB,,0.999,0.6179125001263865,1989,994,False
nrdE,,0.989,0.6178441201657304,1982,993,False
nudC,,0.9935,0.6175586174434684,1990,993,False
kdpD,,0.9035,0.6174622312680363,1805,873,False
nrnA,,0.994,0.6167348506032202,1987,991,False
pknJ,,0.9885,0.6164964280914327,1967,982,False
sulP,,0.953,0.6162227642994327,1904,970,False
pE_PGRS46,,0.2775,0.6144657863145259,551,306,False
kgd,,0.9975,0.61371314403342,1991,995,False
pPE25,,0.411,0.6135666708185793,822,393,False
adnB,,0.99,0.6133224498125144,1980,995,False
phiG,,0.9925,0.6125955878138842,1977,984,False
glgP,,0.9935,0.6119486354329858,1990,997,False
mtrB,,0.9935,0.6117707008940283,1991,995,False
kstD,,0.9815,0.6115680473372781,1963,988,False
pPE44,,0.9935,0.6112718321177535,1983,990,False
vapC38,,0.999,0.6108877158533531,1990,994,False
eccE2,,0.982,0.6103545397750937,1960,980,False
hcaE,,0.993,0.609970678938936,1988,997,False
pPE33,,0.9945,0.6099696562398175,1982,992,False
pepE,,0.996,0.6098758040357324,1982,993,False
yhfA,,0.995,0.609663162875724,1989,997,False
ggt,,0.993,0.6095456036014882,1988,994,False
tap,,0.9925,0.6079887838807528,1981,992,False
oxyS,,0.997,0.6079138476376891,1987,994,False
plcC,,0.939,0.6078377143958815,1867,929,False
glfT1,,0.9985,0.6078173380829797,1996,998,False
rfbC,,0.9945,0.606385259062433,1989,996,False
bglS,,0.99,0.6058273192266365,1978,987,False
pks15,,0.8915,0.6055620529038516,1780,908,False
htdY,,0.9875,0.6047068782805953,1966,984,False
lipI,,0.995,0.6041066476434943,1984,991,False
trpG,,0.9975,0.6040232030092283,1994,997,False
pPE3,,0.918,0.6035485803053913,1831,914,False
ansA,,0.992,0.6034225555352317,1984,994,False
dkgA,,0.998,0.6032875219470848,1991,995,False
glpQ1,,0.9955,0.6032676736472425,1984,992,False
otsA,,0.9945,0.6032495375478679,1986,992,False
far,,0.993,0.6032142101494091,1983,992,False
chp1,,0.9985,0.6015996717794875,1992,996,False
stp,,0.995,0.6013515156427298,1987,995,False
umaA,,0.9875,0.6013506292798014,1973,989,False
embC,,0.997,0.6013497319267038,1993,996,False
esxU,,0.9975,0.6012684518201067,1987,990,False
mycP2,,0.5735,0.6003433670093222,1146,593,False
yggS,,0.995,0.6002741412106971,1983,993,False
oxc,,0.9985,0.6001935454605021,1992,995,False
mutT4,,0.986,0.5998882813867523,1971,990,False
mshA,,0.991,0.5991079147239383,1982,991,False
recR,,0.9855,0.598577796732779,1980,989,False
fdhD,,0.9915,0.5982387210130846,1988,996,False
sGA1,,0.9935,0.5981779564467303,1983,991,False
mftR,,0.9955,0.5978094927352339,1993,996,False
purF,,0.9895,0.5977030747490497,1985,993,False
cstA,,0.989,0.5974119987756351,1980,990,False
mycP4,,0.9865,0.5966959554562014,1966,990,False
yqjF,,0.971,0.5965309596197491,1933,968,False
secA2,,0.993,0.5964329322710457,1986,994,False
lppW,,0.9965,0.5959520944764062,1989,994,False
cyp143,,0.9995,0.5951349378838158,1992,994,False
ftsK,,0.264,0.5947119636927805,528,291,False
narJ,,0.994,0.5941060268220436,1983,992,False
skfB,,0.9975,0.593839248669704,1993,996,False
ileS,,0.9865,0.5936726571698697,1974,991,False
mmpL12,,0.9375,0.5935925634416294,1874,931,False
accE5,,0.5575,0.5932411375146085,1114,510,False
recX,,0.9895,0.5932335983774131,1990,996,False
atsB,,0.994,0.592919082772959,1985,992,False
fadD6,,0.997,0.5928775281668298,1993,997,False
ccsB,,0.9945,0.5927303182579564,1985,995,False
dinG,,0.99,0.5925810872544541,1985,995,False
cut5b,,0.8875,0.5925400439628618,1774,901,False
tdh,,0.99,0.5923166016067849,1979,993,False
glcB,,0.9965,0.5922050130411578,1993,998,False
cyp144,,0.9875,0.5918324498214061,1969,983,False
iniR,,0.995,0.5909207889570427,1983,990,False
proV,,0.9845,0.590846822219649,1967,976,False
pPE37,,0.4315,0.5907424100783476,863,351,False
ctpV,,0.9865,0.5900207382145366,1971,993,False
vapC37,,0.997,0.589930823612369,1987,993,False
fadD25,,0.991,0.5895493787522041,1981,991,False
cut1,,0.2705,0.5885735761288858,538,226,False
murG,,0.985,0.5879353087002716,1974,985,False
glgB,,0.9895,0.5875593480744958,1988,997,False
vapB47,,0.344,0.5867178175618073,685,345,False
hepA,,0.93,0.5863121281570479,1859,935,False
lipY,,0.9955,0.5848691340384699,1991,998,False
purU,,0.994,0.5842946344062367,1991,997,False
damX,,0.9905,0.58424529581494,1973,984,False
mprB,,0.958,0.5826364118384267,1911,968,False
gp36,,0.3975,0.5822722721368261,794,298,False
gph,,0.833,0.5819939764933517,1667,844,False
accD2,,0.9965,0.5819924562419653,1991,994,False
dhaA,,0.9925,0.5818492070757932,1983,993,False
cysK2,,0.992,0.5817801257379562,1981,992,False
cya,,0.9785,0.5816117809087287,1956,963,False
tadA,,0.94,0.5813590473783498,1883,952,False
rffA,,0.9785,0.5809495509910783,1957,974,False
fadD32,,0.9965,0.58026652376571,1989,994,False
gyrB,,0.9885,0.579411585736887,1986,996,False
fadD19,,0.545,0.5788898601398601,1087,559,False
oPT,,0.9875,0.578348479471711,1972,985,False
purL,,0.99,0.5782213441941975,1986,994,False
cyp136,,0.9975,0.5781055082051654,1994,998,False
lipJ,,0.976,0.5773032702469992,1947,976,False
eccCb1,,0.997,0.5766215382748754,1989,994,False
rip,,0.9985,0.5763837332743446,1990,993,False
disA,,0.993,0.5758810670678687,1989,993,False
ansP1,,0.9985,0.5755547340266498,1990,994,False
nnr,,0.9295,0.5753724583414834,1854,906,False
fadH2,,0.9925,0.5745236282422213,1985,995,False
pPE28,,0.988,0.574392969728019,1968,994,False
pPE22,,0.9835,0.5743680203334613,1966,983,False
kdpE,,0.9525,0.5737201300665457,1898,912,False
hsdM,,0.9925,0.5736061103462882,1982,988,False
pta,,0.988,0.573381911484321,1986,996,False
nrtS,,1.0,0.5731815446339017,1997,997,False
pheS,,0.9895,0.5731741307297781,1983,994,False
gmhB,,0.992,0.5731035340356827,1981,989,False
cyp135A1,,0.9985,0.5720742265544589,1991,996,False
deaD,,0.9955,0.5717748703274926,1989,994,False
ygiQ,,0.997,0.5716674555140431,1993,995,False
marP,,0.995,0.5716450194520992,1987,995,False
irtA,,0.9985,0.5712510448031743,1993,995,False
pPE13,,0.304,0.5712444213354132,608,314,False
erfK,,0.1195,0.5707741477272728,238,110,False
pPE32,,0.9975,0.5707550845870845,1988,995,False
yjqB,,0.994,0.5706802994014403,1987,996,False
ypfJ,,0.9885,0.5706083827070244,1978,995,False
erp,,0.9845,0.5695600179381137,1963,987,False
pncB1,,0.9935,0.5692420241530317,1980,994,False
osmF,,0.988,0.5691692896377214,1972,982,False
yobV,,0.98,0.5691103718867281,1961,977,False
iniA,,0.9935,0.5690776451382512,1980,990,False
prcA,,0.997,0.5690176055805608,1992,995,False
vapC40,,0.9985,0.568761491750133,1992,996,False
cobM,,0.995,0.5685869041427191,1994,997,False
eccB1,,0.9925,0.5683241094459137,1980,996,False
lpd,,0.9885,0.5682234864660667,1974,982,False
ripC,,0.998,0.5681499772865234,1995,999,False
cpnT,,0.9535,0.567308369888836,1906,952,False
mbtF,,0.995,0.5672005926963534,1988,991,False
pE_PGRS24,,0.5955,0.5671059709521248,1183,572,False
pheT,,0.987,0.5670572490675914,1978,992,False
ctpG,,0.9895,0.566602272960809,1973,985,False
cas10,,0.991,0.5665189039665756,1973,987,False
lppN,,0.994,0.5664874432138239,1987,996,False
hsaB,,0.9965,0.5661003109832008,1992,995,False
ino1,,0.9785,0.5659914298885256,1954,970,False
pPE19,,0.4575,0.5658886565732957,912,531,False
dop,,0.996,0.5653807382447293,1990,996,False
pE3,,0.996,0.5653014066315514,1991,996,False
mazF3,,0.998,0.565113869131143,1992,996,False
kdpA,,0.992,0.5645171421624251,1987,995,False
chlI,,0.9915,0.5640803193222548,1982,992,False
glnD,,0.96,0.5638288148595492,1918,933,False
eccE1,,0.996,0.5635579654642788,1987,996,False
dapD,,0.99,0.5635351327779159,1986,995,False
tatB,,0.9945,0.5633181015859767,1992,999,False
mymA,,0.932,0.5631668785935426,1864,952,False
mmpL6,,0.8865,0.5630636658013755,1772,903,False
pknL,,0.9985,0.5629795503195737,1988,995,False
fhaA,,0.999,0.5629331544824502,1993,994,False
pstP,,0.866,0.5622687534569513,1727,891,False
mez,,0.998,0.5621352007830721,1993,996,False
pE_PGRS5,,0.353,0.5616658528645834,704,384,False
ctpA,,0.9895,0.561343099235292,1973,986,False
eccA3,,0.997,0.5605962407611499,1989,995,False
ispE,,0.99,0.560582227901505,1986,996,False
csm6,,0.7005,0.5604871835694952,1396,571,False
ndhA,,0.9625,0.5603482405167901,1923,964,False
lppA,,0.491,0.5601053828326557,979,385,False
cysNC,,0.9865,0.5596686121390453,1968,989,False
trcS,,0.997,0.5580113267952668,1987,992,False
fadE5,,0.9975,0.5579981427247674,1995,998,False
amrS,,0.9985,0.5576730190571715,1993,997,False
coxL,,0.994,0.5575963332867295,1987,993,False
pknF,,0.9935,0.557512058577653,1982,991,False
lpqI,,0.999,0.5574023046092185,1998,1000,False
mngB,,0.941,0.5573847978314884,1882,932,False
carB,,0.9845,0.5572959139767321,1976,994,False
lppP,,0.994,0.5572459839846668,1985,993,False
fadD4,,0.992,0.5571487220343393,1984,992,False
whiB6,,0.982,0.5570189641510592,1960,977,False
infB,,0.99,0.5569036995611103,1987,996,False
uvrD2,,0.996,0.5568652395333927,1992,998,False
lysM,,0.909,0.5567945582759352,1822,936,False
arcA,,0.9915,0.5567665693597312,1981,992,False
eccA2,,0.934,0.5566603911544064,1864,945,False
cyp128,,0.993,0.5565516455660149,1983,989,False
pccA,,0.979,0.5562003237766985,1957,982,False
murJ,,0.994,0.556032985058948,1990,994,False
echA12,,0.9965,0.5557960485156708,1991,996,False
mas,,0.9765,0.555750697725305,1950,969,False
modC,,0.9955,0.5555350791329813,1993,997,False
yhgE,,0.9645,0.5554772992350175,1932,984,False
espJ,,0.94,0.5554411342082575,1873,949,False
pdc,,0.995,0.5551943183660236,1987,995,False
celA1,,0.9935,0.5549898736158154,1984,993,False
cobK,,0.993,0.5548516875877363,1983,995,False
cysW,,0.9925,0.55471298083576,1990,997,False
pknH,,0.99,0.554510771739921,1976,993,False
dnaE,,0.991,0.5543264628091128,1986,994,False
ureC,,0.985,0.5542232868041169,1973,992,False
birA,,0.9905,0.5541782800642892,1983,995,False
yjiN,,0.993,0.5537198045095854,1986,997,False
recF,,0.9885,0.5536810314197249,1985,995,False
purT,,0.9895,0.5535970196414193,1981,991,False
rpsI,,0.989,0.5533976147258396,1985,996,False
papA1,,0.989,0.5532398939558971,1973,988,False
pE_PGRS11,,0.933,0.5531512687905596,1857,939,False
recC,,0.719,0.5529734277094454,1439,744,False
pimF,,0.99,0.5528348898214553,1980,993,False
cYB5,,0.711,0.5527257318480248,1418,595,False
smc,,0.9695,0.551880861152861,1944,970,False
icdM,,0.998,0.5513048674609586,1994,997,False
nuoG,,0.9845,0.5512208610098284,1969,987,False
terC2,,0.994,0.55078125,1980,988,False
fadD5,,0.989,0.5506373763894683,1978,996,False
aao,,0.9965,0.5504710373753077,1988,992,False
sufD,,0.99,0.5503936010698655,1987,995,False
metK,,0.988,0.5503430085060413,1983,994,False
clcA,,0.9765,0.5502755613791255,1955,976,False
lpqB,,0.9975,0.5502145432005151,1997,999,False
pPE14,,0.993,0.5501582085919436,1986,996,False
eccD4,,0.983,0.5499081598227339,1960,986,False
mkl,,0.998,0.5499079822048728,1996,999,False
fadD11,,0.9975,0.5497505555784706,1994,997,False
moaR1,,0.988,0.5495440180120631,1968,988,False
glnX,,0.994,0.5493762562839475,1989,996,False
ubiA,,0.9955,0.5493740057069265,1990,995,False
pPE66,,0.2155,0.5492908442115721,431,169,False
pPE30,,0.966,0.5492303755482278,1925,978,False
aceE,,0.9945,0.548915197547491,1989,993,False
yjjB,,0.9865,0.5484260879830418,1974,989,False
impA,,0.999,0.5478118398960082,1997,999,False
fprA,,0.9985,0.5477748244734203,1997,1000,False
msbA,,0.958,0.5477495060715333,1916,969,False
pfkB,,0.9795,0.5476933489522322,1960,985,False
eccC4,,0.984,0.5476845237847316,1960,986,False
tcrA,,0.9715,0.5476101135682366,1940,958,False
narG,,0.9925,0.547206157839532,1980,986,False
ctpE,,0.9965,0.5472049626891975,1993,998,False
topA,,0.9905,0.5471526818381939,1988,995,False
lspA,,0.99,0.5470780310659465,1983,993,False
dacB1,,0.985,0.5469892238240861,1961,980,False
plsB,,0.948,0.5467947647824781,1897,982,False
pks1,,0.4685,0.5467363096133595,935,391,False
sLT,,0.9935,0.5467295211348655,1987,994,False
rpfB,,0.9975,0.5467200186040868,1989,995,False
eccC2,,0.681,0.5466151911559826,1362,534,False
esxV,,0.4235,0.546400201387335,846,436,False
cmcI,,0.9955,0.5462133323607303,1987,994,False
eccD2,,0.946,0.5457314344528227,1891,935,False
cut3,,0.997,0.5456713088196855,1987,993,False
lppB,,0.66,0.5456238361266295,1316,537,False
hrcA,,0.989,0.5450903429143382,1980,991,False
hsdS,,0.997,0.5448549732127705,1990,994,False
aftD,,0.9855,0.5446953690661527,1971,987,False
manC,,0.9905,0.5446579617311325,1974,984,False
pPE4,,0.9955,0.5446132902358652,1985,991,False
espA,,0.999,0.5445139001458909,1987,992,False
dacB,,0.992,0.544393496658342,1989,994,False
lrpA,,0.998,0.5441616164055018,1994,998,False
ykfC,,0.7015,0.544080021545557,1402,574,False
cobD,,0.981,0.5440752699010805,1962,973,False
