rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9920438564508568,0.9960621619628764,,
CARD top: CTX-M,CARD,0.7831197789591042,0.8447267855822369,CTX-M,True
CARD all-determinant ceiling,CARD,0.9542139062586962,0.974712582774299,,
ESM GyrA,ESM,0.8609986197197771,0.9332487411952314,GyrA,False
BacF FT OmpK36,Bacformer,0.9974087192041252,0.9989306313095844,OmpK36,True
BacF FT mean ⊕ ESM GyrA,Bacformer,0.9903185061721964,0.9959988554520938,GyrA,False
BacF FT mean ⊕ BacF FT OmpK36,Bacformer,0.9971027136830044,0.9987100722390596,OmpK36,True
BacF FT mean ⊕ frozen BacF ParC,Bacformer,0.9962498046773268,0.9985322873074244,ParC,False
