gene_label,amr_source,n_carriers_reliable,n_carriers_bakta,carrier_recovery,prevalence,esm_lr_auroc_reliable,esm_lr_auroc_bakta,delta_auroc
PmrB,chromosomal,603,600,3,1.0,0.676770775237033,0.6677495817066369,0.009021193530396099
GyrA,chromosomal,603,603,0,1.0,0.8356804238706079,0.8356804238706079,0.0
OmpK36,chromosomal,597,320,277,0.9900497512437811,0.8210750139431121,0.7075432236475181,0.11353179029559402
OmpK35,chromosomal,595,360,235,0.9867330016583747,0.7926380368098159,0.7919129949804797,0.0007250418293361927
ParC,chromosomal,587,587,0,0.9734660033167496,0.8232083100948132,0.8232083100948132,0.0
SHV-OKP-LEN,acquired,562,0,562,0.9320066334991708,0.7847322922476296,,
Sul,acquired,294,294,0,0.48756218905472637,0.7687744004461796,0.7687744004461796,0.0
CTX-M,acquired,291,291,0,0.48258706467661694,0.8033254322364751,0.8033254322364751,0.0
AAC(6'),acquired,257,255,2,0.4262023217247098,0.7573898494143892,0.7622908533184607,-0.004901003904071444
OXA,acquired,233,233,0,0.3864013266998342,0.7428750697155604,0.7428750697155604,0.0
TEM,acquired,199,199,0,0.33001658374792703,0.6885039040713887,0.6885039040713887,0.0
Dfr,acquired,198,198,0,0.3283582089552239,0.675292805354155,0.675292805354155,0.0
ANT(3''),acquired,191,151,40,0.3167495854063018,0.6862730061349693,0.6518614054656999,0.034411600669269404
StrB,acquired,163,0,163,0.2703150912106136,0.6497420524261015,,
Cat,acquired,163,163,0,0.2703150912106136,0.6673800892359176,0.6673800892359176,0.0
StrA,acquired,160,0,160,0.26533996683250416,0.6448968209704405,,
AAC(3),acquired,157,157,0,0.2603648424543947,0.6615518683770217,0.6615518683770217,0.0
MphA,acquired,155,155,0,0.2570480928689884,0.6623675404350251,0.6623675404350251,0.0
Mrx,acquired,150,0,150,0.24875621890547264,0.6559955382041271,,
TetA,acquired,129,129,0,0.21393034825870647,0.6025027886224205,0.6025027886224205,0.0
KPC,acquired,125,125,0,0.20729684908789386,0.6275097601784718,0.6275097601784718,0.0
QnrB,acquired,118,118,0,0.1956882255389718,0.5998047964305633,0.5998047964305633,0.0
APH(3'),acquired,117,116,1,0.19402985074626866,0.6081497490239821,0.6069924707194645,0.0011572783045176172
TetD,acquired,59,59,0,0.0978441127694859,0.5090421081985499,0.5090421081985499,0.0
Arr,acquired,48,48,0,0.07960199004975124,0.5356246514221975,0.5356246514221975,0.0
QnrS,acquired,41,41,0,0.06799336650082918,0.5254322364751813,0.5254322364751813,0.0
NDM,acquired,39,39,0,0.06467661691542288,0.5321109871723368,0.5321109871723368,0.0
MsrE,acquired,37,37,0,0.06135986733001658,0.5295315114333519,0.5295315114333519,0.0
MphE,acquired,37,37,0,0.06135986733001658,0.5295315114333519,0.5295315114333519,0.0
ArmA,acquired,36,36,0,0.05970149253731343,0.5306957612939208,0.5306957612939208,0.0
CmlA,acquired,33,33,0,0.05472636815920398,0.5234662576687117,0.5234662576687117,0.0
APH(4),acquired,17,16,1,0.028192371475953566,0.513127440044618,0.5128973786949247,0.00023006134969327796
ANT(2''),acquired,12,12,0,0.01990049751243781,0.506866982710541,0.506866982710541,0.0
RmtF,acquired,8,7,1,0.013266998341625208,0.5010596765197992,,
