rung,family,auroc,auprc,gene,causal
BacF FT mean,Bacformer,0.9696843853820598,0.9928576263838618,,
CARD top: CTX-M,CARD,0.827027027027027,0.960274149747834,CTX-M,True
CARD all-determinant ceiling,CARD,0.9752045795795796,0.9957380533871086,,
ESM GyrA,ESM,0.8656792174234033,0.968485324684041,GyrA,False
BacF FT OmpK35,Bacformer,0.9853266888150608,0.9974639216487716,OmpK35,True
BacF FT mean ⊕ ESM GyrA,Bacformer,0.9697305278700628,0.9883133319871604,GyrA,False
BacF FT mean ⊕ BacF FT OmpK35,Bacformer,0.9818660022148396,0.9965773819130822,OmpK35,True
BacF FT mean ⊕ frozen BacF OmpK35,Bacformer,0.9871723883351792,0.9976206883835664,OmpK35,True
