gene_name,esm_lr_auroc,frozen_lr_auroc,ft_lr_auroc,delta_ft_minus_esm,prevalence,n_carriers_esm,n_carriers_ft,selection_esm_lr_auroc
aac(3)-IIe,0.7401932428722695,0.7378622691085924,0.7398304835483744,-0.0003627593238950677,0.284,181,181,0.793901692147167
bcsC,0.7281192399701949,0.7335067061453391,0.9730013922114592,0.2448821522412643,0.9335,879,879,0.7873684389602141
nirB,0.7005250205890426,0.7131260049413701,0.9719498803874662,0.27142485979842357,0.9155,845,845,0.7822727169623009
mhpA,0.7145010588650534,0.7220577277540297,0.9748666614377034,0.26036560257264996,0.9335,875,875,0.782123576645647
hypF,0.6976057884622926,0.739597631279658,0.969984117024197,0.27237832856190436,0.937,879,879,0.7801994964387787
pqqF,0.733371896937135,0.6869313502490295,0.9714130946311619,0.23804119769402687,0.9315,874,874,0.7788407884589211
pbpC,0.6878431507117927,0.7243911525942195,0.9785285697478332,0.2906854190360405,0.938,879,879,0.7736344871387741
gcvP,0.7239720185105298,0.6804237421075336,0.968180124710773,0.24420810620024314,0.939,881,881,0.7717591752483781
dsbD,0.6932600298050904,0.670153731518883,0.9719989019177222,0.2787388721126318,0.916,860,860,0.7717279862087737
entF,0.7048756813992705,0.7398329346248872,0.9749990195693949,0.27012333817012446,0.934,876,876,0.7713849067731253
hrpB,0.7029760971018472,0.7390044707635594,0.9755676693203655,0.2725915722185184,0.9335,879,879,0.7712057115637618
tssM,0.6770559629789403,0.6712027922663635,0.9430369818424252,0.2659810188634849,0.764,690,690,0.770765662568616
benC,0.7199841170241972,0.7291437899525472,0.972138613278952,0.25215449625475483,0.935,874,874,0.7704894977997551
pgtC,0.6943997803835443,0.730085003333464,0.968932605200204,0.27453282481665964,0.9035,829,829,0.7699711926688744
fucK,0.673925938272089,0.7202806972822464,0.9754524687242637,0.3015265304521747,0.932,875,875,0.769936601188586
comEC,0.688740244715479,0.7084272912663241,0.9721092003607984,0.2833689556453194,0.9275,868,868,0.7693854057977589
uraD,0.6876936350445115,0.7324699007804227,0.9710821993019334,0.28338856425742187,0.9355,881,881,0.7684361248468902
gatC,0.6944904702145182,0.7125254911957332,0.9691286913212283,0.2746382211067101,0.9335,875,875,0.7684247833779432
thiK,0.7078978587395585,0.6923261696537119,0.9786658300325503,0.2707679712929918,0.939,881,881,0.7683391552873928
scsB,0.7326561825953959,0.7175845131181615,0.9680698262676967,0.23541364367230078,0.917,858,858,0.7683000272195255
ccmI,0.7245896897917565,0.6956963998588179,0.9787467155574728,0.2541570257657163,0.9305,874,874,0.7677664111055663
zraR,0.7020446880269815,0.6781932624808816,0.9784501352994235,0.276405447272442,0.9295,876,876,0.7673076486866579
entD,0.698828875642182,0.7475170594925291,0.9745749833326798,0.2757461076904978,0.9375,880,880,0.7668313069908814
mnmC,0.7087875995137065,0.7298178359935684,0.9726459861171026,0.2638583866033961,0.939,881,881,0.7666986118042008
gspL,0.7339846660653359,0.7423697988156397,0.9768103651123574,0.24282569904702156,0.9255,871,871,0.7663101664927641
menF,0.7105474724498999,0.7337567159496452,0.9779035452370681,0.2673560727871682,0.938,880,880,0.7661791725264255
fadJ,0.7212072042040862,0.7176212792658536,0.9758127769716458,0.2546055727675596,0.938,880,880,0.7653881050673683
hpxE,0.6980911016118279,0.7000666692811481,0.9754745284128788,0.277383426801051,0.935,880,880,0.7639040738556457
ydbH,0.7245676301031412,0.7057874818620338,0.9757392446762618,0.25117161457312065,0.938,881,881,0.763531506600735
piuB,0.7025250990234909,0.7421810659241539,0.9753666810463154,0.2728415820228245,0.937,880,880,0.7634742321825523
