gene_name,annotation,prevalence,lr_auroc_streptomycin,n_train,n_pos,kept_filtered
mazE7,,0.997,0.4989903972840309,1979,993,False
stbD,,0.99,0.49899039728403083,1979,986,False
rplF,,0.9795,0.49897076199762025,1968,992,False
tgs2,,0.9695,0.49896691118219616,1933,972,False
eAL,,0.9925,0.4989353612942419,1981,993,False
cdd,,0.991,0.4989327020104013,1979,991,False
yidH,,0.9385,0.4989252397454015,1869,943,False
csm2,,0.997,0.4989170557357351,1982,997,False
folK,,0.9845,0.498916637981904,1976,992,False
rraA,,0.99,0.49890546960033366,1983,993,False
sodA,,0.9905,0.4988915322235405,1981,993,False
spoIVCA,,0.361,0.4988580113264899,722,249,False
rsmI,,0.9765,0.4988102066603488,1962,984,False
rpfD,,0.996,0.4988074464268241,1981,992,False
hinT,,0.7815,0.498804780876494,1568,815,False
glyA1,,0.9805,0.4987752302567118,1959,987,False
glpQ2,,0.979,0.4987691479031856,1950,983,False
ctpI,,0.823,0.4987508484872791,1642,849,False
purQ,,0.986,0.4987268473506348,1977,994,False
gltD,,0.9875,0.4987243279311291,1977,989,False
vapB15,,0.996,0.4986937731252612,1981,995,False
fadA4,,0.9725,0.49868362208719813,1929,957,False
ctaF,,0.9915,0.4986821334511131,1978,994,False
stf3,,0.909,0.4986716912452711,1810,943,False
mymT,,0.971,0.49866626362903566,1942,972,False
rplB,,0.9775,0.4986595438404354,1964,992,False
coaBC,,0.9835,0.49865181615525833,1976,992,False
ybeY,,0.9805,0.4986337287844178,1977,993,False
vapC4,,0.997,0.49862690481081795,1993,996,False
ufaA1,,0.995,0.49862289313772085,1989,994,False
def,,0.981,0.4986143696981327,1969,987,False
yfmG,,0.997,0.4985984137555246,1991,996,False
vapC11,,0.9965,0.4985979092248391,1991,995,False
vapB11,,0.997,0.49859780487411487,1992,996,False
vapB26,,0.997,0.4985978034606332,1992,995,False
pE5,,0.998,0.498594384637618,1986,995,False
garA,,0.9985,0.4985941793559945,1988,995,False
glmM,,0.9765,0.4985744061664308,1966,988,False
ahpC,,0.9845,0.4985418206454792,1974,990,False
vapC24,,0.9985,0.49851755563178407,1997,998,False
mddA,,0.9975,0.4985040563861873,1992,996,False
vapC5,,0.995,0.49849499004074693,1989,995,False
cmtR,,0.9305,0.49849474358614626,1850,942,False
nadD,,0.985,0.49849097659323366,1976,992,False
dapE,,0.988,0.49848739564045086,1985,992,False
vapC21,,0.981,0.49848581613571097,1958,966,False
gap,,0.9805,0.49847456648828714,1970,988,False
tlyA,,0.995,0.49846511090713463,1987,994,False
panB,,0.986,0.49843905763635993,1983,995,False
mftE,,0.9985,0.4984221200676177,1995,998,False
cysQ,,0.9935,0.49841834476429475,1985,996,False
fadE2,,0.998,0.4984105591535311,1995,996,False
canB,,0.9975,0.49839397832779814,1990,996,False
kdpF,,0.9965,0.4983880935736502,1987,997,False
pPE46,,0.1585,0.4983824969139744,314,123,False
pup,,0.9975,0.4983822042467138,1984,995,False
mtp,,0.989,0.4983812058932772,1969,984,False
pyrB,,0.98,0.49837748850505853,1968,986,False
ctaG,,0.99,0.4983752764782028,1981,991,False
ylaK,,0.984,0.4983729974262747,1970,991,False
cyp139,,0.9935,0.49834260901473915,1981,996,False
pknE,,0.998,0.498330034008426,1985,995,False
vapB40,,0.994,0.49830680370926467,1983,996,False
sirB,,0.9835,0.49830313295567796,1968,983,False
ahpE,,0.997,0.4983015987103114,1985,996,False
metZ,,0.992,0.49829927143506203,1986,994,False
vapB36,,0.9975,0.49828840133029595,1985,996,False
ctaD,,0.9865,0.4982496237532842,1980,995,False
fadE10,,0.988,0.4982492123765441,1974,993,False
purA,,0.9825,0.4982156664485814,1975,989,False
dksA,,0.9745,0.4981972675914239,1955,981,False
cnoX,,0.9925,0.4981868025674673,1983,990,False
nuoE,,0.9875,0.49817799115242695,1981,996,False
xseB,,0.985,0.49817483780898414,1974,990,False
rplK,,0.974,0.4981693708282728,1963,985,False
vapB46,,0.997,0.49812906448127536,1981,996,False
lCB5,,0.9925,0.49810897742369287,1983,994,False
hadC,,0.9985,0.4981089433375769,1996,998,False
ift,,0.9955,0.49810393073445713,1987,994,False
ppx2,,0.9965,0.49804292331456695,1982,993,False
menJ,,0.9975,0.4980357739886326,1993,997,False
cas6,,0.9965,0.49802913479475713,1982,996,False
argB,,0.9855,0.4980237295586874,1978,993,False
pks10,,0.898,0.49800572899670037,1792,951,False
pptH,,0.995,0.4980026327318751,1986,994,False
sugC,,0.9945,0.4979975243591522,1988,997,False
vapB33,,0.9985,0.49799447838274735,1991,998,False
tACO1,,0.988,0.49798491500619163,1977,990,False
ycaQ,,0.9895,0.49798133359778596,1978,989,False
htrA,,0.994,0.49796707071199775,1984,996,False
argA,,0.9725,0.49796706787133593,1947,981,False
pth,,0.981,0.497946457138638,1975,991,False
tsf,,0.982,0.4979444294190926,1976,992,False
esxC,,0.9925,0.497923725185611,1981,993,False
mtrA,,0.996,0.4979212625148481,1990,996,False
adhB,,0.9965,0.49791076595096695,1985,995,False
hrp1,,0.9965,0.4978992673842418,1975,992,False
vapC13,,0.999,0.4978966988302561,1992,998,False
ideR,,0.998,0.49788914329713074,1987,995,False
hAMP,,0.953,0.497888594635709,1898,945,False
rbpA,,0.997,0.49788464903179086,1983,996,False
espC,,0.9985,0.4978834547836893,1976,993,False
rnc,,0.9835,0.49788246502789063,1976,991,False
eccB3,,0.9975,0.4978818334094717,1985,995,False
prpD,,0.9925,0.49787899050687423,1987,997,False
rnd,,0.9915,0.4978762284510905,1980,992,False
trpB,,0.983,0.49787303933645394,1974,990,False
mce,,0.969,0.4978551675039999,1936,957,False
rplW,,0.977,0.49783983688245753,1961,991,False
cdiI,,0.9935,0.497828699501544,1986,995,False
proW,,0.9905,0.4978265976243732,1979,989,False
hadA,,0.9985,0.4978067357159208,1996,998,False
yfcH,,0.995,0.4978051741851125,1985,996,False
rsfS,,0.98,0.49779712013754573,1977,990,False
esxN,,0.565,0.49779636728523596,1120,467,False
espF,,0.9965,0.49779511859397696,1988,995,False
esxG,,0.9985,0.49779187385262547,1987,996,False
lpqV,,0.995,0.49779162781567454,1978,994,False
vapC8,,0.9955,0.49778701499546574,1988,996,False
echA6,,0.934,0.497779296600828,1865,954,False
mazF5,,0.9855,0.4977571189801405,1963,990,False
prpR,,0.986,0.4977487257425845,1967,990,False
tuf,,0.977,0.49774610136452235,1960,988,False
cmaA1,,0.903,0.4977232102735143,1794,956,False
rimP,,0.98,0.4977149544222715,1974,990,False
ureB,,0.993,0.49770085366592,1991,996,False
sigH,,0.9915,0.4976963526005406,1986,995,False
trm112,,0.996,0.49769066194283684,1989,996,False
echA14,,0.9975,0.49763894612655857,1990,996,False
hemL,,0.9855,0.4976343890143134,1977,991,False
mhpE,,0.994,0.49763260800033016,1969,990,False
msrA,,0.9515,0.49762431400830226,1908,976,False
mctB,,0.998,0.49760296020036043,1991,998,False
adoK,,0.998,0.4975953258037194,1987,996,False
mftC,,0.9965,0.49758884785372653,1991,995,False
tmk,,0.9845,0.497521634100847,1981,991,False
rpmA,,0.981,0.49751220775377336,1973,992,False
acpS,,0.9885,0.49748796570951254,1984,993,False
nrdH,,0.9935,0.4974869592461183,1983,992,False
fmdB,,0.9925,0.49748686836692635,1985,998,False
manA,,0.99,0.4974864928353301,1979,990,False
rplS,,0.981,0.4974855369565441,1973,990,False
adk,,0.987,0.49748088487443903,1975,991,False
mntR,,0.8975,0.49747761578396704,1796,949,False
alkX,,0.99,0.49739703941348534,1978,991,False
mazF4,,0.9985,0.4973953958163357,1994,997,False
iscR,,0.988,0.4973846128653917,1977,994,False
mmpS2,,0.9965,0.4973776223776224,1978,990,False
hns,,0.984,0.4973733173380739,1965,987,False
cbrC,,0.9975,0.4973293576721372,1990,996,False
yncE,,0.904,0.4973081565239487,1810,926,False
cydC,,0.988,0.49729923346944616,1977,990,False
vapB51,,0.9985,0.49729840060501385,1997,998,False
prp1,,0.977,0.49722953028747435,1934,974,False
esxR,,0.36,0.4971923275806348,706,324,False
ugpQ,,0.9145,0.4971581326922387,1829,930,False
rplR,,0.978,0.49715452292543844,1965,992,False
rplI,,0.9775,0.4971310178838388,1967,989,False
mbtC,,0.997,0.4971290914000653,1985,994,False
fbiB,,0.9985,0.4971261479830273,1995,998,False
ribF,,0.9845,0.4971240818772819,1981,994,False
sepH,,0.9975,0.49709671182221365,1993,997,False
zapE,,0.9895,0.4970932429644428,1979,993,False
vapB45,,0.9665,0.4970844486603082,1922,956,False
pE_PGRS44,,0.339,0.4970693238130761,677,294,False
coaD,,0.981,0.4970662885210189,1973,990,False
rplT,,0.9805,0.49706565140681586,1969,990,False
vapC28,,0.9975,0.4970055603118282,1994,997,False
mdh,,0.988,0.4970052099195569,1985,996,False
pcrA,,0.988,0.4970024152611757,1977,992,False
ctaA,,0.9935,0.4969956191829181,1984,993,False
ydcJ,,0.9875,0.49698249259381166,1972,992,False
pyc,,0.984,0.49697025891362356,1965,989,False
ephA,,0.9605,0.49696526625944504,1899,978,False
esxS,,0.742,0.4969553258085934,1461,811,False
pafA,,0.998,0.4969351938525384,1986,997,False
aroC,,0.9795,0.49693374271622465,1972,987,False
nucS,,0.9705,0.4969241464131976,1934,959,False
exoIX,,0.777,0.4969237072628952,1547,861,False
cydB,,0.986,0.4969210285003152,1977,993,False
hsaC,,0.9965,0.49691306794489265,1988,994,False
clpP2,,0.997,0.4969057070608203,1991,997,False
rne,,0.9975,0.4968601802984772,1990,995,False
eccD5,,0.9975,0.4968364409452023,1983,993,False
copG,,0.98,0.49680065542488544,1964,990,False
aspS,,0.912,0.49679349585696647,1827,890,False
hisG,,0.982,0.49679026128776005,1978,991,False
ackA,,0.991,0.4967332252902384,1981,991,False
mce3R,,0.9975,0.4967141459061199,1986,995,False
mmpR5,,0.9965,0.4967139916449719,1991,995,False
stf0,,0.998,0.4967070468386331,1986,995,False
fxsA,,0.993,0.4966985026552642,1981,995,False
menC,,0.991,0.4966957918949659,1982,991,False
dmpA,,0.995,0.49668570200485096,1977,990,False
rslA,,0.9985,0.49666725251105026,1990,996,False
udg4,,0.9895,0.49666664615687534,1975,991,False
ybjN,,0.9715,0.4966622557368469,1947,981,False
frmB,,0.936,0.49661158377340486,1863,926,False
rsgA,,0.985,0.49659286777773426,1971,989,False
infA,,0.979,0.49658381646632316,1973,991,False
clgR,,0.9965,0.4965835212278697,1989,994,False
rpsT,,0.9815,0.496573247976987,1976,989,False
glyQS,,0.994,0.49654589658444026,1978,992,False
cmrA,,0.9985,0.4965337479421986,1984,994,False
radA,,0.9785,0.4964889903329753,1968,988,False
vapC39,,0.998,0.4964874588898855,1990,996,False
mazE3,,0.9985,0.4964859402327586,1992,997,False
vapC35,,0.9965,0.49647023555474257,1984,994,False
acpP,,0.975,0.4964456538803705,1955,985,False
yajQ,,0.9855,0.49643392778114703,1976,988,False
coxG,,0.993,0.4964024444552403,1988,992,False
vapC30,,0.997,0.49639480691069193,1993,996,False
accA3,,0.9965,0.49638948511401226,1990,995,False
sigJ,,0.9745,0.4963810364822164,1939,965,False
ilvE,,0.9845,0.4963729142079727,1976,992,False
moaE2,,0.994,0.49637178398850723,1980,992,False
ung,,0.9855,0.4963545023774761,1971,989,False
rpsF,,0.9775,0.4963246392873832,1967,988,False
icl,,0.9955,0.49628840515398537,1987,994,False
khtT,,0.9965,0.4962020815825198,1990,998,False
raaS,,0.996,0.4961949114039073,1986,994,False
echA17,,0.9975,0.4961295332386949,1989,996,False
rimM,,0.981,0.49609972902187094,1970,991,False
cpfC,,0.998,0.49609722742524764,1993,996,False
fadD12,,0.999,0.49609370279513243,1993,997,False
emrE,,0.9805,0.49603890215045915,1959,989,False
oprA,,0.998,0.4959960566612526,1990,994,False
pknI,,0.9965,0.4959920815213864,1986,994,False
glfT2,,0.998,0.49597787119249126,1986,995,False
rpsB,,0.982,0.49597558918402956,1972,988,False
rsfB,,0.996,0.49596973940909894,1981,994,False
kanY,,0.999,0.49580280075639394,1991,997,False
octT,,0.9985,0.495783944676583,1985,996,False
hpf,,0.987,0.4957670050865957,1971,991,False
pspE,,0.9665,0.4957027435343492,1935,978,False
rplJ,,0.981,0.4956622966268466,1974,993,False
yadH,,0.9895,0.49562250152691556,1979,993,False
purK,,0.983,0.49562147169262893,1970,991,False
mmr,,0.9975,0.4955992145823981,1989,996,False
gpgP,,0.9975,0.49557249811812093,1983,995,False
ftsX,,0.984,0.49550512121435414,1977,993,False
mbtL,,0.9985,0.4954880462920664,1985,995,False
glpD1,,0.9955,0.49548762469745244,1982,993,False
era,,0.9835,0.49541167395846936,1980,992,False
znuB,,0.987,0.49538245508327156,1969,986,False
lipX,,0.9985,0.4953758692452159,1985,995,False
lprN,,0.9985,0.4951929545593542,1981,996,False
sodC,,0.993,0.4951830726211704,1987,995,False
vapC2,,0.9975,0.4951814628699051,1985,995,False
glf,,0.9925,0.49512258261001985,1985,995,False
serS,,0.983,0.4951092479674797,1976,992,False
cut4,,0.99,0.49502517623363546,1968,993,False
hyfE,,0.9975,0.4949976063407174,1988,997,False
bioF1,,0.991,0.49496632483045083,1980,989,False
yraN,,0.988,0.49492252059823183,1985,997,False
choD,,0.996,0.4949115892465533,1978,993,False
crgA,,0.997,0.4949007083610825,1991,995,False
argR,,0.989,0.49485398954967175,1979,991,False
lprP,,0.954,0.49484637785954105,1905,958,False
furA,,0.9965,0.49470414033496757,1988,994,False
asd,,0.984,0.49464269901709024,1971,989,False
bluB,,0.993,0.49459922602442125,1985,996,False
ribE,,0.9875,0.49459760964256194,1986,995,False
hpnD,,0.9915,0.49459710102297605,1979,992,False
hom,,0.998,0.49458835927597944,1983,994,False
aph,,0.993,0.49455713319810685,1976,990,False
chsH1,,0.9965,0.4944966168804118,1989,996,False
yaeI,,0.995,0.4943950423439303,1982,993,False
pduO,,0.973,0.4943813488188842,1933,957,False
ndk,,0.985,0.4943598331648129,1981,992,False
meaB,,0.9945,0.49423901109168394,1990,997,False
hisH,,0.9795,0.4941918412075103,1968,991,False
sbm,,0.9935,0.4941802033422928,1984,995,False
putA,,0.9865,0.49415471307281045,1977,993,False
mesT,,0.9875,0.4940959880725368,1971,988,False
fadA5,,0.996,0.49399464593865605,1988,995,False
purR,,0.986,0.49398764029010583,1973,991,False
idsA2,,0.9965,0.49395670928601715,1981,992,False
rph,,0.9845,0.4938988240262483,1985,993,False
pxpC,,0.9905,0.4938801564686297,1979,990,False
mazE6,,0.9945,0.49366642562110086,1979,996,False
modB,,0.9855,0.4935940298873702,1978,996,False
whiB3,,0.9985,0.4935212499745692,1983,995,False
rplX,,0.979,0.49351363031983636,1967,993,False
mmsA,,0.9865,0.49346587656017404,1978,994,False
recO,,0.9825,0.49341650613093596,1981,991,False
ald,,0.977,0.49341016857101083,1957,977,False
amiA2,,0.9805,0.49339580253963994,1952,976,False
yceI,,0.9875,0.49323246771395923,1973,989,False
vapB18,,0.602,0.4931791795665635,1204,456,False
pdxT,,0.989,0.4931728577777234,1981,993,False
arfC,,0.997,0.49312457913815566,1992,998,False
mtnN,,0.5235,0.493106342165208,1047,608,False
gatB,,0.983,0.4929624050034247,1981,992,False
bioD,,0.987,0.4928995851098016,1977,991,False
rpmF,,0.9835,0.49252023270160183,1979,991,False
fbaA,,0.995,0.4922712152310851,1989,994,False
caeA,,0.998,0.4920447518134625,1988,997,False
parB,,0.9875,0.4918636248736097,1981,992,False
miaA,,0.986,0.49156167271301104,1979,992,False
pPE50,,0.297,0.4913983765108133,592,233,False
iunH,,0.997,0.49091002774232195,1980,993,False
mmcO,,0.996,0.49068577287791465,1983,994,False
trpE,,0.9885,0.4906094783712417,1980,994,False
gloA,,0.9785,0.49030316054365836,1963,991,False
trmI,,0.999,0.490161586884009,1986,997,False
kmtR,,0.9975,0.4900674794338937,1982,993,False
pks11,,0.9935,0.48926599856485864,1981,992,False
cobH,,0.9865,0.4889540822386394,1968,989,False
espL,,0.992,0.4882308105250649,1976,994,False
mmaA4,,0.989,0.48810043354969845,1976,992,False
mscS,,0.318,0.4876927803379416,640,465,False
asnB,,0.9855,0.4874865931438771,1977,993,False
sigC,,0.9985,0.48658082713466005,1982,995,False
istB,,0.24,0.4862740076824584,488,213,False
ppsB,,0.9475,0.4860906159173275,1889,961,False
lppD,,0.347,0.48594620687318985,693,302,False
upp,,0.985,0.4835498057913233,1973,988,False
esxW,,0.288,0.47855028595154225,576,197,False
cysG2,,0.2365,0.4750445632798574,473,374,False
aceAa,,0.2965,0.4747344570455799,591,233,False
hisI,,0.9885,0.47291193872588755,1987,995,False
esxL,,0.26,0.4714716078538232,518,227,False
frdD,,0.1035,0.45961934156378603,207,72,False
dnaC,,0.129,0.41564360119047616,256,112,False
