gene_name,annotation,prevalence,lr_auroc_streptomycin,n_train,n_pos,kept_filtered
mycP1,,0.9935,0.5311713557380684,1983,994,False
fabG4,,0.997,0.5309569631663295,1994,997,False
cysW,,0.987,0.5309438888524268,1975,992,False
xPB,,0.984,0.530904368984716,1958,986,False
cyp124,,0.997,0.5306460740247939,1986,992,False
aroG,,0.9765,0.5304501654539009,1947,971,False
ssd,,0.9955,0.5303784707652315,1977,995,False
lgt,,0.9805,0.5303625115812628,1969,983,False
argH,,0.9835,0.5303620141523946,1975,995,False
eccD2,,0.967,0.5303395490366036,1930,979,False
efpA,,0.997,0.5303203056724183,1984,994,False
cDA1,,0.9915,0.5299536146968171,1983,993,False
pknL,,0.9975,0.5297955579788133,1983,994,False
pdc,,0.9965,0.5295135942604834,1984,995,False
ntrY,,0.9795,0.529290247956579,1961,982,False
nuoG,,0.9725,0.5292562592047128,1950,980,False
pPE26,,0.9205,0.5291843071527529,1818,932,False
hsdS,,0.995,0.5291055810670475,1986,992,False
lprE,,0.3745,0.5290967439454198,751,507,False
dnaA,,0.9765,0.5289613648183025,1965,987,False
cyp137,,0.994,0.5288861461122164,1977,993,False
ppgK,,0.998,0.5287865739990274,1987,995,False
accC,,0.9775,0.5287498216738397,1960,989,False
gnd,,0.987,0.5286331537890617,1974,993,False
esxH,,0.998,0.5286214118016926,1986,995,False
pasT,,0.9955,0.5285732268557215,1993,995,False
vapC46,,0.9935,0.5285385784092309,1974,994,False
yccF,,0.995,0.5284997853589555,1990,995,False
cut3,,0.997,0.5284787666804132,1982,995,False
fadE34,,0.994,0.5283092760434149,1983,993,False
ygcG,,0.9945,0.528266355988005,1981,994,False
recF,,0.981,0.5281069050639351,1963,986,False
metH,,0.9465,0.5280643163621886,1902,962,False
mtc28,,0.9965,0.5279516293742352,1989,995,False
pE_PGRS16,,0.4695,0.527714772089485,934,517,False
pPE49,,0.932,0.5275537234619571,1852,939,False
idsA1,,0.997,0.5274661869857648,1980,992,False
lipJ,,0.983,0.527119287623922,1961,990,False
dacB1,,0.9875,0.5268929973958988,1955,987,False
pgi,,0.9865,0.5268831925310166,1975,993,False
icdM,,0.9945,0.5268066374684852,1990,998,False
lppM,,0.999,0.5267095523172145,1986,997,False
hisJ,,0.986,0.5265426161586269,1973,992,False
ddlA,,0.9955,0.5264538554936063,1985,997,False
moaR1,,0.9925,0.5264036535880147,1972,987,False
araD,,0.985,0.526213403066195,1975,990,False
dprE1,,0.998,0.5262086663215453,1989,997,False
cHAD,,0.993,0.5260710119546025,1978,991,False
ygaE,,0.983,0.5259894022189104,1966,976,False
ppk,,0.975,0.5258586142053361,1940,983,False
uvrB,,0.9785,0.5257324142252858,1970,988,False
infC,,0.9815,0.525723117118229,1972,990,False
ftsH,,0.9785,0.5255937214494676,1964,987,False
gltP,,0.9855,0.5255589921699994,1973,988,False
ypbQ,,0.995,0.525335474135084,1984,995,False
purN,,0.983,0.52515172399605,1972,992,False
ligC,,0.9975,0.5250513635609912,1989,996,False
nuoM,,0.991,0.5250410733844468,1986,996,False
pknF,,0.994,0.5250354715280161,1976,991,False
vapB21,,0.993,0.5249053791097847,1982,993,False
glxK,,0.9335,0.5248927549221852,1861,938,False
pPE4,,0.9965,0.5248199499521902,1983,995,False
spoVK,,0.992,0.5246017753072745,1984,995,False
cyp132,,0.9955,0.5245704999226126,1982,994,False
mbtG,,0.998,0.5244084308981639,1987,996,False
csm6,,0.617,0.5242859940455749,1224,463,False
splB,,0.979,0.5242384503802253,1955,982,False
mmpL1,,0.935,0.5241398529073776,1866,950,False
fadD29,,0.9685,0.5240004629694129,1932,959,False
frdA,,0.995,0.5238675513847671,1988,994,False
rnj,,0.982,0.523840960302552,1960,974,False
atsA,,0.996,0.5238231561849651,1985,995,False
cobT,,0.9925,0.5237517405604072,1986,997,False
acg,,0.9965,0.5234500174155347,1976,990,False
lys2b,,0.9935,0.5234331416335772,1975,992,False
ilvA,,0.98,0.5232806620898217,1968,991,False
mmpL3,,0.996,0.5232514374166258,1991,993,False
ppsC,,0.698,0.5232034392185834,1399,744,False
pPE10,,0.9535,0.5229991180685702,1905,965,False
lipE,,0.9965,0.5229940954534587,1987,996,False
nuoF,,0.9885,0.5229743847701593,1982,994,False
nadB,,0.987,0.5229421929237728,1982,993,False
cmaA2,,0.997,0.5229008997967542,1979,990,False
eis,,0.987,0.5228327880412521,1964,985,False
iap,,0.995,0.5227556786749008,1976,994,False
yhaK,,0.993,0.5227423549910356,1990,995,False
ask,,0.9975,0.5226725132233463,1984,995,False
narG,,0.9965,0.522606610459433,1982,992,False
secY,,0.9765,0.5225437632891852,1961,989,False
arfA,,0.997,0.5225309093108471,1992,997,False
pyrC,,0.9835,0.5224099581948762,1970,988,False
pafC,,0.9905,0.5223101115324652,1967,988,False
apa,,0.9865,0.5220507598308006,1970,988,False
accD4,,0.998,0.5220452517139265,1986,996,False
folC,,0.9875,0.5219891165133623,1979,993,False
recC,,0.8745,0.5218701473503387,1749,906,False
inhA,,0.9985,0.5217709515416374,1994,998,False
tkt,,0.984,0.5216136557120596,1976,993,False
car,,0.998,0.5213645963014673,1992,997,False
murF,,0.986,0.5213610595753453,1970,990,False
pknK,,0.9905,0.521323298678978,1975,989,False
sdaA,,0.992,0.5211972642115242,1981,995,False
cas1,,0.6105,0.5211883751437504,1213,459,False
hisB,,0.9795,0.5211134866042841,1968,990,False
mqo,,0.988,0.5211022728664074,1980,994,False
pPE16,,0.642,0.5210478348375338,1282,515,False
fadA,,0.9945,0.5210255940289086,1982,995,False
cyp51,,0.9955,0.5208552044077831,1982,991,False
apeB,,0.997,0.5206888850642539,1976,992,False
rsmE,,0.9925,0.5206242587821535,1978,990,False
pncB2,,0.9965,0.5205899388305761,1991,994,False
fes,,0.984,0.5205456414089508,1963,990,False
pPE15,,0.9755,0.5205151638527707,1922,964,False
lspA,,0.9815,0.5204194999196874,1971,988,False
pit,,0.9935,0.5203059933770128,1985,991,False
mmpL7,,0.995,0.520206881180094,1987,995,False
lepA,,0.982,0.5201841287367605,1978,990,False
ispH1,,0.993,0.5201526919862189,1981,996,False
ispD,,0.989,0.5199273815911419,1984,996,False
lpqL,,0.9985,0.5196441026486273,1995,998,False
metG,,0.983,0.519626460167534,1973,989,False
nit2,,0.9925,0.51952325553065,1985,993,False
pE_PGRS36,,0.5295,0.5194672131147541,1052,564,False
cmk,,0.9835,0.5193388570153695,1977,991,False
dinB1,,0.995,0.5192508362558006,1988,995,False
eccC3,,0.9905,0.5191606741295376,1971,987,False
moxR1,,0.9975,0.5191604965650721,1992,997,False
phoR,,0.9905,0.5190547414035969,1976,991,False
idsB,,0.6415,0.5189889336016097,1273,497,False
secBL,,0.9975,0.5189416780874068,1985,995,False
sigM,,0.9935,0.518930272599174,1985,997,False
accA1,,0.9885,0.5189047234641497,1966,990,False
ctpE,,0.9965,0.5188800427842022,1991,996,False
valS,,0.9855,0.5188655518231184,1982,991,False
ldtMt2,,0.9975,0.5188028043695426,1989,996,False
secF,,0.985,0.5187672643134538,1981,995,False
caeB,,0.997,0.5187659729828404,1986,996,False
narH,,0.9925,0.5187281874816531,1981,992,False
desA3,,0.994,0.5186142835389068,1985,995,False
bglX,,0.9805,0.5186140999076316,1961,984,False
nuoJ,,0.993,0.5186063347684269,1989,998,False
ychF,,0.977,0.5184768462587432,1964,985,False
fadD30,,0.5835,0.5184605199500929,1165,424,False
yqeY,,0.994,0.51838523926624,1982,995,False
plcD,,0.328,0.5183154166407755,649,231,False
egtA,,0.9925,0.518197540709014,1973,994,False
cut6,,0.9975,0.5179330998426476,1985,995,False
ctpJ,,0.9955,0.5179265011928329,1985,995,False
speE,,0.9875,0.5179079579517925,1974,994,False
sLT,,0.993,0.5178557986715085,1983,993,False
mmuM,,0.997,0.5178451661387291,1990,998,False
ag85C,,0.9985,0.5178431443491683,1995,996,False
comFC,,0.989,0.517820885217505,1979,992,False
devR,,0.9975,0.5177288622624631,1996,997,False
dnaX,,0.986,0.5176992194069462,1975,988,False
luxR,,0.801,0.5176399965967852,1605,899,False
eccC5,,0.996,0.5176250332944045,1976,990,False
ureH,,0.9965,0.5175899598494988,1990,995,False
eccCa1,,0.997,0.5175758365453768,1990,994,False
mrp,,0.9925,0.5175075579716577,1980,993,False
tcrA,,0.9915,0.5174508590001549,1982,994,False
tilS,,0.9865,0.5172397896619655,1976,989,False
fas,,0.9885,0.5171785710608416,1971,986,False
pE_PGRS5,,0.556,0.5171206148800173,1110,621,False
csm5,,0.6205,0.5171122934626436,1232,464,False
rbsK,,0.985,0.5168874766031483,1970,988,False
tcmP,,0.9445,0.5168783165640622,1882,964,False
pfkB,,0.9785,0.5168676091300314,1960,983,False
plcB,,0.9225,0.5167853375527426,1829,960,False
nrdZ,,0.9805,0.5167524134523782,1959,977,False
apt,,0.987,0.516499842330658,1983,993,False
pstB2,,0.9925,0.5164455882652127,1983,995,False
ctpB,,0.993,0.5164441629560088,1982,991,False
cobD,,0.9825,0.5163751045622933,1962,985,False
cyp125,,0.996,0.5163010914626247,1988,996,False
glyA2,,0.9955,0.5162852112676057,1986,994,False
hIS2,,0.9945,0.5162133763657648,1984,992,False
rsbU,,0.986,0.5161817918656825,1967,987,False
mbtM,,0.9985,0.5161626313385109,1985,995,False
accD3,,0.9955,0.5161421765295888,1989,997,False
citB,,0.9805,0.5161068085959785,1962,983,False
ipdE2,,0.9965,0.5160915565585604,1989,993,False
sppA,,0.989,0.5160407113755681,1978,993,False
ansP,,0.976,0.5159710813429377,1949,984,False
dmpG,,0.997,0.5159523636715537,1992,996,False
espJ,,0.954,0.5159489200889018,1902,973,False
pPE42,,0.9835,0.5159242717720215,1962,986,False
mmpL4,,0.9935,0.5159018277356139,1985,996,False
ephD,,0.9975,0.5158905045003425,1987,996,False
cfp32,,0.9465,0.5158537949549751,1891,941,False
fbpA,,0.9925,0.515853351509346,1977,993,False
nuoH,,0.99,0.5158374112235697,1987,997,False
fadD17,,0.997,0.5157086959144509,1978,997,False
vapB48,,0.991,0.5156563902556963,1976,993,False
ilvD,,0.98,0.5156033093125696,1965,988,False
pPE29,,0.946,0.5155610974258539,1882,951,False
cyp142,,0.994,0.5155402137333068,1982,995,False
tatD,,0.983,0.5154551619963624,1973,990,False
tgs4,,0.9965,0.5153853635407611,1987,994,False
argC,,0.9845,0.5153586705816922,1978,992,False
mbtE,,0.987,0.5153517995553686,1965,986,False
gdh,,0.9785,0.5153373911438495,1953,976,False
jefA,,0.9925,0.5152948167537132,1981,993,False
dtd,,0.986,0.5151826818972295,1978,989,False
glpD2,,0.9925,0.5151128751462668,1981,993,False
emrB,,0.9935,0.5150779173928286,1984,995,False
impA,,0.996,0.5150703619914068,1991,997,False
yggE,,0.994,0.5148880413146347,1976,993,False
lipN,,0.996,0.5148390342052314,1988,994,False
mrr,,0.9915,0.5146685566324494,1977,995,False
cadC1,,0.9915,0.5146388399124955,1980,984,False
espG3,,0.998,0.514590104914076,1986,995,False
trmA,,0.983,0.5145137279110393,1952,984,False
nrp,,0.9955,0.5145135364004685,1986,991,False
korB,,0.997,0.5144999417673021,1996,998,False
cobB,,0.3795,0.5144883689659809,758,536,False
modF,,0.995,0.5144678995380536,1986,995,False
pxpB,,0.984,0.5144321386453365,1975,990,False
yoaK,,0.993,0.5144078827874311,1991,996,False
cpsY,,0.9975,0.5144038727948431,1978,993,False
ftsI,,0.986,0.5143099107581464,1977,992,False
pckG,,0.9975,0.5142230298108756,1995,998,False
vapB34,,0.998,0.5142063854626668,1985,995,False
nadA,,0.987,0.5141846025648843,1984,994,False
dosT,,0.6205,0.5141828011775362,1228,460,False
ispH,,0.976,0.5138012420804848,1958,986,False
fabG3,,0.997,0.513789977724664,1984,996,False
punA,,0.998,0.5137608126097977,1987,994,False
vapC36,,0.998,0.513750893721889,1986,995,False
ilvB1,,0.9975,0.5136946128820394,1982,995,False
dinP,,0.99,0.5136649316984858,1972,992,False
eccB2,,0.9855,0.5136595779875319,1967,985,False
acs,,0.9835,0.5135563123377651,1973,994,False
mbtD,,0.998,0.5135450986590155,1987,996,False
fumC,,0.988,0.5135066065473389,1988,995,False
ripD,,0.9945,0.5134917367105861,1986,994,False
helY,,0.992,0.513475733188506,1972,988,False
deoA,,0.994,0.513454844333951,1983,994,False
hemD,,0.993,0.5134368244670596,1975,988,False
aceE,,0.9925,0.5134328815532792,1979,994,False
lipR,,0.9465,0.5133991102052543,1888,956,False
cyp135B1,,0.996,0.5133345117547536,1990,995,False
sixA,,0.9945,0.5132988198619461,1988,998,False
mngR,,0.9875,0.5132524351819436,1971,991,False
nrdB,,0.9045,0.5132297264289204,1810,920,False
vapC48,,0.9955,0.5131657968113248,1979,994,False
amiD,,0.9925,0.513147342472686,1980,994,False
pE16,,0.9815,0.5130864787486227,1958,982,False
cysE,,0.985,0.5130081300813008,1974,990,False
rpsZ,,0.9955,0.5129689426883884,1986,994,False
lpqA,,0.9985,0.512917560931987,1984,996,False
hisS,,0.983,0.5129161800561395,1976,990,False
secG,,0.982,0.5129064378211083,1974,989,False
scoB,,0.998,0.5128678224747071,1985,994,False
glgM,,0.9875,0.5128455541247752,1969,993,False
dipZ,,0.996,0.5128196017680249,1985,994,False
senX3,,0.998,0.5127881638970349,1982,992,False
csm3,,0.997,0.5127697814254947,1982,997,False
thiO,,0.9935,0.5127336885635421,1989,995,False
treY,,0.994,0.512730343949353,1991,997,False
chp2,,0.997,0.5127265988308451,1982,993,False
murA,,0.958,0.5126831890515321,1927,956,False
pqqL,,0.1755,0.5126577912671587,351,133,False
mycP5,,0.988,0.5126144214829231,1971,990,False
ubiC,,0.99,0.5126104158998895,1978,990,False
nuoN,,0.9895,0.5125821024313487,1985,995,False
sepF,,0.9885,0.5125460877735903,1979,989,False
ahcY,,0.988,0.5125228776501745,1984,997,False
pks18,,0.9965,0.5125088535998203,1984,993,False
srmB,,0.988,0.5123921773516095,1976,990,False
cei,,0.9435,0.5123609534362544,1879,946,False
mobA,,0.99,0.5121697195655697,1987,995,False
esxE,,0.998,0.5121490098436012,1992,997,False
mutM,,0.9835,0.5121388888035168,1976,993,False
eccD4,,0.9895,0.5121223607077496,1968,986,False
fadB2,,0.994,0.5120769706817551,1984,991,False
esxV,,0.2555,0.5120755845054911,511,214,False
paaY,,0.9925,0.5120296066398053,1982,993,False
higA,,0.992,0.5119597261475489,1985,993,False
cspA,,0.9935,0.5119539920272709,1980,993,False
bioB,,0.9855,0.5119437436803562,1979,994,False
lppQ,,0.994,0.5119237549716359,1979,997,False
mycP3,,0.9965,0.5118323211978801,1983,993,False
espG2,,0.98,0.5118286956439911,1956,987,False
iniC,,0.9985,0.5118188890427585,1982,994,False
ybjQ,,0.4155,0.5117959219903122,825,301,False
bDS1,,0.995,0.5117859265996312,1984,995,False
cwlM,,0.998,0.5117848525496167,1993,997,False
glnE,,0.994,0.511731963242251,1985,996,False
yejR,,0.992,0.5116315136476428,1980,992,False
pks1,,0.463,0.5116104436229205,925,384,False
sadH,,0.9385,0.5115735068565257,1878,954,False
prmC,,0.9825,0.5115402816600677,1974,991,False
qcrB,,0.9965,0.5115097486721079,1988,996,False
mgtC,,0.9915,0.5114871034360198,1979,993,False
guaB1,,0.9965,0.5114734476402111,1990,995,False
secA,,0.9795,0.5114141391120217,1965,986,False
yjbM,,0.987,0.511400192728721,1969,986,False
sucC,,0.9835,0.5113154709783782,1974,991,False
frdC,,0.9885,0.5112803158488438,1975,990,False
vapC1,,0.9965,0.5112385592701414,1988,997,False
cyp123,,0.787,0.5112205945156123,1566,739,False
nat,,0.997,0.511139617686422,1990,995,False
esxQ,,0.97,0.5111367648325154,1928,980,False
shy1,,0.9975,0.5111181538367925,1986,995,False
rpoA,,0.9785,0.5110498093471534,1968,986,False
moaE1,,0.993,0.5110086279253482,1972,988,False
nei1,,0.9985,0.5109918107736865,1993,997,False
lppC,,0.9915,0.5109015588114714,1978,991,False
cinA,,0.9895,0.510894232834466,1987,996,False
nadE,,0.9845,0.5108843120114915,1978,993,False
treZ,,0.896,0.5108815958015694,1797,955,False
idi,,0.996,0.5108530186533234,1982,993,False
nagD,,0.3655,0.5108372867852098,733,521,False
erfK,,0.105,0.5108192705498095,211,44,False
tpx,,0.9845,0.5107126593806922,1966,990,False
vapC9,,0.9975,0.5106747377811828,1992,997,False
ddaH,,0.997,0.5106554929734272,1988,995,False
pmt,,0.998,0.5106354711776399,1986,996,False
fpg2,,0.9965,0.5106108062618439,1991,997,False
zwf1,,0.995,0.5105868367301359,1985,996,False
ruvX,,0.9805,0.51053076402975,1976,990,False
tgs1,,0.998,0.5104922201368288,1991,995,False
ugd,,0.994,0.5104011327825395,1983,994,False
purD,,0.9865,0.5103601467618885,1972,989,False
darT,,0.996,0.5103227832711947,1987,995,False
rnz,,0.991,0.5103103407463034,1980,994,False
murB,,0.984,0.5102763779793215,1978,991,False
psd,,0.997,0.510102093428881,1993,997,False
htpG,,0.9885,0.5101017036738648,1983,996,False
mca,,0.9975,0.5100903102799567,1986,995,False
gcvP,,0.991,0.5100380814263041,1986,995,False
rlmB,,0.9705,0.5100354648939458,1954,985,False
fadD10,,0.9845,0.5100182489707705,1963,981,False
thiL,,0.988,0.510008749653215,1984,997,False
secD,,0.985,0.50999152265392,1979,995,False
hflX,,0.9815,0.5099536126409652,1976,992,False
alr,,0.9805,0.5099491851025594,1968,990,False
yliI,,0.994,0.5099473875774974,1978,994,False
cyp141,,0.994,0.5099418068117544,1974,987,False
arc,,0.998,0.509931138696199,1986,996,False
hisF,,0.9805,0.5099070203257893,1971,991,False
rsfA,,0.9905,0.5098786224698459,1973,991,False
fgd,,0.9975,0.5098276757984798,1993,997,False
rpmI,,0.9825,0.5097801724182268,1972,991,False
suhB,,0.989,0.5097440731768099,1979,988,False
acn,,0.9945,0.5096739614359935,1986,993,False
pntB,,0.9925,0.5096644414613427,1990,997,False
rip3,,0.994,0.5096571278972929,1970,988,False
adhD,,0.995,0.5095324084612384,1984,992,False
glgX,,0.9895,0.5094607259683895,1988,996,False
hisD,,0.989,0.5094184395714388,1979,994,False
lpqT,,0.9975,0.5093313537551015,1984,996,False
srp102,,0.9965,0.5093090783557929,1979,993,False
hemE,,0.984,0.5092708461129513,1978,990,False
nahD,,0.9875,0.5092283984726407,1968,991,False
mpt70,,0.9965,0.5091791735698274,1985,992,False
lucA,,0.998,0.509177192152295,1989,996,False
cydD,,0.985,0.5091531403649531,1972,990,False
typA,,0.984,0.5091076485956691,1984,993,False
lprD,,0.998,0.5090929394446982,1985,995,False
cysD,,0.9905,0.5090900231057546,1985,997,False
lipG,,0.997,0.5090784826051192,1992,996,False
pdhA,,0.984,0.5090415460241122,1978,994,False
rpsK,,0.9805,0.5089671606577322,1973,991,False
ydhS,,0.9925,0.5089600914846024,1974,991,False
menF,,0.9935,0.5088964665896489,1985,994,False
cobG,,0.9935,0.5088926612424242,1973,991,False
echA13,,0.992,0.5088305434865935,1965,987,False
bkdB,,0.998,0.508720841700049,1985,994,False
trcR,,0.9975,0.5087032736991328,1984,995,False
pfkA,,0.9895,0.5086809492001823,1979,993,False
vapC23,,0.999,0.5086654727525982,1990,997,False
mshD,,0.9975,0.5086333379587306,1980,992,False
hsaD,,0.9715,0.5086073954162051,1938,970,False
proS,,0.9845,0.5086053694318649,1979,993,False
higB2,,0.9865,0.5085859908645184,1954,980,False
rodA,,0.984,0.5085740994100276,1969,991,False
relA,,0.994,0.5085700665565489,1988,996,False
ruvA,,0.982,0.5085350971645388,1975,990,False
trmD,,0.979,0.508522930965506,1962,985,False
yhjD,,0.995,0.5084811161964811,1973,991,False
vapC41,,0.998,0.5084660249036346,1991,996,False
fabH,,0.9715,0.5084415858510178,1947,982,False
ppx1,,0.9975,0.5084343778568631,1980,992,False
hemB,,0.9835,0.5084322957644899,1976,992,False
nagA,,0.985,0.5083347262375696,1969,991,False
yjbQ,,0.991,0.5083236489375054,1980,991,False
pepD,,0.987,0.5083173219645744,1970,994,False
pepP,,0.9915,0.5082498559913716,1979,991,False
mscL,,0.9825,0.508243432244978,1978,992,False
mET17,,0.992,0.5081790809780136,1978,993,False
php,,0.9875,0.5081761818122214,1976,992,False
vapC18,,0.9975,0.5081523193858741,1990,995,False
hemW,,0.9775,0.5081509474495239,1968,989,False
pruA,,0.992,0.5081398038300624,1977,993,False
acyP,,0.994,0.5081291095667458,1983,992,False
qcrA,,0.996,0.5081152894405907,1986,996,False
comEC,,0.9685,0.5080481987877118,1928,952,False
ureA,,0.9925,0.5080452463118807,1991,995,False
sap,,0.998,0.5080442576150176,1986,995,False
vapB27,,0.997,0.5079984088780576,1993,995,False
prcB,,0.9965,0.5079847773509745,1984,994,False
penP,,0.996,0.5079759203651493,1981,994,False
hycE1,,0.958,0.5079577314811765,1909,966,False
ytcJ,,0.989,0.507873655698523,1973,987,False
pnp,,0.9795,0.5078713592634907,1966,984,False
mutY,,0.9685,0.507851390844996,1945,972,False
jag,,0.992,0.5078450261822668,1984,993,False
pPE69,,0.9625,0.5078307767358665,1921,971,False
dnaB,,0.9575,0.5078302539008362,1926,977,False
zupT,,0.988,0.5078275473173368,1977,991,False
tag,,0.988,0.507777305086975,1973,992,False
mazF6,,0.9955,0.5076614775532149,1982,996,False
ptpA,,0.997,0.5076432668392467,1985,995,False
aroA,,0.9795,0.5076165571862803,1970,991,False
gpm2,,0.9975,0.5075916190783405,1992,997,False
relE,,0.993,0.5075823993434324,1982,993,False
mazE9,,0.9975,0.5075614013844322,1991,995,False
rpsA,,0.9825,0.5075363564725267,1977,990,False
sdrC,,0.995,0.5075239959393825,1987,994,False
aroE,,0.9125,0.5075198158118787,1827,937,False
mutT1,,0.9985,0.5074799703354286,1987,996,False
ddn,,0.996,0.507411680760297,1988,995,False
panE,,0.9895,0.5074000232397423,1981,994,False
csdA,,0.9925,0.5073923556264409,1978,993,False
korA,,0.9975,0.5073812839296886,1991,996,False
tra5,,0.922,0.5073654451658386,1833,932,False
gspF,,0.9485,0.507339675250123,1900,962,False
uvrA,,0.9805,0.5073346359820524,1967,987,False
secE2,,0.9925,0.5073316562836361,1981,992,False
ipdF,,0.9985,0.5073000124872609,1993,997,False
sigA,,0.995,0.5072199380742094,1985,995,False
pdxS,,0.99,0.5071948081011525,1983,993,False
vapB19,,0.994,0.5071612397896386,1983,993,False
ppsE,,0.993,0.5071568072402023,1982,988,False
mak,,0.998,0.5071186764654101,1994,995,False
pnbA,,0.991,0.5071127851951303,1965,984,False
rsmH,,0.9825,0.5070927527172969,1979,993,False
herA,,0.987,0.5070808494130417,1969,987,False
htdZ,,0.996,0.5070649802429031,1990,996,False
fadD21,,0.9985,0.5070575097710777,1985,995,False
eccB4,,0.996,0.5070386321270167,1980,993,False
yggU,,0.9945,0.5070356147034492,1979,994,False
cadI,,0.996,0.5070245639032062,1974,991,False
trpA,,0.9825,0.5069986535512201,1972,989,False
atpC,,0.986,0.5069856922521576,1975,992,False
appC,,0.991,0.5069816673319267,1982,994,False
lpqH,,0.996,0.5069778762632537,1986,995,False
frnE,,0.995,0.5069689493746399,1989,995,False
citA,,0.9885,0.5069536362779529,1976,994,False
cobIJ,,0.9865,0.5068921802369563,1958,985,False
rplC,,0.9785,0.5068890342271638,1963,990,False
lysX2,,0.9975,0.5068868438578434,1991,996,False
hemA,,0.987,0.5068855289108549,1980,991,False
vapC34,,0.997,0.506844403122476,1983,994,False
pecA,,0.8795,0.5068305690599386,1753,901,False
mraZ,,0.984,0.5068110456033234,1976,991,False
mtr,,0.9985,0.5067948204106749,1988,996,False
echA8,,0.9945,0.5067165093761491,1979,995,False
pepA,,0.9945,0.5066885823970397,1988,997,False
argG,,0.9845,0.5066748903928309,1980,993,False
vapC14,,0.998,0.5066447271676242,1986,995,False
esxO,,0.3175,0.5066258752699431,635,222,False
cobA,,0.7545,0.5065480945316618,1510,621,False
mbtJ,,0.9975,0.5065270533392079,1985,994,False
ribA,,0.989,0.5065002061430632,1970,990,False
nicT,,0.9975,0.5064834571947816,1986,994,False
ogt,,0.9745,0.5064608428264024,1935,957,False
recN,,0.9825,0.5064279225957072,1973,989,False
rpsO,,0.9805,0.5063968964734529,1969,989,False
nuoD,,0.9925,0.5063958239269671,1990,997,False
argF,,0.981,0.506393264725698,1972,987,False
trxB,,0.9775,0.5063651158746802,1960,983,False
phoP,,0.9905,0.5063431889760172,1982,993,False
ygfZ,,0.9945,0.5063395084046745,1979,993,False
xth,,0.9875,0.5062830677687978,1978,993,False
pyrH,,0.983,0.5062659713327982,1979,993,False
mutT3,,0.9955,0.5062308524513918,1989,994,False
pgsA,,0.9815,0.5062275861360297,1973,990,False
eccB5,,0.9965,0.5062039081960771,1977,991,False
ycjU,,0.994,0.5061925107119087,1978,991,False
bpa,,0.9985,0.5061872424928359,1990,997,False
nrdR,,0.9805,0.5061320280661167,1975,993,False
esxB,,0.998,0.5061274275086566,1992,995,False
atpFH,,0.9985,0.5061081062880897,1980,993,False
miaB,,0.953,0.5061016479953441,1916,973,False
phoH,,0.9845,0.5060841392185189,1978,991,False
fieF,,0.9775,0.506062984844377,1951,978,False
lig,,0.9925,0.5060473286964693,1979,989,False
fbpD,,0.9985,0.5060443590709964,1987,996,False
purH,,0.979,0.5060336976320583,1966,990,False
amt,,0.982,0.5060086682427107,1959,987,False
mut7-C,,0.9985,0.5059909186477266,1995,997,False
erm(37),,0.992,0.5059804122654087,1975,995,False
ydfJ,,0.445,0.5059516403301398,889,376,False
esxF,,0.9955,0.5059323836926569,1987,995,False
chaA,,0.9975,0.50592079531296,1992,998,False
egtC,,0.998,0.5058700987241567,1984,995,False
rpsM,,0.979,0.5058591012162441,1970,990,False
pPE23,,0.9965,0.5058553857999676,1987,995,False
accD5,,0.997,0.5058270229512427,1992,996,False
dnaN,,0.979,0.5058123118447005,1963,988,False
gltA2,,0.9985,0.5057979666413401,1995,999,False
mycP,,0.1425,0.5057721518987341,283,125,False
menG,,0.994,0.5057644894092499,1988,996,False
ldtMt5,,0.998,0.5057571996528829,1991,996,False
egtE,,0.9965,0.5057427094906581,1981,995,False
frr,,0.9805,0.5057227071088343,1978,989,False
hemC,,0.985,0.5057033345874501,1978,992,False
rpiB,,0.9915,0.50569959676599,1983,996,False
trpC,,0.9845,0.5056983439187986,1977,991,False
ldtMt1,,0.998,0.5056890880103329,1991,995,False
sugA,,0.9985,0.5056845587063,1991,997,False
rplN,,0.9805,0.5056735283495847,1969,994,False
pgpB,,0.9915,0.5056492921097384,1976,990,False
sigF,,0.993,0.5056320787629,1986,994,False
thiS,,0.985,0.5056189931466974,1979,994,False
mmaE,,0.998,0.505594325776928,1990,993,False
dhmA1,,0.998,0.5055755686060825,1991,996,False
prfB,,0.9805,0.5055740044037715,1974,989,False
ilvB2,,0.9965,0.5055222841797518,1974,992,False
tobH,,0.9985,0.5055120270631533,1995,997,False
yceD,,0.988,0.5054904865373209,1976,989,False
etfB,,0.9965,0.5054500129030177,1992,996,False
lppH,,0.987,0.5054351975469389,1969,986,False
fadE12,,0.9915,0.5053944930514558,1979,997,False
pPE45,,0.9935,0.505371587462083,1981,989,False
lppY,,0.997,0.5053304045582885,1981,995,False
whiA,,0.987,0.5053294354590107,1973,988,False
menD,,0.993,0.505301482183876,1986,995,False
cysT,,0.9875,0.5052879309725338,1974,995,False
bfrB,,0.9965,0.505266877172046,1982,991,False
fixC,,0.9925,0.5052599863138221,1979,994,False
alkB,,0.9905,0.505251268230818,1984,996,False
lysG,,0.9905,0.5052462928768715,1972,995,False
ybfO,,0.996,0.5052204116971608,1977,991,False
pabB,,0.986,0.5051448155019583,1970,990,False
ftsE,,0.981,0.5050639571207787,1973,992,False
fadE28,,0.996,0.5050453678260386,1988,995,False
mshC,,0.9975,0.5050312360553324,1986,996,False
egtD,,0.993,0.5049907297650528,1987,997,False
